is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthocardia paucicostata,,Result Product f45a0a72-8a70-4a0f-b6bd-6f481a65f752,,,"This Acanthocardia paucicostata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier f45a0a72-8a70-4a0f-b6bd-6f481a65f752,FullLinkEntity,,,Measurement,,Classification,,f45a0a72-8a70-4a0f-b6bd-6f481a65f752,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f45a0a72-8a70-4a0f-b6bd-6f481a65f752,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,abalistes stellaris Aquamaps Native 2050 Raster,,Result Product 98aafd46-1311-42bd-a14e-042e18d0e788,,,"This abalistes stellaris Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name abalistes-stellaris-aquamaps-native-2050-raster,FullLinkEntity,,,Measurement,,Classification,,abalistes-stellaris-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/abalistes-stellaris-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa Mitchilli Aquamaps Native Raster,,Result Product a20dabcc-49be-4244-a673-f28989c2e268,,,"This Anchoa Mitchilli Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 3e8cfbcb-2720-43f7-8e1c-1d132b27c6ba,FullLinkEntity,,,Measurement,,Classification,,3e8cfbcb-2720-43f7-8e1c-1d132b27c6ba,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3e8cfbcb-2720-43f7-8e1c-1d132b27c6ba,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthacaris tenuimana,,Result Product c6b03e2f-6417-4e69-b39a-8a91580d3a38,,,"This Acanthacaris tenuimana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name acanthacaris-tenuimana2,FullLinkEntity,,,Measurement,,Classification,,acanthacaris-tenuimana2,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthacaris-tenuimana2,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aglaophamus Ornatus Aquamaps Native Raster,,Result Product 913a4838-7bd9-4189-868e-48f92d019e99,,,"This Aglaophamus Ornatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name aglaophamus-ornatus-aquamaps-native-raster,SimpleLinkEntity,,,Measurement,,Classification,,aglaophamus-ornatus-aquamaps-native-raster,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/aglaophamus-ornatus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anodontia ovum,,Result Product d190e0af-25b2-47ed-8ebc-97ef41115985,,,"This Anodontia ovum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier ad016d83-492c-4f30-9937-64691a1e28f8,FullLinkEntity,,,Medium,,Classification,,ad016d83-492c-4f30-9937-64691a1e28f8,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ad016d83-492c-4f30-9937-64691a1e28f8,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus nigrofuscus,,Result Product 641aeefa-b426-4dc3-8248-8af0e72fcbb7,,,"This Acanthurus nigrofuscus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name acanthurus-nigrofuscus1,FullLinkEntity,,,Measurement,,Classification,,acanthurus-nigrofuscus1,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-nigrofuscus1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf Hoefleri Aquamaps Native Raster,,Result Product fa763c49-e607-4daf-85f6-e7e4df2f8e5a,,,"This Abudefduf Hoefleri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 63f0a3b0-288c-41a1-9271-6c2a5292ed90,FullLinkEntity,,,Measurement,,Classification,,63f0a3b0-288c-41a1-9271-6c2a5292ed90,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/63f0a3b0-288c-41a1-9271-6c2a5292ed90,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,alpheus bellimanus Aquamaps Native 2050 Raster,,Result Product 3b114c10-3073-4d8b-9b30-b25597869129,,,"This alpheus bellimanus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 78f1eada-a1fd-416f-8fe3-1349508be433,SimpleLinkEntity,,,Measurement,,Classification,,78f1eada-a1fd-416f-8fe3-1349508be433,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/78f1eada-a1fd-416f-8fe3-1349508be433,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus bouvieri,,Result Product b10a9d7a-84f5-4fef-8dfa-55208a915455,,,"This Alpheus bouvieri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 7079b23f-c4f2-4187-b65d-90bad327c6f2,FullLinkEntity,,,Measurement,,Classification,,7079b23f-c4f2-4187-b65d-90bad327c6f2,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7079b23f-c4f2-4187-b65d-90bad327c6f2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acar domingensis,,Result Product f0a7583e-3c41-4ed9-9e35-33fd2f748593,,,"This Acar domingensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier f0a7583e-3c41-4ed9-9e35-33fd2f748593,FullLinkEntity,,,Measurement,,Classification,,f0a7583e-3c41-4ed9-9e35-33fd2f748593,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f0a7583e-3c41-4ed9-9e35-33fd2f748593,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,amblygobius bynoensis Aquamaps Native 2050 Raster,,Result Product 5792eb93-d37b-49e7-b217-b83fc90b99eb,,,"This amblygobius bynoensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name amblygobius-bynoensis-aquamaps-native-2050-raster,SimpleLinkEntity,,,Product,,Classification,,amblygobius-bynoensis-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-bynoensis-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Annachlamys flabellata,,Result Product bbd312bd-ad7b-46aa-abcf-8362c1b897f1,,,"This Annachlamys flabellata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 39422fee-8040-4b54-b890-364fb25c7086,FullLinkEntity,,,Medium,,Classification,,39422fee-8040-4b54-b890-364fb25c7086,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/39422fee-8040-4b54-b890-364fb25c7086,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthastrea echinata,,Result Product 7fc69eca-f6f8-4eb4-ba6e-5f7e490e705e,,,"This Acanthastrea echinata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 63a5a284-9570-40c7-85b5-eb81e6df3d7a,FullLinkEntity,,,,,Classification,,63a5a284-9570-40c7-85b5-eb81e6df3d7a,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/63a5a284-9570-40c7-85b5-eb81e6df3d7a,,
2017-11-24T12:32:20.185428,,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Brueggemanni Aquamaps Native Raster,,Result Product 0bad83d4-411a-4d22-818f-be5573ef2733,,,"This Acropora Brueggemanni Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name acropora-brueggemanni-aquamaps-native-raster,SimpleLinkEntity,,,,,Classification,,acropora-brueggemanni-aquamaps-native-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-brueggemanni-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,anadara antiquata Aquamaps Native 2050 Raster,,Result Product d37f70a0-38f2-4929-98a0-8f13bfa1cfb4,,,"This anadara antiquata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 4bbb49ce-dff6-4b1d-935f-958079931ed9,FullLinkEntity,,,,,Classification,,4bbb49ce-dff6-4b1d-935f-958079931ed9,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4bbb49ce-dff6-4b1d-935f-958079931ed9,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Agaricia tenuifolia,,Result Product 80f2c17a-4b65-438c-b267-d50dfdd3f422,,,"This Agaricia tenuifolia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 80f2c17a-4b65-438c-b267-d50dfdd3f422,FullLinkEntity,,,,,Classification,,80f2c17a-4b65-438c-b267-d50dfdd3f422,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/80f2c17a-4b65-438c-b267-d50dfdd3f422,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Aetobatus narinari,,Result Product 8ef8c05c-0f3a-4fa2-bc6e-848a23ca51a7,,,"This Aetobatus narinari Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name aetobatus-narinari1,FullLinkEntity,,,,,Classification,,aetobatus-narinari1,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aetobatus-narinari1,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amblycirrhitus Pinos Aquamaps Native Raster,,Result Product 0c552d71-e533-496e-9435-f96bfbb320e3,,,"This Amblycirrhitus Pinos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name amblycirrhitus-pinos-aquamaps-native-raster,FullLinkEntity,,,,,Classification,,amblycirrhitus-pinos-aquamaps-native-raster,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/amblycirrhitus-pinos-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,aceroides latipes Aquamaps Native 2050 Raster,,Result Product 4a226ae8-5d58-4d21-b509-f0564804034d,,,"This aceroides latipes Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier af458872-7133-4363-b42c-a35f2c407257,FullLinkEntity,,,,,Classification,,af458872-7133-4363-b42c-a35f2c407257,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/af458872-7133-4363-b42c-a35f2c407257,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abietinella operculata,,Result Product cc02e761-586d-4e8d-8c13-de6aa6db83c7,,,"This Abietinella operculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier cc02e761-586d-4e8d-8c13-de6aa6db83c7,SimpleLinkEntity,,,,,Classification,,cc02e761-586d-4e8d-8c13-de6aa6db83c7,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/cc02e761-586d-4e8d-8c13-de6aa6db83c7,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,acanthochitona pygmaea Aquamaps Native 2050 Raster,,Result Product c4708861-3ceb-45a3-bb99-b52672427f3e,,,"This acanthochitona pygmaea Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 1f7948d1-b3b5-4531-9d44-0d1b4d362748,SimpleLinkEntity,,,,,Classification,,1f7948d1-b3b5-4531-9d44-0d1b4d362748,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1f7948d1-b3b5-4531-9d44-0d1b4d362748,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Agonus cataphractus,,Result Product c8d41a46-13e8-4cb2-b791-39e71fdf2b4f,,,"This Agonus cataphractus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier c8d41a46-13e8-4cb2-b791-39e71fdf2b4f,SimpleLinkEntity,,,,,Classification,,c8d41a46-13e8-4cb2-b791-39e71fdf2b4f,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c8d41a46-13e8-4cb2-b791-39e71fdf2b4f,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ammothea verenae,,Result Product 599b2204-d20f-44d8-b27e-8047ddce1631,,,"This Ammothea verenae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier ca592c1c-50ff-4b1d-8338-3a34343bdc8f,FullLinkEntity,,,,,Classification,,ca592c1c-50ff-4b1d-8338-3a34343bdc8f,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ca592c1c-50ff-4b1d-8338-3a34343bdc8f,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amanses scopas,,Result Product 3e610d0d-cb1b-4641-bea2-43f36e3b3d56,,,"This Amanses scopas Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 3e610d0d-cb1b-4641-bea2-43f36e3b3d56,FullLinkEntity,,,,,Classification,,3e610d0d-cb1b-4641-bea2-43f36e3b3d56,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3e610d0d-cb1b-4641-bea2-43f36e3b3d56,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,amakusanthura magnifica Aquamaps Native 2050 Raster,,Result Product 74f1887c-6055-44e8-b96f-83312d4d7acc,,,"This amakusanthura magnifica Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name amakusanthura-magnifica-aquamaps-native-2050-raster,SimpleLinkEntity,,,,,Classification,,amakusanthura-magnifica-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amakusanthura-magnifica-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa parva,,Result Product c1e23afa-2507-41a6-88e5-1a0572e69b2a,,,"This Anchoa parva Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier c1e23afa-2507-41a6-88e5-1a0572e69b2a,SimpleLinkEntity,,,,,Classification,,c1e23afa-2507-41a6-88e5-1a0572e69b2a,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c1e23afa-2507-41a6-88e5-1a0572e69b2a,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta dilecta,,Result Product 3144f13d-767c-4549-ac51-0ab43e477887,,,"This Ancylopsetta dilecta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 3144f13d-767c-4549-ac51-0ab43e477887,FullLinkEntity,,,,,Classification,,3144f13d-767c-4549-ac51-0ab43e477887,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3144f13d-767c-4549-ac51-0ab43e477887,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion akallopisos,,Result Product 24aef629-8af3-4487-b266-8e6ae124f876,,,"This Amphiprion akallopisos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 24aef629-8af3-4487-b266-8e6ae124f876,FullLinkEntity,,,,,Classification,,24aef629-8af3-4487-b266-8e6ae124f876,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/24aef629-8af3-4487-b266-8e6ae124f876,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthostracion quadricornis,,Result Product 0a8a7e14-32b2-4cb8-980b-7a437a4cda41,,,"This Acanthostracion quadricornis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name acanthostracion-quadricornis3,FullLinkEntity,,,,,Classification,,acanthostracion-quadricornis3,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthostracion-quadricornis3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amanses scopas,,Result Product aaaa84e2-4ee7-4b3a-bcb2-84c4dd911160,,,"This Amanses scopas Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name amanses-scopas3,FullLinkEntity,,,,,Classification,,amanses-scopas3,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amanses-scopas3,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alepocephalus triangularis,,Result Product ed351fc9-3c3f-430b-9ab7-62a5ac409db3,,,"This Alepocephalus triangularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name alepocephalus-triangularis1,SimpleLinkEntity,,,,,Classification,,alepocephalus-triangularis1,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-triangularis1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aioliops tetrophthalmus,,Result Product fa6dfc1c-462c-4d7b-819f-8fb2581021d5,,,"This Aioliops tetrophthalmus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier fa6dfc1c-462c-4d7b-819f-8fb2581021d5,SimpleLinkEntity,,,,,Classification,,fa6dfc1c-462c-4d7b-819f-8fb2581021d5,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fa6dfc1c-462c-4d7b-819f-8fb2581021d5,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abralia andamanica,,Result Product fef6081c-0662-4459-8f6b-66e733cd880f,,,"This Abralia andamanica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name abralia-andamanica1,FullLinkEntity,,,,,Classification,,abralia-andamanica1,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abralia-andamanica1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Actinopyga miliaris,,Result Product d53b711a-cdf4-4992-af44-3640d56a2933,,,"This Actinopyga miliaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 3062ae9d-0c68-4fa9-b0ce-c1ae1a4f33d9,FullLinkEntity,,,,,Classification,,3062ae9d-0c68-4fa9-b0ce-c1ae1a4f33d9,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3062ae9d-0c68-4fa9-b0ce-c1ae1a4f33d9,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthastrea hillae,,Result Product 82a7ce72-36fe-4269-b983-8ac28c861859,,,"This Acanthastrea hillae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 64d2bad4-617c-47ae-9656-419ed2df1c74,SimpleLinkEntity,,,,,Classification,,64d2bad4-617c-47ae-9656-419ed2df1c74,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/64d2bad4-617c-47ae-9656-419ed2df1c74,,
