is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa mitchilli,,Result Product a924b8a3-c58e-411d-9594-e262bb999906,,Result Product Identifier a924b8a3-c58e-411d-9594-e262bb999906,"This Anchoa mitchilli Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,a924b8a3-c58e-411d-9594-e262bb999906,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a924b8a3-c58e-411d-9594-e262bb999906,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anarrhichthys ocellatus,,Result Product 93269e0e-9956-4331-8244-9b26ceec8ad6,,Result Product Identifier 93269e0e-9956-4331-8244-9b26ceec8ad6,"This Anarrhichthys ocellatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,,93269e0e-9956-4331-8244-9b26ceec8ad6,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/93269e0e-9956-4331-8244-9b26ceec8ad6,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anisodoris nobilis,,Result Product f01c4a6c-2973-4e33-b30a-54a9c2472d14,,Result Product Name anisodoris-nobilis,"This Anisodoris nobilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,,Classification,,anisodoris-nobilis,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anisodoris-nobilis,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acanthurus leucopareius Aquamaps Native 2050 Raster,,Result Product 3ce75284-5a36-4e5e-adf3-ffc3fc9affae,,Result Product Revision Identifier 592041e1-b216-4601-a035-e16477a8d7fc,"This acanthurus leucopareius Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,,592041e1-b216-4601-a035-e16477a8d7fc,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/592041e1-b216-4601-a035-e16477a8d7fc,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Allenbatrachus grunniens,,Result Product 43f17b1d-9d6b-49bc-bc5b-4e0d09dc0bed,,Result Product Identifier 43f17b1d-9d6b-49bc-bc5b-4e0d09dc0bed,"This Allenbatrachus grunniens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,,Classification,,43f17b1d-9d6b-49bc-bc5b-4e0d09dc0bed,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/43f17b1d-9d6b-49bc-bc5b-4e0d09dc0bed,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoviella Lepidentostole Aquamaps Native Raster,,Result Product 0033787c-d38d-43d6-b8c5-d485bfa784ee,,Result Product Revision Identifier 64dd2c5f-f6c1-4bfa-b80e-646ba86c4138,"This Anchoviella Lepidentostole Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,,64dd2c5f-f6c1-4bfa-b80e-646ba86c4138,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/64dd2c5f-f6c1-4bfa-b80e-646ba86c4138,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,achirus klunzingeri Aquamaps Native 2050 Raster,,Result Product 00bac9fd-cb39-4058-918c-a1bdc8358ab9,,Result Product Revision Identifier 523d5874-9459-4d41-9e1a-7a321f6c2850,"This achirus klunzingeri Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Medium,,Classification,,523d5874-9459-4d41-9e1a-7a321f6c2850,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/523d5874-9459-4d41-9e1a-7a321f6c2850,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alpheus cylindricus,,Result Product ab4f8474-1617-4152-bede-8ba26175c221,,Result Product Name alpheus-cylindricus3,"This Alpheus cylindricus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,alpheus-cylindricus3,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-cylindricus3,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amazon (Division 41.1.1 of FAO Major Area 41),,Result Product 6e222406-b20a-47b5-83f7-8ca1ff724ffb,,Result Product Name amazon-division-41-1-1-of-fao-major-area-41,The FAO major fishing areas for statistical purpose are defined by the CWP handbook of fishery statistical standards available at http://www.fao.org/fishery/cwp/handbook/h/en,,,,,,,Measurement,,Classification,,amazon-division-41-1-1-of-fao-major-area-41,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amazon-division-41-1-1-of-fao-major-area-41,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amniataba caudavittata,,Result Product 87bd96af-c5be-466f-89ff-e631e5cab808,,Result Product Name amniataba-caudavittata3,"This Amniataba caudavittata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,,Classification,,amniataba-caudavittata3,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/amniataba-caudavittata3,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ablennes hians,,Result Product d689cb69-8925-4f5c-8155-36a11de9dcb8,,Result Product Revision Identifier 54d3698a-3037-464a-8680-9686de08957a,"This Ablennes hians Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,54d3698a-3037-464a-8680-9686de08957a,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/54d3698a-3037-464a-8680-9686de08957a,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alpheus hailstonei Aquamaps Native 2050 Raster,,Result Product 78ce0439-f48c-4788-9ea6-97787bb77ca5,,Result Product Revision Identifier b2974666-4625-4e4e-8496-8224047793a0,"This alpheus hailstonei Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Medium,,Classification,,b2974666-4625-4e4e-8496-8224047793a0,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b2974666-4625-4e4e-8496-8224047793a0,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthocardia Tuberculata Aquamaps Native Raster,,Result Product 5c29d7eb-7d61-4217-87d1-6d2390b4f3de,,Result Product Revision Identifier e65dbb30-5379-4d5d-b27c-83d3c8bb1301,"This Acanthocardia Tuberculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,,e65dbb30-5379-4d5d-b27c-83d3c8bb1301,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e65dbb30-5379-4d5d-b27c-83d3c8bb1301,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amblyeleotris steinitzi Aquamaps Native 2050 Raster,,Result Product f94d68f6-3a9c-4874-a190-f6f1888dac43,,Result Product Revision Identifier aa8a8653-6ba2-4391-b657-996816d5bbd7,"This amblyeleotris steinitzi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,aa8a8653-6ba2-4391-b657-996816d5bbd7,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/aa8a8653-6ba2-4391-b657-996816d5bbd7,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amakusanthura signata Aquamaps Native 2050 Raster,,Result Product a66d4a70-33d4-4108-a14c-9548755004f3,,Result Product Name amakusanthura-signata-aquamaps-native-2050-raster,"This amakusanthura signata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,amakusanthura-signata-aquamaps-native-2050-raster,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amakusanthura-signata-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anacanthobatis folirostris,,Result Product 5abfbb06-23ef-473b-aff0-9086c341c216,,Result Product Name anacanthobatis-folirostris4,"This Anacanthobatis folirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,,Classification,,anacanthobatis-folirostris4,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anacanthobatis-folirostris4,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anomalops katoptron,,Result Product d447f54c-05be-424b-95d8-317feba2be9d,,Result Product Name anomalops-katoptron1,"This Anomalops katoptron Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,anomalops-katoptron1,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anomalops-katoptron1,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anampses lineatus,,Result Product 6753bf04-c7b7-464b-befc-7211580e77cd,,Result Product Name anampses-lineatus2,"This Anampses lineatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,anampses-lineatus2,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anampses-lineatus2,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ambassis dussumieri,,Result Product b3ed515c-d979-420e-ad6a-fd44a878cde7,,Result Product Name ambassis-dussumieri1,"This Ambassis dussumieri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,,Classification,,ambassis-dussumieri1,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-dussumieri1,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acantholumpenus mackayi,,Result Product 289e4ca1-6e0d-40ed-8043-b3a5e54f7362,,Result Product Identifier 289e4ca1-6e0d-40ed-8043-b3a5e54f7362,"This Acantholumpenus mackayi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,,Classification,,289e4ca1-6e0d-40ed-8043-b3a5e54f7362,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/289e4ca1-6e0d-40ed-8043-b3a5e54f7362,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anisotremus Surinamensis Aquamaps Native Raster,,Result Product b8c7296a-48f5-4f75-a194-4d1a276bbc78,,Result Product Identifier b8c7296a-48f5-4f75-a194-4d1a276bbc78,"This Anisotremus Surinamensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,b8c7296a-48f5-4f75-a194-4d1a276bbc78,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b8c7296a-48f5-4f75-a194-4d1a276bbc78,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Agnesiopsis translucida,,Result Product ddae36e9-2950-453f-8e42-0fa4be8d0dfd,,Result Product Identifier ddae36e9-2950-453f-8e42-0fa4be8d0dfd,"This Agnesiopsis translucida Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,,Classification,,ddae36e9-2950-453f-8e42-0fa4be8d0dfd,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ddae36e9-2950-453f-8e42-0fa4be8d0dfd,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abalistes Stellaris Aquamaps Native Raster,,Result Product 828ddac2-2f3b-4648-9581-e3e5d1558fcc,,Result Product Name abalistes-stellaris-aquamaps-native-raster,"This Abalistes Stellaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,abalistes-stellaris-aquamaps-native-raster,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abalistes-stellaris-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acentrogobius janthinopterus,,Result Product 7be7dc50-4478-4117-9169-a87087f9a5da,,Result Product Identifier 7be7dc50-4478-4117-9169-a87087f9a5da,"This Acentrogobius janthinopterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,,Classification,,7be7dc50-4478-4117-9169-a87087f9a5da,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7be7dc50-4478-4117-9169-a87087f9a5da,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amphiprion melanopus,,Result Product 6bd57fb2-794b-4574-885f-e6f5d2498bbc,,Result Product Revision Identifier 351f9066-689f-49db-90e6-bc2cb0129575,"This Amphiprion melanopus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,,Classification,,351f9066-689f-49db-90e6-bc2cb0129575,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/351f9066-689f-49db-90e6-bc2cb0129575,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anadara granosa,,Result Product 64d274d4-dec2-413e-bdff-08a3c7ea66cc,,Result Product Name anadara-granosa3,"This Anadara granosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,,Classification,,anadara-granosa3,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/anadara-granosa3,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion sebae,,Result Product dcf97810-d84a-4ef2-b119-812019edc39e,,Result Product Revision Identifier 33dbf482-5b41-447a-8607-d4ad8b0957ce,"This Amphiprion sebae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,,Classification,,33dbf482-5b41-447a-8607-d4ad8b0957ce,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/33dbf482-5b41-447a-8607-d4ad8b0957ce,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Albula neoguinaica,,Result Product c916f8dc-ceb0-43e8-a796-9913306668d1,,Result Product Identifier c916f8dc-ceb0-43e8-a796-9913306668d1,"This Albula neoguinaica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,c916f8dc-ceb0-43e8-a796-9913306668d1,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c916f8dc-ceb0-43e8-a796-9913306668d1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,alabes dorsalis Aquamaps Native 2050 Raster,,Result Product d608679b-301b-4b70-bfed-06cf035524a8,,Result Product Name alabes-dorsalis-aquamaps-native-2050-raster,"This alabes dorsalis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,alabes-dorsalis-aquamaps-native-2050-raster,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alabes-dorsalis-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus leucocheilus,,Result Product a6af7a86-de21-4353-b3c1-00fb422cae0a,,Result Product Revision Identifier 9ae8304f-9052-47e9-bc36-25fd740762c9,"This Acanthurus leucocheilus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,9ae8304f-9052-47e9-bc36-25fd740762c9,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/9ae8304f-9052-47e9-bc36-25fd740762c9,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthosphex leurynnis Aquamaps Native 2050 Raster,,Result Product ac0292ab-ef61-4f48-a2e3-c7999724934e,,Result Product Revision Identifier f4950689-fe64-4035-95c5-20c2cb87a4c5,"This acanthosphex leurynnis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,f4950689-fe64-4035-95c5-20c2cb87a4c5,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f4950689-fe64-4035-95c5-20c2cb87a4c5,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Albula oligolepis,,Result Product 7e578ae9-f05f-49ae-bab3-15bdcd4fd056,,Result Product Identifier 7e578ae9-f05f-49ae-bab3-15bdcd4fd056,"This Albula oligolepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,,Classification,,7e578ae9-f05f-49ae-bab3-15bdcd4fd056,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7e578ae9-f05f-49ae-bab3-15bdcd4fd056,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acentrogobius viridipunctatus,,Result Product c34e94bf-d59c-4980-a0e9-b1f6e2d3ebb8,,Result Product Identifier c34e94bf-d59c-4980-a0e9-b1f6e2d3ebb8,"This Acentrogobius viridipunctatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,c34e94bf-d59c-4980-a0e9-b1f6e2d3ebb8,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c34e94bf-d59c-4980-a0e9-b1f6e2d3ebb8,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus Maculiceps Aquamaps Native Raster,,Result Product f25ffa1e-865a-40aa-9030-2efd8213f2e3,,Result Product Name acanthurus-maculiceps-aquamaps-native-raster,"This Acanthurus Maculiceps Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,acanthurus-maculiceps-aquamaps-native-raster,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-maculiceps-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres vittiger,,Result Product c399dd71-9fcc-4d1c-b711-9c06b1dfdde7,,Result Product Revision Identifier 300df344-300c-4796-8ef6-fa7a2710eff2,"This Acanthaluteres vittiger Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,300df344-300c-4796-8ef6-fa7a2710eff2,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/300df344-300c-4796-8ef6-fa7a2710eff2,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alphestes immaculatus,,Result Product ba46bc1a-0d53-476c-8002-a6c63a8595f1,,Result Product Name alphestes-immaculatus1,"This Alphestes immaculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,,Classification,,alphestes-immaculatus1,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alphestes-immaculatus1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anguilla mossambica,,Result Product 43c7ab1c-3325-4abe-a8a7-8fcefda1aadd,,Result Product Identifier 43c7ab1c-3325-4abe-a8a7-8fcefda1aadd,"This Anguilla mossambica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,43c7ab1c-3325-4abe-a8a7-8fcefda1aadd,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/43c7ab1c-3325-4abe-a8a7-8fcefda1aadd,,
