is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria Exilispinus Aquamaps Native Raster,,Result Product ad1527de-90fe-4deb-9c42-15ff55fc53f8,,Result Product Name acanthemblemaria-exilispinus-aquamaps-native-raster,"This Acanthemblemaria Exilispinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,acanthemblemaria-exilispinus-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthemblemaria-exilispinus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Adventor Elongatus Aquamaps Native Raster,,Result Product 7e394974-ca2d-4335-968b-eafa534a107e,,Result Product Name adventor-elongatus-aquamaps-native-raster,"This Adventor Elongatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,FullLinkEntity,Classification,,adventor-elongatus-aquamaps-native-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/adventor-elongatus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anampses meleagrides,,Result Product e7c0ea0e-ee7f-4684-8076-4e834196f744,,Result Product Revision Identifier e4981fe6-fafb-40aa-9157-0da21bc69bc0,"This Anampses meleagrides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,e4981fe6-fafb-40aa-9157-0da21bc69bc0,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e4981fe6-fafb-40aa-9157-0da21bc69bc0,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla bicolor bicolor,,Result Product 78335e80-0666-400c-b6c5-fbac51cb9660,,Result Product Revision Identifier 0cedfeec-db1d-427d-8b2f-dc236a1883c4,"This Anguilla bicolor bicolor Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,0cedfeec-db1d-427d-8b2f-dc236a1883c4,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0cedfeec-db1d-427d-8b2f-dc236a1883c4,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,acentrogobius cyanomos Aquamaps Native 2050 Raster,,Result Product 9b03800a-dcfc-4cc7-aad3-c3ea70b489e7,,Result Product Revision Identifier 4d5e1a12-d08f-4155-8bf8-2889022e8c2d,"This acentrogobius cyanomos Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,4d5e1a12-d08f-4155-8bf8-2889022e8c2d,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4d5e1a12-d08f-4155-8bf8-2889022e8c2d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf vaigiensis,,Result Product 10f48cf2-1a39-41fc-891f-6c4a929864d4,,Result Product Identifier 10f48cf2-1a39-41fc-891f-6c4a929864d4,"This Abudefduf vaigiensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,10f48cf2-1a39-41fc-891f-6c4a929864d4,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/10f48cf2-1a39-41fc-891f-6c4a929864d4,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anguilla bengalensis bengalensis,,Result Product a88eada5-cdbe-4e54-bc42-4a59df5323be,,Result Product Revision Identifier f5fd9c67-69b4-462a-8512-4d640a75ec65,"This Anguilla bengalensis bengalensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,f5fd9c67-69b4-462a-8512-4d640a75ec65,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f5fd9c67-69b4-462a-8512-4d640a75ec65,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion chrysopterus,,Result Product a048e5c1-23a2-43a3-97f1-87cf1ed4ca17,,Result Product Revision Identifier e15d8628-2614-4c83-917e-b8f0d55fa7d1,"This Amphiprion chrysopterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,e15d8628-2614-4c83-917e-b8f0d55fa7d1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e15d8628-2614-4c83-917e-b8f0d55fa7d1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphistichus rhodoterus,,Result Product 0584ba50-2277-4df3-b6d7-7712dacea1ee,,Result Product Name amphistichus-rhodoterus3,"This Amphistichus rhodoterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,amphistichus-rhodoterus3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphistichus-rhodoterus3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Allosmerus elongatus,,Result Product d34a1905-0721-40db-8dad-02a3206ca221,,Result Product Name allosmerus-elongatus3,"This Allosmerus elongatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,allosmerus-elongatus3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/allosmerus-elongatus3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,ambassis kopsii Aquamaps Native 2050 Raster,,Result Product 8689dc52-04ee-40d8-bfd4-cc2f4dd72cb1,,Result Product Name ambassis-kopsii-aquamaps-native-2050-raster,"This ambassis kopsii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,ambassis-kopsii-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-kopsii-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anoplagonus inermis,,Result Product 9c138080-393a-484a-9b89-da1c383308f7,,Result Product Name anoplagonus-inermis3,"This Anoplagonus inermis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Medium,FullLinkEntity,Classification,,anoplagonus-inermis3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anoplagonus-inermis3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amakusanthura signata,,Result Product 98ff2a5a-e3e0-4cdd-9f25-00716292bdf0,,Result Product Identifier 98ff2a5a-e3e0-4cdd-9f25-00716292bdf0,"This Amakusanthura signata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,98ff2a5a-e3e0-4cdd-9f25-00716292bdf0,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/98ff2a5a-e3e0-4cdd-9f25-00716292bdf0,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf natalensis,,Result Product bf78e53b-155d-4021-b570-9770c70bbc0d,,Result Product Identifier bf78e53b-155d-4021-b570-9770c70bbc0d,"This Abudefduf natalensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,bf78e53b-155d-4021-b570-9770c70bbc0d,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/bf78e53b-155d-4021-b570-9770c70bbc0d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aetomylaeus nichofii,,Result Product d5c668f2-f777-4e01-9931-910788c97bc6,,Result Product Revision Identifier d58629da-b72e-40ac-a0d4-fef29d01e24d,"This Aetomylaeus nichofii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,d58629da-b72e-40ac-a0d4-fef29d01e24d,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d58629da-b72e-40ac-a0d4-fef29d01e24d,,
2017-11-30T00:55:12.806443,,Person,Classification,2099-12-31T23:59:59-01:00,Acropora plana,,Result Product 88df7691-07f6-45f0-a53c-184aac6be3f9,,Result Product Name acropora-plana,"This Acropora plana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acropora-plana,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-plana,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anadara Diluvii Aquamaps Native Raster,,Result Product fceb117a-c72c-452f-9274-29142f971d5d,,Result Product Revision Identifier f5fe3c41-ef1d-4fd2-9804-59704ace8e69,"This Anadara Diluvii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,f5fe3c41-ef1d-4fd2-9804-59704ace8e69,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f5fe3c41-ef1d-4fd2-9804-59704ace8e69,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla bengalensis bengalensis,,Result Product ed8958c9-e368-402e-b73f-4ec96ec06c0e,,Result Product Identifier ed8958c9-e368-402e-b73f-4ec96ec06c0e,"This Anguilla bengalensis bengalensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,ed8958c9-e368-402e-b73f-4ec96ec06c0e,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ed8958c9-e368-402e-b73f-4ec96ec06c0e,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres Vittiger Aquamaps Native Raster,,Result Product b3fe88c1-cdfd-4b14-8f8a-d07411fd308b,,Result Product Identifier b3fe88c1-cdfd-4b14-8f8a-d07411fd308b,"This Acanthaluteres Vittiger Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,FullLinkEntity,Classification,,b3fe88c1-cdfd-4b14-8f8a-d07411fd308b,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b3fe88c1-cdfd-4b14-8f8a-d07411fd308b,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,"Annual catch of tuna, tuna-like and shark species in the Atlantic Ocean (1950-2015) aggregated by sampling area (ICCAT level 0)",,Result Product 16659a0d-3656-4bcf-b815-4e9dbf9ab468,,Result Product Identifier 16659a0d-3656-4bcf-b815-4e9dbf9ab468,"This dataset lists catch of tuna, tuna-like and major shark species from the International Commission for the Conservation of Atlantic Tunas (ICCAT) from 1950 to 2015. Catches are stratified by year, species, fishing gear, vessel flag reporting country, sampling area. It corresponds to the ICCAT nominal catch (task1) dataset.



This dataset was downloaded on the ICCAT website. It was then restructured to be in line with the Sardara database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below (caracteristics, specific issues and problems that need to be taken into account) is extracted from the ICCAT web page where the dataset has been downloaded.


Caracteristics, specific issues and problems that need to be taken into account :

In general, responsibility for reporting catch and landings data rests on flag states.",,,,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,16659a0d-3656-4bcf-b815-4e9dbf9ab468,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/16659a0d-3656-4bcf-b815-4e9dbf9ab468,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Adelosebastes Latens Aquamaps Native Raster,,Result Product e2396639-b60e-4304-9977-844d28e6d428,,Result Product Identifier e2396639-b60e-4304-9977-844d28e6d428,"This Adelosebastes Latens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,FullLinkEntity,Classification,,e2396639-b60e-4304-9977-844d28e6d428,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e2396639-b60e-4304-9977-844d28e6d428,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anarhichas lupus,,Result Product f77e1e6f-192e-40d7-ae3b-417b5a5a07e7,,Result Product Identifier f77e1e6f-192e-40d7-ae3b-417b5a5a07e7,"This Anarhichas lupus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,f77e1e6f-192e-40d7-ae3b-417b5a5a07e7,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f77e1e6f-192e-40d7-ae3b-417b5a5a07e7,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ahliesaurus brevis,,Result Product 7809a620-4190-4b5f-bce5-a3cbdd691d2a,,Result Product Revision Identifier 04e6171c-c01c-4808-bb63-ccdbf9cdf210,"This Ahliesaurus brevis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,04e6171c-c01c-4808-bb63-ccdbf9cdf210,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/04e6171c-c01c-4808-bb63-ccdbf9cdf210,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acanthopagrus schlegelii schlegelii Aquamaps Native 2050 Raster,,Result Product 8c3ed14e-eb61-4be0-bd0b-b66d801d0193,,Result Product Revision Identifier 84dca362-67fa-46a2-a7d5-6d6b2b1a73e0,"This acanthopagrus schlegelii schlegelii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,84dca362-67fa-46a2-a7d5-6d6b2b1a73e0,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/84dca362-67fa-46a2-a7d5-6d6b2b1a73e0,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anodontostoma chacunda,,Result Product 2a4b93f2-94b4-478f-b75d-b7964918f78d,,Result Product Identifier 2a4b93f2-94b4-478f-b75d-b7964918f78d,"This Anodontostoma chacunda Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,,FullLinkEntity,Classification,,2a4b93f2-94b4-478f-b75d-b7964918f78d,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2a4b93f2-94b4-478f-b75d-b7964918f78d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acipenser brevirostrum,,Result Product 8cd4d35b-b085-4c0f-b86e-ff81d6aac061,,Result Product Identifier 8cd4d35b-b085-4c0f-b86e-ff81d6aac061,"This Acipenser brevirostrum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,8cd4d35b-b085-4c0f-b86e-ff81d6aac061,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8cd4d35b-b085-4c0f-b86e-ff81d6aac061,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acentrogobius caninus,,Result Product ee79c81b-ba42-48f6-b6af-34957ec757fc,,Result Product Identifier ee79c81b-ba42-48f6-b6af-34957ec757fc,"This Acentrogobius caninus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,ee79c81b-ba42-48f6-b6af-34957ec757fc,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ee79c81b-ba42-48f6-b6af-34957ec757fc,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion rubrocinctus,,Result Product 0caf3d0c-fa4c-4a61-9202-1e61ee415f92,,Result Product Name amphiprion-rubrocinctus,"This Amphiprion rubrocinctus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,amphiprion-rubrocinctus,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-rubrocinctus,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus Blochii Aquamaps Native Raster,,Result Product 91769e40-bab2-4495-ae40-08d20597d9fc,,Result Product Name acanthurus-blochii-aquamaps-native-raster,"This Acanthurus Blochii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,acanthurus-blochii-aquamaps-native-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-blochii-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amphiprion sandaracinos Aquamaps Native 2050 Raster,,Result Product 24dd380b-b4a7-4185-a050-58d6992d3ae7,,Result Product Revision Identifier 36ae7f5f-5c91-4071-9f98-145829d348f3,"This amphiprion sandaracinos Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,36ae7f5f-5c91-4071-9f98-145829d348f3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/36ae7f5f-5c91-4071-9f98-145829d348f3,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,ampelisca bicarinata Aquamaps Native 2050 Raster,,Result Product 09a65366-0cf5-437c-b4aa-ce3cb4ec9987,,Result Product Name ampelisca-bicarinata-aquamaps-native-2050-raster,"This ampelisca bicarinata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,FullLinkEntity,Classification,,ampelisca-bicarinata-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ampelisca-bicarinata-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alabes Dorsalis Aquamaps Native Raster,,Result Product ac959e56-20fc-40aa-ade1-68d6af575c78,,Result Product Identifier ac959e56-20fc-40aa-ade1-68d6af575c78,"This Alabes Dorsalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,ac959e56-20fc-40aa-ade1-68d6af575c78,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ac959e56-20fc-40aa-ade1-68d6af575c78,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres vittiger,,Result Product ef91dcb2-8f9c-4915-bcba-bbd288e13698,,Result Product Name acanthaluteres-vittiger3,"This Acanthaluteres vittiger Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,acanthaluteres-vittiger3,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthaluteres-vittiger3,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amusium Laurenti Aquamaps Native Raster,,Result Product 7f00d62d-96c0-48c5-b5b7-db31b8a6d490,,Result Product Identifier 7f00d62d-96c0-48c5-b5b7-db31b8a6d490,"This Amusium Laurenti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,7f00d62d-96c0-48c5-b5b7-db31b8a6d490,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7f00d62d-96c0-48c5-b5b7-db31b8a6d490,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthochitona fascicularis,,Result Product a1ec0bc3-d586-4320-96dd-656ad5da01c4,,Result Product Name acanthochitona-fascicularis,"This Acanthochitona fascicularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,acanthochitona-fascicularis,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthochitona-fascicularis,,
