is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,abietinella operculata Aquamaps Native 2050 Raster,,Result Product 39a1793a-2796-4dfb-a0c8-da5d548d2360,,Result Product Identifier 39a1793a-2796-4dfb-a0c8-da5d548d2360,"This abietinella operculata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,,Classification,,39a1793a-2796-4dfb-a0c8-da5d548d2360,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/39a1793a-2796-4dfb-a0c8-da5d548d2360,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblyglyphidodon flavilatus,,Result Product cfd090e3-e168-4388-ae1b-1a7d350bd31c,,Result Product Name amblyglyphidodon-flavilatus1,"This Amblyglyphidodon flavilatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,SimpleLinkEntity,,,Measurement,,Classification,,amblyglyphidodon-flavilatus1,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyglyphidodon-flavilatus1,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthurus leucocheilus,,Result Product 4a042a6c-d478-427f-a421-b9ee0141a031,,Result Product Revision Identifier 63359a0f-b817-40b4-a794-9b8f5012dd80,"This Acanthurus leucocheilus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,Measurement,,Classification,,63359a0f-b817-40b4-a794-9b8f5012dd80,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/63359a0f-b817-40b4-a794-9b8f5012dd80,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anas acuta,,Result Product c056624c-c676-494b-b8a4-2ee610bf1a60,,Result Product Identifier c056624c-c676-494b-b8a4-2ee610bf1a60,"This Anas acuta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Product,,Classification,,c056624c-c676-494b-b8a4-2ee610bf1a60,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c056624c-c676-494b-b8a4-2ee610bf1a60,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,amblyraja taaf Aquamaps Native 2050 Raster,,Result Product 4da64648-6cd3-45ed-a766-3aa39a7614a2,,Result Product Name amblyraja-taaf-aquamaps-native-2050-raster,"This amblyraja taaf Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,,Classification,,amblyraja-taaf-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyraja-taaf-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,anaora tentaculata Aquamaps Native 2050 Raster,,Result Product ba0cc7b1-2a5c-4ded-a4dc-8aedcd13441a,,Result Product Revision Identifier a4b14f11-5780-4e77-b236-8c61dff9206d,"This anaora tentaculata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,,Classification,,a4b14f11-5780-4e77-b236-8c61dff9206d,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a4b14f11-5780-4e77-b236-8c61dff9206d,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amphiprion Clarkii Aquamaps Native Raster,,Result Product 90d74c60-9e7f-4fd1-ba85-ecbe8382b686,,Result Product Name amphiprion-clarkii-aquamaps-native-raster,"This Amphiprion Clarkii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,,Classification,,amphiprion-clarkii-aquamaps-native-raster,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-clarkii-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,anchoa ischana Aquamaps Native 2050 Raster,,Result Product 14d90388-c2e6-4da9-b20c-56a34d1d7da4,,Result Product Revision Identifier 0bfbc24c-2d83-4f83-a16c-6ec52f0332f6,"This anchoa ischana Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Medium,,Classification,,0bfbc24c-2d83-4f83-a16c-6ec52f0332f6,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0bfbc24c-2d83-4f83-a16c-6ec52f0332f6,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla reinhardtii,,Result Product c57c9713-83a9-49d4-98a4-f4f87cebd2f7,,Result Product Identifier c57c9713-83a9-49d4-98a4-f4f87cebd2f7,"This Anguilla reinhardtii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,SimpleLinkEntity,,,Measurement,,Classification,,c57c9713-83a9-49d4-98a4-f4f87cebd2f7,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c57c9713-83a9-49d4-98a4-f4f87cebd2f7,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amphiprion perideraion Aquamaps Native 2050 Raster,,Result Product d386d950-e734-4c3d-88b5-cf8391a208ad,,Result Product Identifier d386d950-e734-4c3d-88b5-cf8391a208ad,"This amphiprion perideraion Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,,Classification,,d386d950-e734-4c3d-88b5-cf8391a208ad,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d386d950-e734-4c3d-88b5-cf8391a208ad,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthostracion notacanthus,,Result Product cd580f46-dc25-4555-9c03-03f6cd37ee00,,Result Product Revision Identifier 3240e45a-f917-438d-98ba-7e42be0093bd,"This Acanthostracion notacanthus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,3240e45a-f917-438d-98ba-7e42be0093bd,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3240e45a-f917-438d-98ba-7e42be0093bd,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus Butcheri Aquamaps Native Raster,,Result Product f9605fa6-9334-49de-9364-5152fd969048,,Result Product Revision Identifier ddda9d3c-7f34-49d7-8605-07db84a1c782,"This Acanthopagrus Butcheri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,,Classification,,ddda9d3c-7f34-49d7-8605-07db84a1c782,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ddda9d3c-7f34-49d7-8605-07db84a1c782,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyraja Radiata Aquamaps Native Raster,,Result Product ba86da9e-1a8c-47c3-856c-fd3bdf898824,,Result Product Revision Identifier 119f4076-93a4-4e32-a4a8-1959cb837dd0,"This Amblyraja Radiata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,,Classification,,119f4076-93a4-4e32-a4a8-1959cb837dd0,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/119f4076-93a4-4e32-a4a8-1959cb837dd0,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anchovia clupeoides,,Result Product fa8887e2-57d2-41e6-8660-32489a1b463c,,Result Product Name anchovia-clupeoides,"This Anchovia clupeoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,SimpleLinkEntity,,,Measurement,,Classification,,anchovia-clupeoides,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anchovia-clupeoides,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alabes hoesei,,Result Product ad8bb74e-0816-4849-a318-f44a0b0a9348,,Result Product Identifier ad8bb74e-0816-4849-a318-f44a0b0a9348,"This Alabes hoesei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,SimpleLinkEntity,,,Measurement,,Classification,,ad8bb74e-0816-4849-a318-f44a0b0a9348,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ad8bb74e-0816-4849-a318-f44a0b0a9348,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amblyraja hyperborea,,Result Product d4cf6198-c86d-4479-8327-42ea907c56e1,,Result Product Revision Identifier 34c77fc8-7488-4a9c-ad9a-f4697a0b63d3,"This Amblyraja hyperborea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,34c77fc8-7488-4a9c-ad9a-f4697a0b63d3,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/34c77fc8-7488-4a9c-ad9a-f4697a0b63d3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,alpheus spongiarum Aquamaps Native 2050 Raster,,Result Product 40655eb8-088a-4830-8d4e-487a1ff6ceab,,Result Product Name alpheus-spongiarum-aquamaps-native-2050-raster,"This alpheus spongiarum Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,alpheus-spongiarum-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-spongiarum-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Ancistroteuthis Lichtensteini Aquamaps Native Raster,,Result Product 352d6cfb-e57b-4f58-b607-3e5ed902a085,,Result Product Name ancistroteuthis-lichtensteini-aquamaps-native-raster,"This Ancistroteuthis Lichtensteini Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,ancistroteuthis-lichtensteini-aquamaps-native-raster,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/ancistroteuthis-lichtensteini-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,anampses lineatus Aquamaps Native 2050 Raster,,Result Product 43bac754-45c7-4c56-90b0-c462df443669,,Result Product Name anampses-lineatus-aquamaps-native-2050-raster,"This anampses lineatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,anampses-lineatus-aquamaps-native-2050-raster,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anampses-lineatus-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Achoerodus gouldii,,Result Product aca625f1-b251-4dec-b966-26626b30bb44,,Result Product Identifier aca625f1-b251-4dec-b966-26626b30bb44,"This Achoerodus gouldii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,aca625f1-b251-4dec-b966-26626b30bb44,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/aca625f1-b251-4dec-b966-26626b30bb44,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Abudefduf vaigiensis,,Result Product 8cd96ed4-bc50-4474-b89d-349501ee78f4,,Result Product Identifier 8cd96ed4-bc50-4474-b89d-349501ee78f4,"This Abudefduf vaigiensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,8cd96ed4-bc50-4474-b89d-349501ee78f4,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8cd96ed4-bc50-4474-b89d-349501ee78f4,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abramis brama ABSENCE GENERATION FROM OBIS ID71eb69a754ab48cebefb52a448433fa0,,Result Product 087e8f46-f630-433a-84ca-6b1da4cee68c,,Result Product Revision Identifier ccba265e-5d40-43b0-bb94-239d10553662,"Absence records for Abramis brama An algorithm to estimate absence records 
from survey data in OBIS. Based on the work in Coro, G., Magliozzi, C., 
Berghe, E. V., Bailly, N., Ellenbroek, A., & Pagano, P. (2016). Estimating 
absence locations of marine species from data of scientific surveys in 
OBIS. Ecological Modelling, 323, 61-76.",,,,SimpleLinkEntity,,,,,Classification,,ccba265e-5d40-43b0-bb94-239d10553662,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ccba265e-5d40-43b0-bb94-239d10553662,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,ambassis vachellii Aquamaps Native 2050 Raster,,Result Product c633b2e1-7458-4f34-a544-8bfa1a59d54f,,Result Product Revision Identifier 8056df99-fb62-4ecb-8270-d52c3964f5f8,"This ambassis vachellii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,8056df99-fb62-4ecb-8270-d52c3964f5f8,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/8056df99-fb62-4ecb-8270-d52c3964f5f8,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Agonopsis sterletus,,Result Product 0a4b92c7-0ccb-4957-9f94-592bdc89d160,,Result Product Identifier 0a4b92c7-0ccb-4957-9f94-592bdc89d160,"This Agonopsis sterletus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,0a4b92c7-0ccb-4957-9f94-592bdc89d160,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0a4b92c7-0ccb-4957-9f94-592bdc89d160,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acropora robusta,,Result Product 3ae8ddd2-af10-48b2-950d-8825d7cdfba8,,Result Product Revision Identifier 7904e61d-f344-4b49-aa24-23d79ef33a92,"This Acropora robusta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,,Classification,,7904e61d-f344-4b49-aa24-23d79ef33a92,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/7904e61d-f344-4b49-aa24-23d79ef33a92,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alectis ciliaris,,Result Product 32553804-0e63-4277-b19e-f115150c0df5,,Result Product Revision Identifier 9a7fca76-7488-45bd-9e71-700c136c3d33,"This Alectis ciliaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,9a7fca76-7488-45bd-9e71-700c136c3d33,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/9a7fca76-7488-45bd-9e71-700c136c3d33,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus schlegelii schlegelii,,Result Product 76748d83-c52c-4406-8360-f00f79005044,,Result Product Identifier 76748d83-c52c-4406-8360-f00f79005044,"This Acanthopagrus schlegelii schlegelii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,SimpleLinkEntity,,,,,Classification,,76748d83-c52c-4406-8360-f00f79005044,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/76748d83-c52c-4406-8360-f00f79005044,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta cycloidea,,Result Product 54b9e346-7590-4358-a690-664b04c9a305,,Result Product Name ancylopsetta-cycloidea2,"This Ancylopsetta cycloidea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,ancylopsetta-cycloidea2,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ancylopsetta-cycloidea2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alabes parvula,,Result Product 0377e2c3-ae0e-4434-8cae-ca145b0abe01,,Result Product Identifier 0377e2c3-ae0e-4434-8cae-ca145b0abe01,"This Alabes parvula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,0377e2c3-ae0e-4434-8cae-ca145b0abe01,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0377e2c3-ae0e-4434-8cae-ca145b0abe01,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anodontia ovum,,Result Product c224c136-3595-43f9-930a-c84c4d1e624e,,Result Product Revision Identifier a3d4d84e-9b66-4f8e-bdaa-43b2a473956a,"This Anodontia ovum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,a3d4d84e-9b66-4f8e-bdaa-43b2a473956a,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a3d4d84e-9b66-4f8e-bdaa-43b2a473956a,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthomenia arcuata,,Result Product 20390723-6828-4a07-b7f9-b3666b84eba5,,Result Product Name acanthomenia-arcuata2,"This Acanthomenia arcuata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,acanthomenia-arcuata2,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthomenia-arcuata2,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acropora formosa Aquamaps Native 2050 Raster,,Result Product 83cffff3-8aa6-4ab1-a7ab-4220617d828a,,Result Product Name acropora-formosa-aquamaps-native-2050-raster,"This acropora formosa Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,acropora-formosa-aquamaps-native-2050-raster,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-formosa-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf concolor,,Result Product cc7d0c83-580f-4c06-99d0-b167fa813f2d,,Result Product Identifier cc7d0c83-580f-4c06-99d0-b167fa813f2d,"This Abudefduf concolor Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,cc7d0c83-580f-4c06-99d0-b167fa813f2d,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/cc7d0c83-580f-4c06-99d0-b167fa813f2d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anadara nodifera,,Result Product 2dc19f17-69a1-42bf-ae75-364de7f52883,,Result Product Revision Identifier 84a466be-e2cc-4604-886f-7d31bebb9fa7,"This Anadara nodifera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,SimpleLinkEntity,,,,,Classification,,84a466be-e2cc-4604-886f-7d31bebb9fa7,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/84a466be-e2cc-4604-886f-7d31bebb9fa7,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acentrogobius Viridipunctatus Aquamaps Native Raster,,Result Product 6ff5bc2b-76fc-4f0e-8023-b6a9d319dfdb,,Result Product Name acentrogobius-viridipunctatus-aquamaps-native-raster,"This Acentrogobius Viridipunctatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,acentrogobius-viridipunctatus-aquamaps-native-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acentrogobius-viridipunctatus-aquamaps-native-raster,,
