is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,has_identifier_has_id_value,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amphiprion rubrocinctus Aquamaps Native 2050 Raster,,Result Product 7815cc07-3fb4-410e-94b4-37e7cbf2e79b,amphiprion-rubrocinctus-aquamaps-native-2050-raster,,"This amphiprion rubrocinctus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name amphiprion-rubrocinctus-aquamaps-native-2050-raster,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-rubrocinctus-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblycirrhitus bimacula,,Result Product ee933d66-b58d-4651-a601-9354bd357ea2,amblycirrhitus-bimacula3,,"This Amblycirrhitus bimacula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name amblycirrhitus-bimacula3,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amblycirrhitus-bimacula3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anampses femininus,,Result Product 82dde931-b36d-4921-8462-ad0210289400,anampses-femininus,,"This Anampses femininus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name anampses-femininus,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anampses-femininus,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,ammodytes dubius Aquamaps Native 2050 Raster,,Result Product a36b5e0e-c273-4b88-9770-24cd64e57e7c,a36b5e0e-c273-4b88-9770-24cd64e57e7c,,"This ammodytes dubius Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier a36b5e0e-c273-4b88-9770-24cd64e57e7c,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a36b5e0e-c273-4b88-9770-24cd64e57e7c,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,ammotretis rostratus Aquamaps Native 2050 Raster,,Result Product 617a7be4-3cea-4a18-b02f-17e80d7cfdf2,e717c9ba-dc71-4f8c-8507-431c20888478,,"This ammotretis rostratus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier e717c9ba-dc71-4f8c-8507-431c20888478,SimpleLinkEntity,,,,Medium,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e717c9ba-dc71-4f8c-8507-431c20888478,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aequipecten opercularis,,Result Product 497f6731-32a5-482a-8daf-52720542c599,aequipecten-opercularis3,,"This Aequipecten opercularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name aequipecten-opercularis3,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/aequipecten-opercularis3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblyraja hyperborea,,Result Product 78838092-52d2-4f18-9e70-752089e32586,d3c67f4b-e17b-4d8b-95e9-de36318e3e4b,,"This Amblyraja hyperborea Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier d3c67f4b-e17b-4d8b-95e9-de36318e3e4b,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d3c67f4b-e17b-4d8b-95e9-de36318e3e4b,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anomalocardia squamosa,,Result Product 3487ec05-1eed-46f0-8818-3960ca6cfbee,3487ec05-1eed-46f0-8818-3960ca6cfbee,,"This Anomalocardia squamosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 3487ec05-1eed-46f0-8818-3960ca6cfbee,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3487ec05-1eed-46f0-8818-3960ca6cfbee,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acropora robusta,,Result Product 7d327e2d-b6af-4407-b705-4ca53e612f04,a30e148d-79b0-48b0-bb26-d3c9d54a2061,,"This Acropora robusta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier a30e148d-79b0-48b0-bb26-d3c9d54a2061,SimpleLinkEntity,,,,Medium,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a30e148d-79b0-48b0-bb26-d3c9d54a2061,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amphissa acutecostata,,Result Product 05d8529b-3cf3-4088-a51f-a8962d232fd2,amphissa-acutecostata,,"This Amphissa acutecostata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name amphissa-acutecostata,FullLinkEntity,,,,Medium,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphissa-acutecostata,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Abyssocottus gibbosus,,Result Product 2e32d3a3-50a7-4d33-b438-5735bb507043,abyssocottus-gibbosus,,"This Abyssocottus gibbosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name abyssocottus-gibbosus,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abyssocottus-gibbosus,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,actinopyga miliaris Aquamaps Native 2050 Raster,,Result Product ef21d226-4926-49a8-8413-abebee6a9790,actinopyga-miliaris-aquamaps-native-2050-raster,,"This actinopyga miliaris Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name actinopyga-miliaris-aquamaps-native-2050-raster,SimpleLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/actinopyga-miliaris-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,alepocephalus rostratus Aquamaps Native 2050 Raster,,Result Product 72e6c42f-38dc-4636-9ac6-7e502c80c230,1d156238-243d-4a1f-a6ec-d42d13c98a10,,"This alepocephalus rostratus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 1d156238-243d-4a1f-a6ec-d42d13c98a10,SimpleLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1d156238-243d-4a1f-a6ec-d42d13c98a10,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Ambassis ambassis,,Result Product 41181f3c-ebd4-4e69-9199-746b2a2f0e0d,1954f9fc-7a64-4ce6-a4de-347517015821,,"This Ambassis ambassis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 1954f9fc-7a64-4ce6-a4de-347517015821,SimpleLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1954f9fc-7a64-4ce6-a4de-347517015821,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias Allardicei Aquamaps Native Raster,,Result Product 64a867c0-0591-4b01-bc1b-9f62dd7d2aec,anarchias-allardicei-aquamaps-native-raster,,"This Anarchias Allardicei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name anarchias-allardicei-aquamaps-native-raster,SimpleLinkEntity,,,,Medium,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anarchias-allardicei-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Parilis Aquamaps Native Raster,,Result Product 8f65970a-a604-4585-bf05-a86e55b9f51d,ff83273b-9594-4eb6-aa45-94f1f85966b5,,"This Acropora Parilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier ff83273b-9594-4eb6-aa45-94f1f85966b5,SimpleLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ff83273b-9594-4eb6-aa45-94f1f85966b5,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alosa mediocris,,Result Product eb3ef570-7b8e-47e3-9243-8946c028b596,1c134887-57de-4133-a7bf-c47085ccef6d,,"This Alosa mediocris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 1c134887-57de-4133-a7bf-c47085ccef6d,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/1c134887-57de-4133-a7bf-c47085ccef6d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris aurora,,Result Product f8a10598-db5e-405b-a4af-598598ea6931,amblyeleotris-aurora,,"This Amblyeleotris aurora Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name amblyeleotris-aurora,SimpleLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amblyeleotris-aurora,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Allocyttus Folletti Aquamaps Native Raster,,Result Product 0cfc6ff6-6668-487f-9f11-11e445c6cce3,allocyttus-folletti-aquamaps-native-raster,,"This Allocyttus Folletti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name allocyttus-folletti-aquamaps-native-raster,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/allocyttus-folletti-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alectryonella Plicatula Aquamaps Native Raster,,Result Product 51d2e838-f459-4f10-b507-0821b5c6cb29,71b9e4aa-844e-4063-af92-391f35016819,,"This Alectryonella Plicatula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 71b9e4aa-844e-4063-af92-391f35016819,FullLinkEntity,,,,Measurement,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/71b9e4aa-844e-4063-af92-391f35016819,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthocardia paucicostata,,Result Product 5a9b7d17-d254-4081-911e-5e2187ac03e4,d0cb937b-c05d-4dbd-9b7e-23c86c00f7f8,,"This Acanthocardia paucicostata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier d0cb937b-c05d-4dbd-9b7e-23c86c00f7f8,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d0cb937b-c05d-4dbd-9b7e-23c86c00f7f8,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus leucocheilus,,Result Product 854f0dad-fb5b-4403-9c97-62ecc72ea590,854f0dad-fb5b-4403-9c97-62ecc72ea590,,"This Acanthurus leucocheilus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 854f0dad-fb5b-4403-9c97-62ecc72ea590,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/854f0dad-fb5b-4403-9c97-62ecc72ea590,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,47.D.0 SEAFO Division of FAO Major Area 47,,Result Product 9701ceeb-9d8a-46d9-b1e3-e56ffa4480f5,9701ceeb-9d8a-46d9-b1e3-e56ffa4480f5,,The FAO major fishing areas for statistical purpose are defined by the CWP handbook of fishery statistical standards available at http://www.fao.org/fishery/cwp/handbook/h/en,,,Result Product Identifier 9701ceeb-9d8a-46d9-b1e3-e56ffa4480f5,FullLinkEntity,,,,,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9701ceeb-9d8a-46d9-b1e3-e56ffa4480f5,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus sohal,,Result Product b61a6af4-92b3-44f5-ba1b-6dca0034f6f3,d47c3dbd-5a8c-4e9b-9f3f-e3d99f24ef9e,,"This Acanthurus sohal Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier d47c3dbd-5a8c-4e9b-9f3f-e3d99f24ef9e,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d47c3dbd-5a8c-4e9b-9f3f-e3d99f24ef9e,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Ambassis gymnocephalus,,Result Product 84eb8ec4-684b-443a-8f13-91d14f631e43,ambassis-gymnocephalus,,"This Ambassis gymnocephalus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name ambassis-gymnocephalus,FullLinkEntity,,,,,,Classification,,,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-gymnocephalus,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf lorenzi,,Result Product 5d17b101-121c-4140-8bb6-ed8fc584c918,47636e44-7906-4338-b807-a965a3a9057a,,"This Abudefduf lorenzi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 47636e44-7906-4338-b807-a965a3a9057a,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/47636e44-7906-4338-b807-a965a3a9057a,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Allocyttus folletti,,Result Product 19ed72e9-2dbd-4f9b-af4a-973bc458c8d3,19ed72e9-2dbd-4f9b-af4a-973bc458c8d3,,"This Allocyttus folletti Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier 19ed72e9-2dbd-4f9b-af4a-973bc458c8d3,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/19ed72e9-2dbd-4f9b-af4a-973bc458c8d3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,anarhichas orientalis Aquamaps Native 2050 Raster,,Result Product 726265f9-5083-46ad-9ac4-d9262d6dcf9e,726265f9-5083-46ad-9ac4-d9262d6dcf9e,,"This anarhichas orientalis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 726265f9-5083-46ad-9ac4-d9262d6dcf9e,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/726265f9-5083-46ad-9ac4-d9262d6dcf9e,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alcedo Atthis Aquamaps Native Raster,,Result Product 188fe53d-746e-422d-b199-d99808679b03,4da1c593-b904-441a-a899-0ba53b3bb28f,,"This Alcedo Atthis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 4da1c593-b904-441a-a899-0ba53b3bb28f,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4da1c593-b904-441a-a899-0ba53b3bb28f,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ambophthalmos angustus,,Result Product 5eb6ce8f-f60d-4b31-8010-f70228d06c9c,5eb6ce8f-f60d-4b31-8010-f70228d06c9c,,"This Ambophthalmos angustus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 5eb6ce8f-f60d-4b31-8010-f70228d06c9c,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5eb6ce8f-f60d-4b31-8010-f70228d06c9c,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Agaricia Tenuifolia Aquamaps Native Raster,,Result Product b4343ffd-c4a1-4f9a-a549-81f41b121593,06b88cec-288d-4a39-a82e-7469dfcde76c,,"This Agaricia Tenuifolia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 06b88cec-288d-4a39-a82e-7469dfcde76c,SimpleLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/06b88cec-288d-4a39-a82e-7469dfcde76c,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acropora Hyacinthus Aquamaps Native Raster,,Result Product 6de46030-8b8c-45f5-8069-172b77ce4dfc,acropora-hyacinthus-aquamaps-native-raster,,"This Acropora Hyacinthus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name acropora-hyacinthus-aquamaps-native-raster,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acropora-hyacinthus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anampses melanurus,,Result Product 99bc60dd-19b9-4aeb-81d8-fab2b2b5e880,d2b24069-947d-4a2a-81ff-f0d9701daffc,,"This Anampses melanurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier d2b24069-947d-4a2a-81ff-f0d9701daffc,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d2b24069-947d-4a2a-81ff-f0d9701daffc,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius decussatus,,Result Product 7ffab8cc-8ee4-4698-a906-21b9afd4c02f,7ffab8cc-8ee4-4698-a906-21b9afd4c02f,,"This Amblygobius decussatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 7ffab8cc-8ee4-4698-a906-21b9afd4c02f,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7ffab8cc-8ee4-4698-a906-21b9afd4c02f,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris fasciata,,Result Product a4e78ae7-992b-4e1b-ba8c-245d9152076c,amblyeleotris-fasciata,,"This Amblyeleotris fasciata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name amblyeleotris-fasciata,FullLinkEntity,,,,,,Classification,,,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/amblyeleotris-fasciata,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthocardia aculeata,,Result Product 45bcf2f6-72ea-4e48-a5c4-6513b10086c8,acanthocardia-aculeata,,"This Acanthocardia aculeata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name acanthocardia-aculeata,FullLinkEntity,,,,,,Classification,,,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthocardia-aculeata,,
