is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acropoma hanedai,,Result Product b9277aee-2e0c-435c-b381-c8a9cc8fd153,,,"This Acropoma hanedai Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 342b581d-25da-4788-8195-e1e38bb9f104,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,342b581d-25da-4788-8195-e1e38bb9f104,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/342b581d-25da-4788-8195-e1e38bb9f104,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aipysurus Laevis Aquamaps Native Raster,,Result Product d1256cad-b487-472e-89ca-3364bcff0f03,,,"This Aipysurus Laevis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier d1256cad-b487-472e-89ca-3364bcff0f03,FullLinkEntity,,,Medium,FullLinkEntity,Classification,,d1256cad-b487-472e-89ca-3364bcff0f03,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d1256cad-b487-472e-89ca-3364bcff0f03,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Allogalathea elegans,,Result Product 3e052157-759a-4b0a-b932-a9e1dc072271,,,"This Allogalathea elegans Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 2192edaa-7f31-436a-90de-cf6916aad285,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,2192edaa-7f31-436a-90de-cf6916aad285,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2192edaa-7f31-436a-90de-cf6916aad285,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acipenser oxyrinchus oxyrinchus,,Result Product 3fe3b3fc-4ad3-4fa8-87e5-b1ef9848e624,,,"This Acipenser oxyrinchus oxyrinchus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier a71dd30c-082e-45b1-95e5-8dd04c40be1f,FullLinkEntity,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,a71dd30c-082e-45b1-95e5-8dd04c40be1f,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a71dd30c-082e-45b1-95e5-8dd04c40be1f,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Amoya moloanus,,Result Product a9b716b1-62d1-4f10-a3a9-5391dac1738e,,,"This Amoya moloanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 23e86d0e-1128-42eb-95be-25b433b7eeb9,SimpleLinkEntity,,,Medium,FullLinkEntity,Classification,,23e86d0e-1128-42eb-95be-25b433b7eeb9,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/23e86d0e-1128-42eb-95be-25b433b7eeb9,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthastrea hemprichii,,Result Product c050ca42-1d34-46d2-b5cc-1e02ee06553f,,,"This Acanthastrea hemprichii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier 476e8912-08ca-456b-89a6-841f9f9a092c,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,476e8912-08ca-456b-89a6-841f9f9a092c,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/476e8912-08ca-456b-89a6-841f9f9a092c,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alpheus floridanus,,Result Product fa7da69e-c3e9-4420-9a26-89ccafebb13b,,,"This Alpheus floridanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier fa7da69e-c3e9-4420-9a26-89ccafebb13b,SimpleLinkEntity,,,Measurement,FullLinkEntity,Classification,,fa7da69e-c3e9-4420-9a26-89ccafebb13b,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fa7da69e-c3e9-4420-9a26-89ccafebb13b,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anisotremus scapularis,,Result Product 6397b55e-d00b-45b3-816c-03810de3df2e,,,"This Anisotremus scapularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 6d67ec83-b126-44c5-b60e-dc511c9d1e28,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,6d67ec83-b126-44c5-b60e-dc511c9d1e28,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6d67ec83-b126-44c5-b60e-dc511c9d1e28,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,achoerodus gouldii Aquamaps Native 2050 Raster,,Result Product 49749074-7ecd-4590-9286-a63d1495dc17,,,"This achoerodus gouldii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 85f3d8d3-3bac-4bbd-ba75-e24df63694d4,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,85f3d8d3-3bac-4bbd-ba75-e24df63694d4,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/85f3d8d3-3bac-4bbd-ba75-e24df63694d4,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alticorpus geoffreyi,,Result Product c881dedf-5bf9-47e5-94e6-05ceaae7db45,,,"This Alticorpus geoffreyi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater suitable dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier c881dedf-5bf9-47e5-94e6-05ceaae7db45,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,c881dedf-5bf9-47e5-94e6-05ceaae7db45,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c881dedf-5bf9-47e5-94e6-05ceaae7db45,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,acropora cerealis Aquamaps Native 2050 Raster,,Result Product 0b739e5f-f4ed-4066-b736-0579ce1b8adf,,,"This acropora cerealis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name acropora-cerealis-aquamaps-native-2050-raster,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acropora-cerealis-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-cerealis-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alvania cancellata,,Result Product daf4aa56-51e1-4680-be1a-d100b0351cec,,,"This Alvania cancellata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name alvania-cancellata2,SimpleLinkEntity,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,alvania-cancellata2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/alvania-cancellata2,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Accalathura Crenulata Aquamaps Native Raster,,Result Product 65d40073-6576-49d4-acec-4be0f38f137d,,,"This Accalathura Crenulata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier a7379c0e-9f16-4554-9b88-56e8c3888344,SimpleLinkEntity,,,Medium,FullLinkEntity,Classification,,a7379c0e-9f16-4554-9b88-56e8c3888344,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a7379c0e-9f16-4554-9b88-56e8c3888344,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion ocellaris,,Result Product 6dfec810-4ba1-4021-8c12-072b5cf016dc,,,"This Amphiprion ocellaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 28099003-43c4-410a-b3c4-9dbd9e1684ab,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,28099003-43c4-410a-b3c4-9dbd9e1684ab,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/28099003-43c4-410a-b3c4-9dbd9e1684ab,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anas penelope,,Result Product e8af3f41-e4d5-489a-aba4-39b01f3f4ae1,,,"This Anas penelope Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater suitable dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name anas-penelope1,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,anas-penelope1,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anas-penelope1,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anomalops Katoptron Aquamaps Native Raster,,Result Product 3ee0e833-00b4-4a61-a6b5-7e07d34b531b,,,"This Anomalops Katoptron Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name anomalops-katoptron-aquamaps-native-raster,SimpleLinkEntity,,,,FullLinkEntity,Classification,,anomalops-katoptron-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anomalops-katoptron-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alectrias alectrolophus,,Result Product e651f31d-af6d-41bb-bcdd-2d161b73bc2a,,,"This Alectrias alectrolophus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 3ba776d7-c96a-4b74-b91e-9fd17b07966f,SimpleLinkEntity,,,,FullLinkEntity,Classification,,3ba776d7-c96a-4b74-b91e-9fd17b07966f,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3ba776d7-c96a-4b74-b91e-9fd17b07966f,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alpheus gracilipes,,Result Product e81f2ad7-82c1-4b2c-94c0-25bd47fbdd99,,,"This Alpheus gracilipes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name alpheus-gracilipes3,FullLinkEntity,,,,FullLinkEntity,Classification,,alpheus-gracilipes3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-gracilipes3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf bengalensis,,Result Product 65061c27-d0c7-4d14-bb8d-99136de765dd,,,"This Abudefduf bengalensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 65061c27-d0c7-4d14-bb8d-99136de765dd,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,65061c27-d0c7-4d14-bb8d-99136de765dd,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/65061c27-d0c7-4d14-bb8d-99136de765dd,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius buanensis,,Result Product 676cc191-1391-426b-8a0a-5b52f965aacb,,,"This Amblygobius buanensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 74228626-0cda-41bf-b520-13be84bb6675,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,74228626-0cda-41bf-b520-13be84bb6675,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/74228626-0cda-41bf-b520-13be84bb6675,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Americhelidium americanum,,Result Product a3dfd06f-3566-45e4-a096-ae3b143dbb59,,,"This Americhelidium americanum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier a3dfd06f-3566-45e4-a096-ae3b143dbb59,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,a3dfd06f-3566-45e4-a096-ae3b143dbb59,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a3dfd06f-3566-45e4-a096-ae3b143dbb59,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,acanthurus xanthopterus Aquamaps Native 2050 Raster,,Result Product 1cda82df-a825-4e1e-8b44-2a59f1cc4ab7,,,"This acanthurus xanthopterus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 1cda82df-a825-4e1e-8b44-2a59f1cc4ab7,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,1cda82df-a825-4e1e-8b44-2a59f1cc4ab7,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1cda82df-a825-4e1e-8b44-2a59f1cc4ab7,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alabes Parvula Aquamaps Native Raster,,Result Product 1e82bfd2-45b7-4ca5-99e7-a579d41c8ea1,,,"This Alabes Parvula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 1e82bfd2-45b7-4ca5-99e7-a579d41c8ea1,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,1e82bfd2-45b7-4ca5-99e7-a579d41c8ea1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1e82bfd2-45b7-4ca5-99e7-a579d41c8ea1,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alieia Virtual Research Environment,,Result Product 8615e7f1-36f4-4747-a912-fdb036d2bb38,,,"Alieia VRE supports the performance evaluation, benchmarking and decision making process of Alieia, a Greek aquafarming company, to improve its profitability and minimise environmental impacts. The VRE enables Alieia aquafarmers to:
- evaluate and optimise their performance in terms of production Key Performance Indicators (KPIs);
- carry out benchmarking analysis comparing their performance against best practices and the competition;
perform a techno economic investment analysis.",,,Result Product Identifier 8615e7f1-36f4-4747-a912-fdb036d2bb38,SimpleLinkEntity,,,,FullLinkEntity,Classification,,8615e7f1-36f4-4747-a912-fdb036d2bb38,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8615e7f1-36f4-4747-a912-fdb036d2bb38,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Achelia assimilis,,Result Product e735c0b6-35ba-4d09-aeb9-fb96d309def1,,,"This Achelia assimilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Revision Identifier b216e1b0-2f6d-4ef1-a31c-2e7dd6012d15,FullLinkEntity,,,,FullLinkEntity,Classification,,b216e1b0-2f6d-4ef1-a31c-2e7dd6012d15,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b216e1b0-2f6d-4ef1-a31c-2e7dd6012d15,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Adelosebastes latens,,Result Product 2e27a6b9-48fc-432f-a23c-f343b412aca6,,,"This Adelosebastes latens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name adelosebastes-latens2,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,adelosebastes-latens2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/adelosebastes-latens2,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anarchias cantonensis,,Result Product 83bb47ee-c6db-4dab-85d6-ace7bf172642,,,"This Anarchias cantonensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name anarchias-cantonensis3,FullLinkEntity,,,,FullLinkEntity,Classification,,anarchias-cantonensis3,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anarchias-cantonensis3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthonus armatus,,Result Product 25afb755-4cce-4e78-be00-f0295069c46d,,,"This Acanthonus armatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name acanthonus-armatus,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,acanthonus-armatus,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthonus-armatus,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,abudefduf abdominalis Aquamaps Native 2050 Raster,,Result Product 30a09d1e-5339-4007-8ad7-58f442afd366,,,"This abudefduf abdominalis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 30a09d1e-5339-4007-8ad7-58f442afd366,FullLinkEntity,,,,FullLinkEntity,Classification,,30a09d1e-5339-4007-8ad7-58f442afd366,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/30a09d1e-5339-4007-8ad7-58f442afd366,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias allardicei,,Result Product 815846ad-2892-4329-9838-3b1c6701bc71,,,"This Anarchias allardicei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name anarchias-allardicei,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,anarchias-allardicei,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anarchias-allardicei,,
2017-11-25T22:27:45.662699,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthephyra Eximia Aquamaps Native Raster,,Result Product c52c52b9-9f61-45b4-b5ee-32d36a74f7fd,,,"This Acanthephyra Eximia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier c52c52b9-9f61-45b4-b5ee-32d36a74f7fd,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,c52c52b9-9f61-45b4-b5ee-32d36a74f7fd,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c52c52b9-9f61-45b4-b5ee-32d36a74f7fd,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Achirus achirus,,Result Product c413578d-0080-4cda-b368-406cc5e5ffbe,,,"This Achirus achirus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier c413578d-0080-4cda-b368-406cc5e5ffbe,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,c413578d-0080-4cda-b368-406cc5e5ffbe,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c413578d-0080-4cda-b368-406cc5e5ffbe,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres Spilomelanurus Aquamaps Native Raster,,Result Product 20b25f9b-2800-48e4-a41d-4a73d8d574ca,,,"This Acanthaluteres Spilomelanurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 6f9ce7f7-ccf9-4567-b81e-c306c4c3f45a,FullLinkEntity,,,,FullLinkEntity,Classification,,6f9ce7f7-ccf9-4567-b81e-c306c4c3f45a,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6f9ce7f7-ccf9-4567-b81e-c306c4c3f45a,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aceroides Latipes Aquamaps Native Raster,,Result Product 7ee4f8f8-9880-43b5-9ffa-550a84c78041,,,"This Aceroides Latipes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier c6133664-27e8-4dcd-aa2c-56d5a8586700,SimpleLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,c6133664-27e8-4dcd-aa2c-56d5a8586700,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c6133664-27e8-4dcd-aa2c-56d5a8586700,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amaryllis dianae,,Result Product 8bbbb650-0a3e-4d29-8257-b959d5e424c9,,,"This Amaryllis dianae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Identifier 8bbbb650-0a3e-4d29-8257-b959d5e424c9,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,8bbbb650-0a3e-4d29-8257-b959d5e424c9,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8bbbb650-0a3e-4d29-8257-b959d5e424c9,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis vachellii,,Result Product 357d6deb-7d37-4064-a2d5-d5528e00e37d,,,"This Ambassis vachellii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name ambassis-vachellii3,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,ambassis-vachellii3,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/ambassis-vachellii3,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthastrea echinata,,Result Product f6fe5363-96d0-4c29-bc5a-e54e77b8a4c6,,,"This Acanthastrea echinata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name acanthastrea-echinata1,FullLinkEntity,,,,FullLinkEntity,Classification,,acanthastrea-echinata1,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthastrea-echinata1,,
