is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus Triangularis Aquamaps Native Raster,,Result Product af7e7417-54ab-4a97-a908-54332eab38dd,,Result Product Name alepocephalus-triangularis-aquamaps-native-raster,"This Alepocephalus Triangularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,alepocephalus-triangularis-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-triangularis-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus monroviae,,Result Product 8df7872e-9792-4da6-b67d-6bf5461d36db,,Result Product Identifier 8df7872e-9792-4da6-b67d-6bf5461d36db,"This Acanthurus monroviae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,8df7872e-9792-4da6-b67d-6bf5461d36db,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8df7872e-9792-4da6-b67d-6bf5461d36db,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,agaricia humilis Aquamaps Native 2050 Raster,,Result Product bd81964e-44af-4ce9-891a-dc19ce85369a,,Result Product Name agaricia-humilis-aquamaps-native-2050-raster,"This agaricia humilis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,FullLinkEntity,Classification,,agaricia-humilis-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-humilis-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amundsen Sea (Subarea 88.3 of FAO Major Area 88),,Result Product 85d0ad0b-b8a7-467a-89d7-271405f74297,,Result Product Identifier 85d0ad0b-b8a7-467a-89d7-271405f74297,The FAO major fishing areas for statistical purpose are defined by the CWP handbook of fishery statistical standards available at http://www.fao.org/fishery/cwp/handbook/h/en,,,,,,,Measurement,FullLinkEntity,Classification,,85d0ad0b-b8a7-467a-89d7-271405f74297,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/85d0ad0b-b8a7-467a-89d7-271405f74297,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphichthys cryptocentrus,,Result Product 8a24c658-610f-4a4b-bae0-1ad00b1e76fb,,Result Product Identifier 8a24c658-610f-4a4b-bae0-1ad00b1e76fb,"This Amphichthys cryptocentrus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Product,LinkEntityWithProvisionOrderIPR,Classification,,8a24c658-610f-4a4b-bae0-1ad00b1e76fb,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8a24c658-610f-4a4b-bae0-1ad00b1e76fb,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa argentivittata,,Result Product f44c5e14-34ec-41f7-9433-1e6d5f20d6b8,,Result Product Revision Identifier 58ef799d-f021-4937-913d-2c8e0eba6b1e,"This Anchoa argentivittata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,58ef799d-f021-4937-913d-2c8e0eba6b1e,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/58ef799d-f021-4937-913d-2c8e0eba6b1e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthaluteres spilomelanurus,,Result Product 2164ef75-d81b-4ab5-ab3b-7c8d962cd470,,Result Product Identifier 2164ef75-d81b-4ab5-ab3b-7c8d962cd470,"This Acanthaluteres spilomelanurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,2164ef75-d81b-4ab5-ab3b-7c8d962cd470,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2164ef75-d81b-4ab5-ab3b-7c8d962cd470,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus lineatus,,Result Product eae76357-4262-4ada-b965-ef38ab0659f5,,Result Product Identifier eae76357-4262-4ada-b965-ef38ab0659f5,"This Acanthurus lineatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,eae76357-4262-4ada-b965-ef38ab0659f5,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/eae76357-4262-4ada-b965-ef38ab0659f5,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Andamia Tetradactylus Aquamaps Native Raster,,Result Product ca502bc6-408a-444a-9227-e8b7b1ea59ad,,Result Product Name andamia-tetradactylus-aquamaps-native-raster,"This Andamia Tetradactylus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Product,LinkEntityWithProvisionOrderIPR,Classification,,andamia-tetradactylus-aquamaps-native-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/andamia-tetradactylus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acrosterigma transcendens,,Result Product 7d1508e8-e84e-4b84-92c4-629833e1de23,,Result Product Identifier 7d1508e8-e84e-4b84-92c4-629833e1de23,"This Acrosterigma transcendens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Medium,FullLinkEntity,Classification,,7d1508e8-e84e-4b84-92c4-629833e1de23,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7d1508e8-e84e-4b84-92c4-629833e1de23,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alpheus nonalter Aquamaps Native 2050 Raster,,Result Product 90c0bea2-87fa-4736-bd9d-584652990071,,Result Product Name alpheus-nonalter-aquamaps-native-2050-raster,"This alpheus nonalter Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,alpheus-nonalter-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-nonalter-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anarchias seychellensis,,Result Product dfead011-c86e-476f-8fbd-18b6c16f8bdd,,Result Product Identifier dfead011-c86e-476f-8fbd-18b6c16f8bdd,"This Anarchias seychellensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,dfead011-c86e-476f-8fbd-18b6c16f8bdd,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/dfead011-c86e-476f-8fbd-18b6c16f8bdd,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anguilla reinhardtii Aquamaps Native 2050 Raster,,Result Product 93b51548-3504-4ca4-b12e-b042605341d4,,Result Product Revision Identifier 9113b2c3-4caa-4917-94b5-2c971479a6e6,"This anguilla reinhardtii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,9113b2c3-4caa-4917-94b5-2c971479a6e6,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/9113b2c3-4caa-4917-94b5-2c971479a6e6,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa argentivittata,,Result Product fee26e40-4cea-4eec-8862-a699b0652257,,Result Product Identifier fee26e40-4cea-4eec-8862-a699b0652257,"This Anchoa argentivittata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,fee26e40-4cea-4eec-8862-a699b0652257,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fee26e40-4cea-4eec-8862-a699b0652257,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ammotretis lituratus,,Result Product 1a13e3f4-f030-4519-a997-6cb2203451cc,,Result Product Revision Identifier 2179ad81-c913-45c1-be7c-54da252bff9b,"This Ammotretis lituratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,FullLinkEntity,Classification,,2179ad81-c913-45c1-be7c-54da252bff9b,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2179ad81-c913-45c1-be7c-54da252bff9b,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthurus sohal,,Result Product 556d06c9-364e-4170-90b4-b6fa2f999237,,Result Product Identifier 556d06c9-364e-4170-90b4-b6fa2f999237,"This Acanthurus sohal Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,556d06c9-364e-4170-90b4-b6fa2f999237,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/556d06c9-364e-4170-90b4-b6fa2f999237,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,adelosebastes latens Aquamaps Native 2050 Raster,,Result Product 47ed19e9-8fd5-4bff-85b5-1ef3ccb1bec0,,Result Product Revision Identifier 24f4b62f-03d3-447e-b3bc-8a4bbca47d4d,"This adelosebastes latens Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,24f4b62f-03d3-447e-b3bc-8a4bbca47d4d,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/24f4b62f-03d3-447e-b3bc-8a4bbca47d4d,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acrocephalus scirpaceus,,Result Product ffbda3da-69aa-452a-a74d-a88642ec4486,,Result Product Name acrocephalus-scirpaceus1,"This Acrocephalus scirpaceus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,acrocephalus-scirpaceus1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acrocephalus-scirpaceus1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acentronura dendritica Aquamaps Native 2050 Raster,,Result Product 2bb51c17-316b-45ac-91ad-52a4f43e40e8,,Result Product Identifier 2bb51c17-316b-45ac-91ad-52a4f43e40e8,"This acentronura dendritica Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,2bb51c17-316b-45ac-91ad-52a4f43e40e8,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2bb51c17-316b-45ac-91ad-52a4f43e40e8,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa starksi,,Result Product 1edb3b6d-294d-4cae-a039-b3b84ce3ca52,,Result Product Identifier 1edb3b6d-294d-4cae-a039-b3b84ce3ca52,"This Anchoa starksi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,1edb3b6d-294d-4cae-a039-b3b84ce3ca52,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1edb3b6d-294d-4cae-a039-b3b84ce3ca52,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion sebae,,Result Product b3f8b1a1-3360-477f-a480-efd78be70de7,,Result Product Identifier b3f8b1a1-3360-477f-a480-efd78be70de7,"This Amphiprion sebae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,b3f8b1a1-3360-477f-a480-efd78be70de7,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b3f8b1a1-3360-477f-a480-efd78be70de7,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthochaenus luetkenii,,Result Product 5ded2d4a-dede-42aa-bd69-fcfa961ebcd1,,Result Product Name acanthochaenus-luetkenii3,"This Acanthochaenus luetkenii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,acanthochaenus-luetkenii3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthochaenus-luetkenii3,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amoya Gracilis Aquamaps Native Raster,,Result Product 4f7905e7-67c1-4777-b6bc-9afea1cf482f,,Result Product Revision Identifier c6ee9ee6-6fa2-46a2-bcda-946b6f1abdf2,"This Amoya Gracilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,c6ee9ee6-6fa2-46a2-bcda-946b6f1abdf2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/c6ee9ee6-6fa2-46a2-bcda-946b6f1abdf2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,47.B.0 SEAFO Division of FAO Major Area 47,,Result Product b64dbed3-31f5-430a-a9c8-9716ccc8c1e7,,Result Product Name 47-b-0-seafo-division-of-fao-major-area-47,The FAO major fishing areas for statistical purpose are defined by the CWP handbook of fishery statistical standards available at http://www.fao.org/fishery/cwp/handbook/h/en,,,,,,,,FullLinkEntity,Classification,,47-b-0-seafo-division-of-fao-major-area-47,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/47-b-0-seafo-division-of-fao-major-area-47,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anarchias allardicei,,Result Product d68c9362-79b5-47c6-8451-8828f2ba9934,,Result Product Name anarchias-allardicei3,"This Anarchias allardicei Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,anarchias-allardicei3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anarchias-allardicei3,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria Castroi Aquamaps Native Raster,,Result Product 6e791033-32ea-4b41-91e1-75fbbcb3b274,,Result Product Revision Identifier dc5a4de1-e61b-430e-888e-5cc4a39069b2,"This Acanthemblemaria Castroi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,FullLinkEntity,Classification,,dc5a4de1-e61b-430e-888e-5cc4a39069b2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/dc5a4de1-e61b-430e-888e-5cc4a39069b2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla Anguilla Aquamaps Native Raster,,Result Product d1164fa9-7f8c-489c-8806-97a9a5a8c2bb,,Result Product Identifier d1164fa9-7f8c-489c-8806-97a9a5a8c2bb,"This Anguilla Anguilla Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,d1164fa9-7f8c-489c-8806-97a9a5a8c2bb,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d1164fa9-7f8c-489c-8806-97a9a5a8c2bb,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Annual catch of Southern Bluefin Tuna in the Southern hemisphere oceans (1952-2015) (CCSBT level 0),,Result Product 4ea90c55-7046-4e91-baf7-df3e3ba90e2d,,Result Product Revision Identifier f1c9847b-0dd5-4f17-870b-8d570a3c0765,"This dataset lists catch of Southern Bluefin Tuna (SBT) from the Commission for the Conservation of Southern Bluefin Tuna (CCSBT) from 1952 to 2015. Catches are stratified by year and fishing gear. It corresponds to the CCSBT nominal catch (task1) dataset.


This dataset was downloaded on the CCSBT website. It was then restructured to be in line with the Sardara database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below (caracteristics, specific issues and problems that need to be taken into account) is extracted from the CCSBT web page where the dataset has been downloaded.


Caracteristics, specific issues and problems that need to be taken into account :

Estimates of the global SBT catch will be updated on an annual basis within two months of the CCSBT annual meeting in October of each year. Note: reviews of SBT data in 2006 indicated that southern bluefin tuna catches may have been substantially under-reported over the previous 10-20 years and the data presented here do not yet include estimates for this unreported catch.

It should be noted that the data for individual Flag States and fishing entities shown here may differ to data that those Flag States and fishing entities have provided separately to other organisations. This is in part due to the data manipulations conducted by the CCSBT in producing this dataset (a variety of data sources were used, requiring a range of correction and raising techniques) and in part due to differences in the data provided by individual Flag States and fishing entities to the CCSBT and to other organisations. In particular, the post 1994 SBT data provided by Japan to the CCSBT differs from the post 1994 SBT data that Japan provides to other regional fishery management organisations. The data that Japan provides to CCSBT takes advantage of a Real Time Monitoring Program for SBT to collect daily catch and effort reports from SBT targeting fishing vessels and this is considered to minimise the time lag in availability of the Japanese SBT log book data.",,,,,,,,FullLinkEntity,Classification,,f1c9847b-0dd5-4f17-870b-8d570a3c0765,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f1c9847b-0dd5-4f17-870b-8d570a3c0765,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ambassis productus,,Result Product a61f6293-98ed-4304-bbb0-37fbb1f7a77e,,Result Product Identifier a61f6293-98ed-4304-bbb0-37fbb1f7a77e,"This Ambassis productus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,FullLinkEntity,Classification,,a61f6293-98ed-4304-bbb0-37fbb1f7a77e,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a61f6293-98ed-4304-bbb0-37fbb1f7a77e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Aetea anguina,,Result Product 7c60eaba-6071-4680-9363-7ad3dfda7180,,Result Product Revision Identifier 22bd9d16-24fc-46d9-a527-843abf936b42,"This Aetea anguina Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,FullLinkEntity,Classification,,22bd9d16-24fc-46d9-a527-843abf936b42,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/22bd9d16-24fc-46d9-a527-843abf936b42,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abramis Brama Aquamaps Native Raster,,Result Product 2d7d20ae-d722-4171-80dc-239d32d153bf,,Result Product Name abramis-brama-aquamaps-native-raster,"This Abramis Brama Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,abramis-brama-aquamaps-native-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/abramis-brama-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alabes hoesei Aquamaps Native 2050 Raster,,Result Product 9ecb3a49-0a8e-4003-ad8d-008cd03fde7a,,Result Product Identifier 9ecb3a49-0a8e-4003-ad8d-008cd03fde7a,"This alabes hoesei Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,9ecb3a49-0a8e-4003-ad8d-008cd03fde7a,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9ecb3a49-0a8e-4003-ad8d-008cd03fde7a,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,acanthohaustorius shoemakeri Aquamaps Native 2050 Raster,,Result Product c6a055bd-1144-4bf2-91a0-73c5a026a062,,Result Product Revision Identifier d1a032ac-ae9f-42f9-b654-6cf644ceaa92,"This acanthohaustorius shoemakeri Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,d1a032ac-ae9f-42f9-b654-6cf644ceaa92,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d1a032ac-ae9f-42f9-b654-6cf644ceaa92,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abyssascidia millari,,Result Product 49b16410-87a8-4c9e-85a6-d133ad853c59,,Result Product Name abyssascidia-millari2,"This Abyssascidia millari Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,abyssascidia-millari2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abyssascidia-millari2,,
