is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_identifier_is_source_of_type,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_name
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product e28b9456-70ad-4237-94c4-3613b11abf4e,,Result Product Identifier e28b9456-70ad-4237-94c4-3613b11abf4e,"This Acanthemblemaria crockeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,e28b9456-70ad-4237-94c4-3613b11abf4e,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e28b9456-70ad-4237-94c4-3613b11abf4e,,Acanthemblemaria crockeri
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product c4f1fa89-13ed-4675-bc85-3e911e64cea4,,Result Product Identifier c4f1fa89-13ed-4675-bc85-3e911e64cea4,"This Abudefduf hoefleri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,c4f1fa89-13ed-4675-bc85-3e911e64cea4,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c4f1fa89-13ed-4675-bc85-3e911e64cea4,,Abudefduf hoefleri
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product 4ee15091-1b31-4428-b1f2-156b457295bf,,Result Product Identifier 4ee15091-1b31-4428-b1f2-156b457295bf,"This Acanthocybium solandri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Medium,FullLinkEntity,Classification,,4ee15091-1b31-4428-b1f2-156b457295bf,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/4ee15091-1b31-4428-b1f2-156b457295bf,,Acanthocybium solandri
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product 49ae29cd-54c4-41cb-b6ce-59728f499984,,Result Product Revision Identifier 28e39435-6e96-4c79-9a1f-aabb887cecfa,"This acanthurus maculiceps Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Medium,FullLinkEntity,Classification,,28e39435-6e96-4c79-9a1f-aabb887cecfa,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/28e39435-6e96-4c79-9a1f-aabb887cecfa,,acanthurus maculiceps Aquamaps Native 2050 Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 7e27b40d-4fe3-4d6b-a3f3-cfce099290c1,,Result Product Name acanthosphex-leurynnis-aquamaps-native-raster,"This Acanthosphex Leurynnis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acanthosphex-leurynnis-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthosphex-leurynnis-aquamaps-native-raster,,Acanthosphex Leurynnis Aquamaps Native Raster
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product aa879cb4-1fdd-4f1b-921a-4696545897a7,,Result Product Identifier aa879cb4-1fdd-4f1b-921a-4696545897a7,"This Ampelisca spinipes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,aa879cb4-1fdd-4f1b-921a-4696545897a7,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/aa879cb4-1fdd-4f1b-921a-4696545897a7,,Ampelisca spinipes
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product cefa374c-6931-4239-945f-aa5bb73dbe67,,Result Product Identifier cefa374c-6931-4239-945f-aa5bb73dbe67,"This Amblycirrhitus bimacula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,cefa374c-6931-4239-945f-aa5bb73dbe67,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/cefa374c-6931-4239-945f-aa5bb73dbe67,,Amblycirrhitus bimacula
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product f155854b-bb1a-4915-be69-44f7332dcb2f,,Result Product Revision Identifier 79b2f4d9-7730-4e15-b027-f60d62ffa918,"This abudefduf vaigiensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,79b2f4d9-7730-4e15-b027-f60d62ffa918,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/79b2f4d9-7730-4e15-b027-f60d62ffa918,,abudefduf vaigiensis Aquamaps Native 2050 Raster
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product 765ab853-a56d-4528-9534-2e6c548d8cb8,,Result Product Identifier 765ab853-a56d-4528-9534-2e6c548d8cb8,"This Acanthostracion polygonius Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,765ab853-a56d-4528-9534-2e6c548d8cb8,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/765ab853-a56d-4528-9534-2e6c548d8cb8,,Acanthostracion polygonius
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product ac76c9e9-9c57-47b2-8bc7-c25d00cbc768,,Result Product Identifier ac76c9e9-9c57-47b2-8bc7-c25d00cbc768,"This Acanthurus leucocheilus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Product,LinkEntityWithProvisionOrderIPR,Classification,,ac76c9e9-9c57-47b2-8bc7-c25d00cbc768,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ac76c9e9-9c57-47b2-8bc7-c25d00cbc768,,Acanthurus leucocheilus
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 169784c1-5b5a-4c87-8d26-3bc9c16625b3,,Result Product Revision Identifier d1a53a7d-4058-44f6-8a81-e322f768c487,"This amphichthys cryptocentrus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,d1a53a7d-4058-44f6-8a81-e322f768c487,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d1a53a7d-4058-44f6-8a81-e322f768c487,,amphichthys cryptocentrus Aquamaps Native 2050 Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product c09ca02a-3ff8-40da-82f8-545770adfc52,,Result Product Name ampelisca-spinipes-aquamaps-native-raster,"This Ampelisca Spinipes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,ampelisca-spinipes-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ampelisca-spinipes-aquamaps-native-raster,,Ampelisca Spinipes Aquamaps Native Raster
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product 100a3a0e-915b-4f0f-9555-617ec8f9aa1a,,Result Product Name amblygobius-decussatus1,"This Amblygobius decussatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,amblygobius-decussatus1,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-decussatus1,,Amblygobius decussatus
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product e1cbc950-ee09-4bd5-813f-01df147826b1,,Result Product Revision Identifier e5e3a9a3-650a-4b59-a78c-73277a86237a,"This Abudefduf hoefleri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,e5e3a9a3-650a-4b59-a78c-73277a86237a,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e5e3a9a3-650a-4b59-a78c-73277a86237a,,Abudefduf hoefleri
2017-11-24T18:24:52.120764,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product 356c15bd-b506-411e-8b75-1d436beeb87a,,Result Product Identifier 356c15bd-b506-411e-8b75-1d436beeb87a,"This Amblyeleotris randalli Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,FullLinkEntity,Classification,,356c15bd-b506-411e-8b75-1d436beeb87a,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/356c15bd-b506-411e-8b75-1d436beeb87a,,Amblyeleotris randalli
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product b70e1b6d-bee6-48bc-8207-fff5561eafe7,,Result Product Name alpheus-websteri1,"This Alpheus websteri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,alpheus-websteri1,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-websteri1,,Alpheus websteri
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 98c08bb9-0167-4719-8a01-53ba23d4e4ac,,Result Product Revision Identifier b38bf78e-02de-46cf-ad39-0c5589754ec3,"This Ambassis Kopsii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,b38bf78e-02de-46cf-ad39-0c5589754ec3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/b38bf78e-02de-46cf-ad39-0c5589754ec3,,Ambassis Kopsii Aquamaps Native Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product c4d93c55-fc1c-4072-b826-ac8c28dc81f3,,Result Product Name aggregate_deposits_points,"The GSI, as partner and Work Package 7 (Minerals) leader of EMODnet Geology Phase II, are compiling information on the distribution of known marine aggregate deposits in European waters.  EMODnet partners are submitting the spatial extent of mapped aggregate deposits and established information; here you can view data collated and harmonised thus far. 
The aggregate deposits presented here comprise near-shore deposits of non-metallic detrital minerals and calcium carbonate.  They occur both on beaches and deeper seabed areas. Marine aggregate deposits are principally extracted for use in the construction industry.  Concentrated into their present occurrences by hydrodynamic processes, aggregates may have originally been deposited by mechanisms such as river or glacial deposition.",,,,,,,,FullLinkEntity,Classification,,aggregate_deposits_points,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aggregate_deposits_points,,Aggregate_Deposits_Points
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product f7499e1d-6e84-470d-a842-9faf947fefa1,,Result Product Identifier f7499e1d-6e84-470d-a842-9faf947fefa1,"This Amphiprion ocellaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,f7499e1d-6e84-470d-a842-9faf947fefa1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f7499e1d-6e84-470d-a842-9faf947fefa1,,Amphiprion ocellaris
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product d488b56b-ab90-4f05-82d0-f7ecacd912bc,,Result Product Name alepes-vari3,"This Alepes vari Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,alepes-vari3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alepes-vari3,,Alepes vari
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product 7607c85a-b9b4-45d9-aba4-8f01f1f8836d,,Result Product Revision Identifier ad7aebaa-0661-40fd-898e-2445fbfc7b76,"This Anisodoris nobilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,ad7aebaa-0661-40fd-898e-2445fbfc7b76,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/ad7aebaa-0661-40fd-898e-2445fbfc7b76,,Anisodoris nobilis
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product c9e35c23-117a-4849-a621-a2ff2310d8f0,,Result Product Name amoya-gracilis2,"This Amoya gracilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,amoya-gracilis2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amoya-gracilis2,,Amoya gracilis
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product e78432a1-9268-4a44-b3a2-4e63e8936976,,Result Product Revision Identifier 3f8284b7-d6a5-4a38-be39-5dac340d0e3b,"This Ancylopsetta Dendritica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,FullLinkEntity,Classification,,3f8284b7-d6a5-4a38-be39-5dac340d0e3b,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3f8284b7-d6a5-4a38-be39-5dac340d0e3b,,Ancylopsetta Dendritica Aquamaps Native Raster
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product 8ed480b7-b59b-4884-bf6a-371003f08e56,,Result Product Identifier 8ed480b7-b59b-4884-bf6a-371003f08e56,"This Anguilla obscura Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,8ed480b7-b59b-4884-bf6a-371003f08e56,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8ed480b7-b59b-4884-bf6a-371003f08e56,,Anguilla obscura
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product dd6a4a20-6834-474e-81f3-1615c47eb1d4,,Result Product Name abietinella-operculata1,"This Abietinella operculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,abietinella-operculata1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abietinella-operculata1,,Abietinella operculata
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product ab31ec4c-e491-4585-92a5-9ab34f6dabba,,Result Product Name anisotremus-davidsonii-aquamaps-native-2050-raster,"This anisotremus davidsonii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,FullLinkEntity,Classification,,anisotremus-davidsonii-aquamaps-native-2050-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anisotremus-davidsonii-aquamaps-native-2050-raster,,anisotremus davidsonii Aquamaps Native 2050 Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 772d6bbc-eb95-4aa9-b8f4-30d92688f636,,Result Product Name acanthurus-blochii-aquamaps-native-2050-raster,"This acanthurus blochii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,acanthurus-blochii-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-blochii-aquamaps-native-2050-raster,,acanthurus blochii Aquamaps Native 2050 Raster
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 3cd844f0-9fbe-46a6-80f7-14c5c9299a66,,Result Product Name acanthocepola-limbata-aquamaps-native-raster,"This Acanthocepola Limbata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,acanthocepola-limbata-aquamaps-native-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthocepola-limbata-aquamaps-native-raster,,Acanthocepola Limbata Aquamaps Native Raster
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 29625dd2-bc66-4258-9779-66bbc46300f5,,Result Product Revision Identifier 2ebdd423-4161-4d8a-a177-e655a967dc72,"This Anchoa lyolepis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,2ebdd423-4161-4d8a-a177-e655a967dc72,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2ebdd423-4161-4d8a-a177-e655a967dc72,,Anchoa lyolepis
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product 11467fa5-409a-42a8-8337-5b84c60204ab,,Result Product Revision Identifier 817b0be0-ec3a-4b7f-95c3-5bdcfbc15670,"This Ampelisca vadorum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,817b0be0-ec3a-4b7f-95c3-5bdcfbc15670,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/817b0be0-ec3a-4b7f-95c3-5bdcfbc15670,,Ampelisca vadorum
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 42cf5aea-42f6-4bff-bf90-4a616da3183c,,Result Product Name acanthochitona-spiculosa1,"This Acanthochitona spiculosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,acanthochitona-spiculosa1,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthochitona-spiculosa1,,Acanthochitona spiculosa
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product 5904b675-053e-4531-84f9-a50623820d20,,Result Product Revision Identifier adff89ca-cab5-48c2-9a11-362c61cb0668,"This Acanthaluteres brownii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,adff89ca-cab5-48c2-9a11-362c61cb0668,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/adff89ca-cab5-48c2-9a11-362c61cb0668,,Acanthaluteres brownii
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product 1eb21f76-3f73-4697-ae74-abb03a7fa090,,Result Product Identifier 1eb21f76-3f73-4697-ae74-abb03a7fa090,"This Alpheus collumianus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,FullLinkEntity,Classification,,1eb21f76-3f73-4697-ae74-abb03a7fa090,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1eb21f76-3f73-4697-ae74-abb03a7fa090,,Alpheus collumianus
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,,,Result Product 60f5c69a-fae6-4559-a79a-32e0c3db2e59,,Result Product Name ammothella-appendiculata,"This Ammothella appendiculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,LinkEntityWithProvisionOrderIPR,Classification,,ammothella-appendiculata,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/ammothella-appendiculata,,Ammothella appendiculata
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,,,Result Product 81a61b69-9731-42bb-8fee-7e98808acba1,,Result Product Revision Identifier 41a2f78f-ddf2-4aa9-9d6f-6db83df0db69,"This alectis indicus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,FullLinkEntity,Classification,,41a2f78f-ddf2-4aa9-9d6f-6db83df0db69,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/41a2f78f-ddf2-4aa9-9d6f-6db83df0db69,,alectis indicus Aquamaps Native 2050 Raster
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,,,Result Product 7a5462ea-1ea4-46ca-8e06-309abe1d670f,,Result Product Name aluterus-heudelotii3,"This Aluterus heudelotii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,FullLinkEntity,Classification,,aluterus-heudelotii3,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/aluterus-heudelotii3,,Aluterus heudelotii
