is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblyrhynchotes honckenii,,Result Product 86d2c074-4adf-4eab-909b-430300435b27,,Result Product Revision Identifier 815525b0-6391-44b5-8653-6169208edbf1,"This Amblyrhynchotes honckenii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,,Classification,,815525b0-6391-44b5-8653-6169208edbf1,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/815525b0-6391-44b5-8653-6169208edbf1,,
2017-11-25T19:02:04.450226,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthemblemaria hancocki,,Result Product b830dd9d-b0d6-4122-b350-76452a483fdb,,Result Product Name acanthemblemaria-hancocki3,"This Acanthemblemaria hancocki Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Medium,,Classification,,acanthemblemaria-hancocki3,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthemblemaria-hancocki3,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anarrhichthys ocellatus,,Result Product 591e20a0-f859-48eb-94d0-8b42c20663a9,,Result Product Name anarrhichthys-ocellatus2,"This Anarrhichthys ocellatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,anarrhichthys-ocellatus2,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anarrhichthys-ocellatus2,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoviella brevirostris,,Result Product a554a820-1c67-4b94-8c15-2e57a6af62ea,,Result Product Identifier a554a820-1c67-4b94-8c15-2e57a6af62ea,"This Anchoviella brevirostris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,,a554a820-1c67-4b94-8c15-2e57a6af62ea,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a554a820-1c67-4b94-8c15-2e57a6af62ea,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aldrovandia gracilis,,Result Product 1bad0a59-37fa-4741-99c8-64280327717a,,Result Product Name aldrovandia-gracilis2,"This Aldrovandia gracilis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Medium,,Classification,,aldrovandia-gracilis2,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/aldrovandia-gracilis2,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amblyglyphidodon flavilatus Aquamaps Native 2050 Raster,,Result Product f4c97feb-baf2-41ea-b22c-f8eac2ce3ca4,,Result Product Revision Identifier d6c64e48-3969-4d7c-8ede-bc50e0699afc,"This amblyglyphidodon flavilatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Medium,,Classification,,d6c64e48-3969-4d7c-8ede-bc50e0699afc,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d6c64e48-3969-4d7c-8ede-bc50e0699afc,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Amblygobius semicinctus,,Result Product d807141e-8f11-47ec-a76b-d0d74f4db94f,,Result Product Name amblygobius-semicinctus2,"This Amblygobius semicinctus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,amblygobius-semicinctus2,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-semicinctus2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthastrea hillae,,Result Product 039f208f-0ae9-42b6-9f64-2d8b8531700a,,Result Product Name acanthastrea-hillae,"This Acanthastrea hillae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,Measurement,,Classification,,acanthastrea-hillae,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthastrea-hillae,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoa hepsetus,,Result Product 4987ebf4-18ca-4aef-ab8c-2489c5e13aa0,,Result Product Revision Identifier 997e1a76-98b0-48e9-a552-5ecdb2089ebc,"This Anchoa hepsetus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Measurement,,Classification,,997e1a76-98b0-48e9-a552-5ecdb2089ebc,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/997e1a76-98b0-48e9-a552-5ecdb2089ebc,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acentrogobius audax,,Result Product 203c4528-3254-4fe8-a4b5-609ffbf6504a,,Result Product Identifier 203c4528-3254-4fe8-a4b5-609ffbf6504a,"This Acentrogobius audax Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Medium,,Classification,,203c4528-3254-4fe8-a4b5-609ffbf6504a,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/203c4528-3254-4fe8-a4b5-609ffbf6504a,,
2017-11-25T00:53:41.156931,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aldrovandia affinis,,Result Product 5c804dc5-c672-4c7b-ba3d-ea8baf13600e,,Result Product Identifier 5c804dc5-c672-4c7b-ba3d-ea8baf13600e,"This Aldrovandia affinis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,Measurement,,Classification,,5c804dc5-c672-4c7b-ba3d-ea8baf13600e,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5c804dc5-c672-4c7b-ba3d-ea8baf13600e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius buanensis,,Result Product 7fb5f9f6-974d-45f4-b391-09ad7da4f7a2,,Result Product Revision Identifier 93a58603-5fc2-48a2-bdc6-747f2ab9f952,"This Amblygobius buanensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,Measurement,,Classification,,93a58603-5fc2-48a2-bdc6-747f2ab9f952,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/93a58603-5fc2-48a2-bdc6-747f2ab9f952,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alosa Fallax Aquamaps Native Raster,,Result Product b86b45f3-59ff-413a-bae2-105fe541ed4b,,Result Product Name alosa-fallax-aquamaps-native-raster,"This Alosa Fallax Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,,alosa-fallax-aquamaps-native-raster,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alosa-fallax-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Achirus declivis,,Result Product b3dd93e9-bb24-4cde-b885-8821d1209f00,,Result Product Identifier b3dd93e9-bb24-4cde-b885-8821d1209f00,"This Achirus declivis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,Medium,,Classification,,b3dd93e9-bb24-4cde-b885-8821d1209f00,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b3dd93e9-bb24-4cde-b885-8821d1209f00,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abraliopsis Felis Aquamaps Native Raster,,Result Product 5e2b0817-f5ab-40ce-a28e-9636abbd3fee,,Result Product Name abraliopsis-felis-aquamaps-native-raster,"This Abraliopsis Felis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,,abraliopsis-felis-aquamaps-native-raster,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/abraliopsis-felis-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,agaricia agaricites Aquamaps Native 2050 Raster,,Result Product 773c610f-a2b1-4a3e-b10f-352b535ff1af,,Result Product Revision Identifier 2a700a72-40cb-4fc8-affa-e4feb0989401,"This agaricia agaricites Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,Measurement,,Classification,,2a700a72-40cb-4fc8-affa-e4feb0989401,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2a700a72-40cb-4fc8-affa-e4feb0989401,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,ahliesaurus brevis Aquamaps Native 2050 Raster,,Result Product 0e1c30a5-2b58-413e-9612-157fcd08202a,,Result Product Name ahliesaurus-brevis-aquamaps-native-2050-raster,"This ahliesaurus brevis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,ahliesaurus-brevis-aquamaps-native-2050-raster,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/ahliesaurus-brevis-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,amaryllis carrascoi Aquamaps Native 2050 Raster,,Result Product dfc92291-631c-4477-80fe-7ee69a0487a7,,Result Product Name amaryllis-carrascoi-aquamaps-native-2050-raster,"This amaryllis carrascoi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,amaryllis-carrascoi-aquamaps-native-2050-raster,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amaryllis-carrascoi-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblygaster sirm,,Result Product 9fb880f6-e3ce-4094-baee-c6b7d4eb6bfc,,Result Product Name amblygaster-sirm2,"This Amblygaster sirm Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,amblygaster-sirm2,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/amblygaster-sirm2,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acanthaphritis barbata Aquamaps Native 2050 Raster,,Result Product 3607f971-b36e-4706-a280-630dea88d587,,Result Product Name acanthaphritis-barbata-aquamaps-native-2050-raster,"This acanthaphritis barbata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,acanthaphritis-barbata-aquamaps-native-2050-raster,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthaphritis-barbata-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alopias vulpinus Aquamaps Native 2050 Raster,,Result Product 16fa3ec5-6c27-49c6-b769-257be6ff04be,,Result Product Revision Identifier 2beb1a9a-26b1-468d-b9d7-d9dc9321219a,"This alopias vulpinus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,2beb1a9a-26b1-468d-b9d7-d9dc9321219a,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2beb1a9a-26b1-468d-b9d7-d9dc9321219a,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alphestes afer,,Result Product 00f6ad22-900a-4f72-97b3-27d6785906a3,,Result Product Identifier 00f6ad22-900a-4f72-97b3-27d6785906a3,"This Alphestes afer Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,00f6ad22-900a-4f72-97b3-27d6785906a3,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/00f6ad22-900a-4f72-97b3-27d6785906a3,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,ammodytes personatus Aquamaps Native 2050 Raster,,Result Product 59203e8a-73cb-4ec1-836d-1e98a476bd53,,Result Product Identifier 59203e8a-73cb-4ec1-836d-1e98a476bd53,"This ammodytes personatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,59203e8a-73cb-4ec1-836d-1e98a476bd53,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/59203e8a-73cb-4ec1-836d-1e98a476bd53,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acentronura dendritica,,Result Product 6d82bee8-5d5c-48fd-80ea-b6e2cbaafbea,,Result Product Name acentronura-dendritica,"This Acentronura dendritica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,acentronura-dendritica,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acentronura-dendritica,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiophiura superba,,Result Product 7d13a7e0-7077-4e0b-9a7e-4bd5b448ef90,,Result Product Revision Identifier 2fc9f7ed-84c0-43db-9742-748c3255b626,"This Amphiophiura superba Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,,Classification,,2fc9f7ed-84c0-43db-9742-748c3255b626,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2fc9f7ed-84c0-43db-9742-748c3255b626,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus maculiceps,,Result Product dbbe9b36-437b-47c7-94aa-c051e344bad2,,Result Product Revision Identifier 4cdd13d1-99b8-429e-aa50-7dd1356bcce9,"This Acanthurus maculiceps Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,,Classification,,4cdd13d1-99b8-429e-aa50-7dd1356bcce9,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4cdd13d1-99b8-429e-aa50-7dd1356bcce9,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthochaenus luetkenii,,Result Product 9a915a94-cc8a-4fc7-ae9f-b4cd0a754b9d,,Result Product Identifier 9a915a94-cc8a-4fc7-ae9f-b4cd0a754b9d,"This Acanthochaenus luetkenii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,Classification,,9a915a94-cc8a-4fc7-ae9f-b4cd0a754b9d,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9a915a94-cc8a-4fc7-ae9f-b4cd0a754b9d,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ampelisca Agassizi Aquamaps Native Raster,,Result Product 5b717493-8539-4850-82da-7a1d3fbeec2d,,Result Product Identifier 5b717493-8539-4850-82da-7a1d3fbeec2d,"This Ampelisca Agassizi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,5b717493-8539-4850-82da-7a1d3fbeec2d,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/5b717493-8539-4850-82da-7a1d3fbeec2d,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ammotretis lituratus,,Result Product 51f949c4-6de1-446e-9dd7-7b605fb919c3,,Result Product Name ammotretis-lituratus1,"This Ammotretis lituratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,ammotretis-lituratus1,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/ammotretis-lituratus1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus berda,,Result Product ff201be4-0b7d-49de-9c48-0a482f0a8dec,,Result Product Revision Identifier 08a1cb78-775f-46a9-a198-43aba7dabdb1,"This Acanthopagrus berda Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,,Classification,,08a1cb78-775f-46a9-a198-43aba7dabdb1,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/08a1cb78-775f-46a9-a198-43aba7dabdb1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,amblyeleotris guttata Aquamaps Native 2050 Raster,,Result Product 273d9997-836d-4f6b-aacd-8618c487de09,,Result Product Identifier 273d9997-836d-4f6b-aacd-8618c487de09,"This amblyeleotris guttata Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,273d9997-836d-4f6b-aacd-8618c487de09,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/273d9997-836d-4f6b-aacd-8618c487de09,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta antillarum,,Result Product 524e3cf5-a476-47f0-a6f9-99174d4bde5f,,Result Product Identifier 524e3cf5-a476-47f0-a6f9-99174d4bde5f,"This Ancylopsetta antillarum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,524e3cf5-a476-47f0-a6f9-99174d4bde5f,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/524e3cf5-a476-47f0-a6f9-99174d4bde5f,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Ambassis nalua,,Result Product 6b920da1-2251-4bcf-885e-c04a0477be7e,,Result Product Identifier 6b920da1-2251-4bcf-885e-c04a0477be7e,"This Ambassis nalua Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,6b920da1-2251-4bcf-885e-c04a0477be7e,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6b920da1-2251-4bcf-885e-c04a0477be7e,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla celebesensis,,Result Product 634765d0-653b-49d0-bb95-5ba46845e6f5,,Result Product Name anguilla-celebesensis2,"This Anguilla celebesensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,Classification,,anguilla-celebesensis2,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anguilla-celebesensis2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alpheus hippothoe Aquamaps Native 2050 Raster,,Result Product 1231b3f6-68c1-4eae-a8ff-4506250d2441,,Result Product Name alpheus-hippothoe-aquamaps-native-2050-raster,"This alpheus hippothoe Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,Classification,,alpheus-hippothoe-aquamaps-native-2050-raster,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-hippothoe-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Alpheus crockeri,,Result Product 5fbf049a-8110-4cb1-b082-fa39d41b58a5,,Result Product Name alpheus-crockeri3,"This Alpheus crockeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,,Classification,,alpheus-crockeri3,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-crockeri3,,
