is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_is_source_of_has_endDate,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_label,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anisotremus Virginicus Aquamaps Native Raster,,Result Product 7e6d8fc3-c7d5-4344-aad9-f28e74ba1a08,,,"This Anisotremus Virginicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 25662811-92ed-4ee4-80f0-82318f3c0bbe,,,,Measurement,FullLinkEntity,Classification,,25662811-92ed-4ee4-80f0-82318f3c0bbe,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/25662811-92ed-4ee4-80f0-82318f3c0bbe,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,anarchias cantonensis Aquamaps Native 2050 Raster,,Result Product 17536c35-f0a7-48ae-aaf7-91928696411d,,,"This anarchias cantonensis Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 17536c35-f0a7-48ae-aaf7-91928696411d,,,,Measurement,FullLinkEntity,Classification,,17536c35-f0a7-48ae-aaf7-91928696411d,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/17536c35-f0a7-48ae-aaf7-91928696411d,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anisus Vorticulus Aquamaps Native Raster,,Result Product 37d7310b-83bd-48e0-abc4-fa2a5f84de12,,,"This Anisus Vorticulus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name anisus-vorticulus-aquamaps-native-raster,,,,Product,LinkEntityWithProvisionOrderIPR,Classification,,anisus-vorticulus-aquamaps-native-raster,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anisus-vorticulus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anchoa nasus,,Result Product e5410728-6343-4b0d-88b1-48c0e012107d,,,"This Anchoa nasus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name anchoa-nasus1,,,,Measurement,FullLinkEntity,Classification,,anchoa-nasus1,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-nasus1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthaster planci,,Result Product 5fa5a265-9ebb-49c9-8fd0-946098f0b908,,,"This Acanthaster planci Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name acanthaster-planci1,,,,Measurement,FullLinkEntity,Classification,,acanthaster-planci1,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthaster-planci1,,
2017-11-24T19:16:22.336964,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anisotremus scapularis,,Result Product 3b32cadb-538a-442d-a980-6ba96e28445d,,,"This Anisotremus scapularis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 3b32cadb-538a-442d-a980-6ba96e28445d,,,,Measurement,FullLinkEntity,Classification,,3b32cadb-538a-442d-a980-6ba96e28445d,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3b32cadb-538a-442d-a980-6ba96e28445d,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aetea anguina,,Result Product 08808abb-b1fa-4ac7-b06a-a6947acf9586,,,"This Aetea anguina Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 08808abb-b1fa-4ac7-b06a-a6947acf9586,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,08808abb-b1fa-4ac7-b06a-a6947acf9586,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/08808abb-b1fa-4ac7-b06a-a6947acf9586,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis gymnocephalus,,Result Product ef7d3dff-6e4b-48e9-add6-37440fcc63d8,,,"This Ambassis gymnocephalus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier ef7d3dff-6e4b-48e9-add6-37440fcc63d8,,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,ef7d3dff-6e4b-48e9-add6-37440fcc63d8,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/ef7d3dff-6e4b-48e9-add6-37440fcc63d8,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblycirrhitus Bimacula Aquamaps Native Raster,,Result Product 9d5d834b-6511-44d9-b1e4-256823165b4b,,,"This Amblycirrhitus Bimacula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 9d5d834b-6511-44d9-b1e4-256823165b4b,,,,Measurement,FullLinkEntity,Classification,,9d5d834b-6511-44d9-b1e4-256823165b4b,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9d5d834b-6511-44d9-b1e4-256823165b4b,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aluterus monoceros,,Result Product 08b5dbb1-8e12-496c-a275-010cb3e07ee0,,,"This Aluterus monoceros Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name aluterus-monoceros,,,,Measurement,FullLinkEntity,Classification,,aluterus-monoceros,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/aluterus-monoceros,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anampses melanurus,,Result Product c69c3e97-eeca-4724-965d-81a3cecebd03,,,"This Anampses melanurus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name anampses-melanurus3,,,,Measurement,FullLinkEntity,Classification,,anampses-melanurus3,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anampses-melanurus3,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf notatus,,Result Product e8188ed3-b5c0-4a39-ba35-3d93b6417bf5,,,"This Abudefduf notatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Name abudefduf-notatus2,,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,abudefduf-notatus2,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-notatus2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,47.1.2 Cape Salinas Division of FAO Major Area 47,,Result Product 8c7829a7-2942-4fab-b118-4aecdc7023d8,,,The FAO major fishing areas for statistical purpose are defined by the CWP handbook of fishery statistical standards available at http://www.fao.org/fishery/cwp/handbook/h/en,,,Result Product Identifier 8c7829a7-2942-4fab-b118-4aecdc7023d8,,,,Product,LinkEntityWithProvisionOrderIPR,Classification,,8c7829a7-2942-4fab-b118-4aecdc7023d8,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8c7829a7-2942-4fab-b118-4aecdc7023d8,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus monroviae,,Result Product c970bc50-44f7-4839-9872-3958e57a9e85,,,"This Acanthurus monroviae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Revision Identifier 75b4970c-f2a9-4515-9d26-b72d537dac5d,,,,,FullLinkEntity,Classification,,75b4970c-f2a9-4515-9d26-b72d537dac5d,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/75b4970c-f2a9-4515-9d26-b72d537dac5d,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla japonica,,Result Product 07c3a1f7-0fea-42c6-9da1-1d9b8106c359,,,"This Anguilla japonica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 07c3a1f7-0fea-42c6-9da1-1d9b8106c359,,,,,LinkEntityWithProvisionOrderIPR,Classification,,07c3a1f7-0fea-42c6-9da1-1d9b8106c359,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/07c3a1f7-0fea-42c6-9da1-1d9b8106c359,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alphestes afer,,Result Product a82d5c74-f6e2-412c-94a8-496118bdb8be,,,"This Alphestes afer Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier a82d5c74-f6e2-412c-94a8-496118bdb8be,,,,,LinkEntityWithProvisionOrderIPR,Classification,,a82d5c74-f6e2-412c-94a8-496118bdb8be,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/a82d5c74-f6e2-412c-94a8-496118bdb8be,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anadara Granosa Aquamaps Native Raster,,Result Product 47edd97d-c05e-42d2-9f2b-1be1a8a4dda3,,,"This Anadara Granosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 895aaf81-32b2-4d01-b127-ec9e282d7a8f,,,,,LinkEntityWithProvisionOrderIPR,Classification,,895aaf81-32b2-4d01-b127-ec9e282d7a8f,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/895aaf81-32b2-4d01-b127-ec9e282d7a8f,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus auranticavus,,Result Product a261d176-982b-4b48-95b0-8686520ad4ec,,,"This Acanthurus auranticavus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Name acanthurus-auranticavus1,,,,,FullLinkEntity,Classification,,acanthurus-auranticavus1,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-auranticavus1,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Anisotremus virginicus,,Result Product 2b3b7a35-146e-485e-b6ab-e53bb0b14708,,,"This Anisotremus virginicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 2b3b7a35-146e-485e-b6ab-e53bb0b14708,,,,,FullLinkEntity,Classification,,2b3b7a35-146e-485e-b6ab-e53bb0b14708,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/2b3b7a35-146e-485e-b6ab-e53bb0b14708,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alphestes afer,,Result Product 6cb2f827-24c4-49ef-a1d8-89b67a37ed9e,,,"This Alphestes afer Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Identifier 6cb2f827-24c4-49ef-a1d8-89b67a37ed9e,,,,,LinkEntityWithProvisionOrderIPR,Classification,,6cb2f827-24c4-49ef-a1d8-89b67a37ed9e,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6cb2f827-24c4-49ef-a1d8-89b67a37ed9e,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,agonopsis sterletus Aquamaps Native 2050 Raster,,Result Product 4b8a7f1b-0766-41b9-a4b5-d7271f8561a9,,,"This agonopsis sterletus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name agonopsis-sterletus-aquamaps-native-2050-raster,,,,,FullLinkEntity,Classification,,agonopsis-sterletus-aquamaps-native-2050-raster,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/agonopsis-sterletus-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Andamia reyi,,Result Product 3d649355-f07a-4430-88dc-0a14e2481dac,,,"This Andamia reyi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Name andamia-reyi,,,,,LinkEntityWithProvisionOrderIPR,Classification,,andamia-reyi,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/andamia-reyi,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora formosa,,Result Product 6028a8ff-83a9-419b-8f59-9525c7b9a27d,,,"This Acropora formosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier 6468625a-98c3-4343-abf0-e6f1c6c1d4e6,,,,,LinkEntityWithProvisionOrderIPR,Classification,,6468625a-98c3-4343-abf0-e6f1c6c1d4e6,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6468625a-98c3-4343-abf0-e6f1c6c1d4e6,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acipenser Brevirostrum Aquamaps Native Raster,,Result Product 0fe11ae0-c6bb-4212-8d7c-58fbc7461097,,,"This Acipenser Brevirostrum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 0fe11ae0-c6bb-4212-8d7c-58fbc7461097,,,,,FullLinkEntity,Classification,,0fe11ae0-c6bb-4212-8d7c-58fbc7461097,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0fe11ae0-c6bb-4212-8d7c-58fbc7461097,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anchoa Walkeri Aquamaps Native Raster,,Result Product 765a1817-94d2-41be-8308-6d195367b248,,,"This Anchoa Walkeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name anchoa-walkeri-aquamaps-native-raster,,,,,LinkEntityWithProvisionOrderIPR,Classification,,anchoa-walkeri-aquamaps-native-raster,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anchoa-walkeri-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alepocephalus Tenebrosus Aquamaps Native Raster,,Result Product fbc61e35-96f9-48f7-a285-a90605f0e72b,,,"This Alepocephalus Tenebrosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier fbc61e35-96f9-48f7-a285-a90605f0e72b,,,,,FullLinkEntity,Classification,,fbc61e35-96f9-48f7-a285-a90605f0e72b,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fbc61e35-96f9-48f7-a285-a90605f0e72b,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Acropora Sarmentosa Aquamaps Native Raster,,Result Product 53dba612-98e7-4786-97db-72baab026d9a,,,"This Acropora Sarmentosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Revision Identifier 5ba33853-8b88-45aa-a942-7cd30bf1126f,,,,,FullLinkEntity,Classification,,5ba33853-8b88-45aa-a942-7cd30bf1126f,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/5ba33853-8b88-45aa-a942-7cd30bf1126f,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,adventor elongatus Aquamaps Native 2050 Raster,,Result Product 03c6e330-cda6-4398-ab44-5e5230b326ab,,,"This adventor elongatus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier 03c6e330-cda6-4398-ab44-5e5230b326ab,,,,,LinkEntityWithProvisionOrderIPR,Classification,,03c6e330-cda6-4398-ab44-5e5230b326ab,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/03c6e330-cda6-4398-ab44-5e5230b326ab,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alepes Melanoptera Aquamaps Native Raster,,Result Product f0898386-c8da-44cc-af1c-fd5794876c39,,,"This Alepes Melanoptera Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Identifier f0898386-c8da-44cc-af1c-fd5794876c39,,,,,FullLinkEntity,Classification,,f0898386-c8da-44cc-af1c-fd5794876c39,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f0898386-c8da-44cc-af1c-fd5794876c39,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Alabes dorsalis,,Result Product a75d5e8b-036c-4358-8c54-8e22797648ce,,,"This Alabes dorsalis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,Result Product Revision Identifier 15e3fd88-04a3-41e6-95b2-4460a627e313,,,,,FullLinkEntity,Classification,,15e3fd88-04a3-41e6-95b2-4460a627e313,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/15e3fd88-04a3-41e6-95b2-4460a627e313,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus floridanus,,Result Product e4322cb6-9c99-45a8-976d-885976c77fc0,,,"This Alpheus floridanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,Result Product Name alpheus-floridanus2,,,,,LinkEntityWithProvisionOrderIPR,Classification,,alpheus-floridanus2,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-floridanus2,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Ambassis natalensis,,Result Product 628f5bdc-2006-4b36-abde-510d08f7107a,,,"This Ambassis natalensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Revision Identifier dd804271-0168-42f7-beb8-5cf9ca06c2ec,,,,,FullLinkEntity,Classification,,dd804271-0168-42f7-beb8-5cf9ca06c2ec,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/dd804271-0168-42f7-beb8-5cf9ca06c2ec,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion sandaracinos,,Result Product 00957d4e-1e42-4a59-a42e-2bbc1abda19c,,,"This Amphiprion sandaracinos Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,Result Product Identifier 00957d4e-1e42-4a59-a42e-2bbc1abda19c,,,,,LinkEntityWithProvisionOrderIPR,Classification,,00957d4e-1e42-4a59-a42e-2bbc1abda19c,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/00957d4e-1e42-4a59-a42e-2bbc1abda19c,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anodontia philippiana,,Result Product c6693f8e-616e-4acc-a9dc-4fc8a5fc2c86,,,"This Anodontia philippiana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,Result Product Identifier c6693f8e-616e-4acc-a9dc-4fc8a5fc2c86,,,,,LinkEntityWithProvisionOrderIPR,Classification,,c6693f8e-616e-4acc-a9dc-4fc8a5fc2c86,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/c6693f8e-616e-4acc-a9dc-4fc8a5fc2c86,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acanthurus grammoptilus Aquamaps Native 2050 Raster,,Result Product 0a29ec01-608f-46d5-84ef-5f12d3f21be6,,,"This acanthurus grammoptilus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name acanthurus-grammoptilus-aquamaps-native-2050-raster,,,,,FullLinkEntity,Classification,,acanthurus-grammoptilus-aquamaps-native-2050-raster,,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-grammoptilus-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anisotremus Davidsonii Aquamaps Native Raster,,Result Product 3c8eca4b-4c88-4bdc-82b0-e2e7bac62983,,,"This Anisotremus Davidsonii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,Result Product Name anisotremus-davidsonii-aquamaps-native-raster,,,,,FullLinkEntity,Classification,,anisotremus-davidsonii-aquamaps-native-raster,,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anisotremus-davidsonii-aquamaps-native-raster,,
