is_source_of_has_startDate,is_source_of_type,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,has_identifier_is_source_of_has_startDate,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_destination_of_has_source_has_identifier_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_destination_has_name,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora subglabra,,Result Product a0af230c-ed13-4c52-a831-02868794cb85,,Result Product Name acropora-subglabra1,"This Acropora subglabra Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,Medium,,Classification,acropora-subglabra1,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acropora-subglabra1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Albula glossodonta,,Result Product b5685eb6-d637-452b-93fe-bd7e57d5653c,,Result Product Identifier b5685eb6-d637-452b-93fe-bd7e57d5653c,"This Albula glossodonta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Measurement,,Classification,b5685eb6-d637-452b-93fe-bd7e57d5653c,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/b5685eb6-d637-452b-93fe-bd7e57d5653c,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aculeola nigra,,Result Product fbbc0201-26e3-4210-86be-b6be57932221,,Result Product Identifier fbbc0201-26e3-4210-86be-b6be57932221,"This Aculeola nigra Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,Measurement,,Classification,fbbc0201-26e3-4210-86be-b6be57932221,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fbbc0201-26e3-4210-86be-b6be57932221,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anarhichas lupus Aquamaps Native 2050 Raster,,Result Product 066787d8-800f-4782-8ee6-f6c4c06f5d8a,,Result Product Name anarhichas-lupus-aquamaps-native-2050-raster,"This anarhichas lupus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,anarhichas-lupus-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anarhichas-lupus-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,anchoa spinifer Aquamaps Native 2050 Raster,,Result Product 86568591-64ba-4b42-a442-dab8afe68a85,,Result Product Revision Identifier e85b84a1-628a-4a60-8c09-e975bd454849,"This anchoa spinifer Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Medium,,Classification,e85b84a1-628a-4a60-8c09-e975bd454849,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e85b84a1-628a-4a60-8c09-e975bd454849,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amoya moloanus,,Result Product 97e02e99-cf16-45a9-87f8-3160b8cd7e40,,Result Product Identifier 97e02e99-cf16-45a9-87f8-3160b8cd7e40,"This Amoya moloanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,Measurement,,Classification,97e02e99-cf16-45a9-87f8-3160b8cd7e40,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/97e02e99-cf16-45a9-87f8-3160b8cd7e40,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ancylopsetta antillarum,,Result Product ce44c4fb-0f12-4774-b729-c196cf3177eb,,Result Product Revision Identifier 3a2b492b-b418-4ba5-bf0b-f4182ffb5fcd,"This Ancylopsetta antillarum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,3a2b492b-b418-4ba5-bf0b-f4182ffb5fcd,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/3a2b492b-b418-4ba5-bf0b-f4182ffb5fcd,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus nigricans,,Result Product 40c66d55-3fe4-476d-9cb4-5c492bb750f0,,Result Product Identifier 40c66d55-3fe4-476d-9cb4-5c492bb750f0,"This Acanthurus nigricans Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Measurement,,Classification,40c66d55-3fe4-476d-9cb4-5c492bb750f0,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/40c66d55-3fe4-476d-9cb4-5c492bb750f0,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus nigricauda,,Result Product bb9086c9-4cf0-4143-952e-6e6e79e9a8c5,,Result Product Identifier bb9086c9-4cf0-4143-952e-6e6e79e9a8c5,"This Acanthurus nigricauda Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,Product,,Classification,bb9086c9-4cf0-4143-952e-6e6e79e9a8c5,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/bb9086c9-4cf0-4143-952e-6e6e79e9a8c5,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aipysurus Eydouxii Aquamaps Native Raster,,Result Product 93e1c2f0-6d4c-47ae-89ff-b1ab0c8a4d0b,,Result Product Revision Identifier e9d0e88b-4da6-4e89-8174-3a48d3bf7818,"This Aipysurus Eydouxii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,e9d0e88b-4da6-4e89-8174-3a48d3bf7818,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e9d0e88b-4da6-4e89-8174-3a48d3bf7818,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus tenebrosus,,Result Product c832febf-5abd-4e27-bfc8-ba428660bba7,,Result Product Name alepocephalus-tenebrosus3,"This Alepocephalus tenebrosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Measurement,,Classification,alepocephalus-tenebrosus3,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-tenebrosus3,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ampelisca agassizi,,Result Product 372b087c-fb30-4030-9e5c-67b4d16c96b2,,Result Product Identifier 372b087c-fb30-4030-9e5c-67b4d16c96b2,"This Ampelisca agassizi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,Measurement,,Classification,372b087c-fb30-4030-9e5c-67b4d16c96b2,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/372b087c-fb30-4030-9e5c-67b4d16c96b2,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acentronura tentaculata,,Result Product e9564bff-1606-4099-ab34-7a9257a68103,,Result Product Identifier e9564bff-1606-4099-ab34-7a9257a68103,"This Acentronura tentaculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Medium,,Classification,e9564bff-1606-4099-ab34-7a9257a68103,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e9564bff-1606-4099-ab34-7a9257a68103,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Ammodytes dubius,,Result Product 75aa5ba2-6cc6-4180-ad3b-5a96f733082b,,Result Product Revision Identifier 28288990-1cfb-41bb-8b84-bb34633aeb60,"This Ammodytes dubius Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,Measurement,,Classification,28288990-1cfb-41bb-8b84-bb34633aeb60,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/28288990-1cfb-41bb-8b84-bb34633aeb60,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acreichthys tomentosus,,Result Product 6cb5b577-ec97-4e6f-8c10-3d76d1236b65,,Result Product Identifier 6cb5b577-ec97-4e6f-8c10-3d76d1236b65,"This Acreichthys tomentosus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,Measurement,,Classification,6cb5b577-ec97-4e6f-8c10-3d76d1236b65,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6cb5b577-ec97-4e6f-8c10-3d76d1236b65,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Abudefduf lorenzi,,Result Product 07d96e4f-9364-4783-a360-472a93083551,,Result Product Name abudefduf-lorenzi2,"This Abudefduf lorenzi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,Product,,Classification,abudefduf-lorenzi2,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-lorenzi2,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblyotrypauchen arctocephalus,,Result Product 253d7343-4f21-4dae-bf2e-be3dc2874ae8,,Result Product Revision Identifier f5f0b2e7-6494-4f9e-8726-4a4e2a38c181,"This Amblyotrypauchen arctocephalus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,Measurement,,Classification,f5f0b2e7-6494-4f9e-8726-4a4e2a38c181,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/f5f0b2e7-6494-4f9e-8726-4a4e2a38c181,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthastrea Echinata Aquamaps Native Raster,,Result Product 8f6a31bb-e32a-4d18-8bb2-28759b7cfec5,,Result Product Revision Identifier 71cb80bc-eab5-4ea4-bd5c-47f0c55f2575,"This Acanthastrea Echinata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,71cb80bc-eab5-4ea4-bd5c-47f0c55f2575,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/71cb80bc-eab5-4ea4-bd5c-47f0c55f2575,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthistius Serratus Aquamaps Native Raster,,Result Product 99a042f2-81db-4d29-8c56-8c05e1b2030e,,Result Product Name acanthistius-serratus-aquamaps-native-raster,"This Acanthistius Serratus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,acanthistius-serratus-aquamaps-native-raster,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthistius-serratus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amphiprion Chrysopterus Aquamaps Native Raster,,Result Product 117a50ac-a674-4fb6-9eb9-391c68ed990e,,Result Product Name amphiprion-chrysopterus-aquamaps-native-raster,"This Amphiprion Chrysopterus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,Measurement,,Classification,amphiprion-chrysopterus-aquamaps-native-raster,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amphiprion-chrysopterus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amphipholis squamata,,Result Product e70d4313-c1ac-4e2f-9ed6-68a49d30fd1b,,Result Product Identifier e70d4313-c1ac-4e2f-9ed6-68a49d30fd1b,"This Amphipholis squamata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,,Classification,e70d4313-c1ac-4e2f-9ed6-68a49d30fd1b,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/e70d4313-c1ac-4e2f-9ed6-68a49d30fd1b,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Alabes parvula,,Result Product 0817f90d-811f-4e59-b31f-1394eb4886c1,,Result Product Identifier 0817f90d-811f-4e59-b31f-1394eb4886c1,"This Alabes parvula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,,Classification,0817f90d-811f-4e59-b31f-1394eb4886c1,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0817f90d-811f-4e59-b31f-1394eb4886c1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acrochordus Granulatus Aquamaps Native Raster,,Result Product 1c923e49-7fd3-4f8e-8cf5-1c6eeefa8b35,,Result Product Name acrochordus-granulatus-aquamaps-native-raster,"This Acrochordus Granulatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,acrochordus-granulatus-aquamaps-native-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acrochordus-granulatus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aldrovandia oleosa,,Result Product d37c2070-cd41-4ec8-93b8-ab60604037ce,,Result Product Name aldrovandia-oleosa2,"This Aldrovandia oleosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,,Classification,aldrovandia-oleosa2,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/aldrovandia-oleosa2,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acropora rambleri,,Result Product 37f75311-4999-4cd0-ace3-efe21ac97072,,Result Product Revision Identifier d6f1fabd-e6ab-4137-b896-ebb993e2976c,"This Acropora rambleri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,,Classification,d6f1fabd-e6ab-4137-b896-ebb993e2976c,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/d6f1fabd-e6ab-4137-b896-ebb993e2976c,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amissidens hainesi,,Result Product d3d529e7-c573-4500-9c1c-301fd1518f2d,,Result Product Identifier d3d529e7-c573-4500-9c1c-301fd1518f2d,"This Amissidens hainesi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,,Classification,d3d529e7-c573-4500-9c1c-301fd1518f2d,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/d3d529e7-c573-4500-9c1c-301fd1518f2d,,
1901-01-01T00:0000-01:00,FullLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,47.D.1 SEAFO Division of FAO Major Area 47,,Result Product ba5d043e-4ef7-4a42-9707-99013adc1f99,,Result Product Name 47-d-1-seafo-division-of-fao-major-area-47,The FAO major fishing areas for statistical purpose are defined by the CWP handbook of fishery statistical standards available at http://www.fao.org/fishery/cwp/handbook/h/en,,,,,,,,,,Classification,47-d-1-seafo-division-of-fao-major-area-47,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/47-d-1-seafo-division-of-fao-major-area-47,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthistius Ocellatus Aquamaps Native Raster,,Result Product 56d1a77d-da1d-4780-b3ea-888d6bfe544a,,Result Product Identifier 56d1a77d-da1d-4780-b3ea-888d6bfe544a,"This Acanthistius Ocellatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,56d1a77d-da1d-4780-b3ea-888d6bfe544a,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/56d1a77d-da1d-4780-b3ea-888d6bfe544a,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Anacanthus barbatus,,Result Product a18915f8-a710-4941-b200-7b100d27aaa1,,Result Product Name anacanthus-barbatus,"This Anacanthus barbatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,,,,,,,Classification,anacanthus-barbatus,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anacanthus-barbatus,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Publication,Classification,2099-12-31T23:59:59-01:00,Albula forsteri,,Result Product 9690caa5-2fd6-41be-a83a-dd7995f15613,,Result Product Identifier 9690caa5-2fd6-41be-a83a-dd7995f15613,"This Albula forsteri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,,Classification,9690caa5-2fd6-41be-a83a-dd7995f15613,,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/9690caa5-2fd6-41be-a83a-dd7995f15613,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,amblyglyphidodon leucogaster Aquamaps Native 2050 Raster,,Result Product 592706d9-24e4-43c2-a08a-cfc43b356fa0,,Result Product Name amblyglyphidodon-leucogaster-aquamaps-native-2050-raster,"This amblyglyphidodon leucogaster Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,amblyglyphidodon-leucogaster-aquamaps-native-2050-raster,,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyglyphidodon-leucogaster-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,alpheus paralcyone Aquamaps Native 2050 Raster,,Result Product 71f8115a-3b9b-454f-9abd-4466d95a20c9,,Result Product Identifier 71f8115a-3b9b-454f-9abd-4466d95a20c9,"This alpheus paralcyone Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,71f8115a-3b9b-454f-9abd-4466d95a20c9,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/71f8115a-3b9b-454f-9abd-4466d95a20c9,,
1901-01-01T00:0000-01:00,SimpleLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,agaricia grahamae Aquamaps Native 2050 Raster,,Result Product 0a6036f3-c383-4d46-8f9a-3ce15ff9681e,,Result Product Name agaricia-grahamae-aquamaps-native-2050-raster,"This agaricia grahamae Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,,,,,,,Classification,agaricia-grahamae-aquamaps-native-2050-raster,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/agaricia-grahamae-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Aluterus heudelotii,,Result Product 735f4ba7-e543-4299-971e-eca2af0fc2ef,,Result Product Name aluterus-heudelotii1,"This Aluterus heudelotii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,,,,,,,Classification,aluterus-heudelotii1,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/aluterus-heudelotii1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Amblygobius albimaculatus,,Result Product 07f7a8b2-8a4b-4746-8e99-16506bd44a30,,Result Product Name amblygobius-albimaculatus1,"This Amblygobius albimaculatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,,,,,,,Classification,amblygobius-albimaculatus1,,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/amblygobius-albimaculatus1,,
1901-01-01T00:0000-01:00,FullLinkEntity,Person,Classification,2099-12-31T23:59:59-01:00,Acanthocardia tuberculata,,Result Product 7e0b3794-3636-4057-9552-9c5f05721a96,,Result Product Identifier 7e0b3794-3636-4057-9552-9c5f05721a96,"This Acanthocardia tuberculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,,,,,,,Classification,7e0b3794-3636-4057-9552-9c5f05721a96,,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/7e0b3794-3636-4057-9552-9c5f05721a96,,
