is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_endDate,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_type,is_destination_of_has_classification_type,is_destination_of_has_source_has_identifier_type,has_identifier_has_id_value,is_destination_of_has_source_has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_has_source_is_source_of_has_classification_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris Randalli Aquamaps Native Raster,,Result Product da28cbd1-4a28-46df-bdf1-708e5d4dc5ca,,Result Product Revision Identifier 0166be49-38e5-49c2-94d4-741a85aea038,"This Amblyeleotris Randalli Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,0166be49-38e5-49c2-94d4-741a85aea038,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/0166be49-38e5-49c2-94d4-741a85aea038,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,alepocephalus agassizii Aquamaps Native 2050 Raster,,Result Product 864a1653-c5a1-44b9-ae3d-6184c6b84cbe,,Result Product Name alepocephalus-agassizii-aquamaps-native-2050-raster,"This alepocephalus agassizii Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,alepocephalus-agassizii-aquamaps-native-2050-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/alepocephalus-agassizii-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion bicinctus,,Result Product 072a3998-1a4b-475e-b389-ff14c21a41f6,,Result Product Revision Identifier 369c8f80-dee5-4345-a26a-fb3f5431deea,"This Amphiprion bicinctus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,369c8f80-dee5-4345-a26a-fb3f5431deea,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/369c8f80-dee5-4345-a26a-fb3f5431deea,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Aipysurus laevis,,Result Product e24faf25-2893-4e04-943f-51932eb675d3,,Result Product Name aipysurus-laevis,"This Aipysurus laevis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,aipysurus-laevis,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/aipysurus-laevis,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acanthurus leucopareius,,Result Product 54473669-4213-46f3-b803-a40c153b1830,,Result Product Name acanthurus-leucopareius,"This Acanthurus leucopareius Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,acanthurus-leucopareius,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-leucopareius,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,anarhichas minor Aquamaps Native 2050 Raster,,Result Product 3dda1ed4-d0ea-4dfc-bec3-17ae44a90427,,Result Product Name anarhichas-minor-aquamaps-native-2050-raster,"This anarhichas minor Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,anarhichas-minor-aquamaps-native-2050-raster,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anarhichas-minor-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anguilla anguilla,,Result Product 1c86bcb3-ad3d-47ca-950d-338f807c4bb9,,Result Product Identifier 1c86bcb3-ad3d-47ca-950d-338f807c4bb9,"This Anguilla anguilla Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,1c86bcb3-ad3d-47ca-950d-338f807c4bb9,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/1c86bcb3-ad3d-47ca-950d-338f807c4bb9,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Alepes vari,,Result Product e3c66f22-d050-4a63-8236-21152ef2fd83,,Result Product Name alepes-vari1,"This Alepes vari Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,alepes-vari1,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alepes-vari1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis interrupta,,Result Product e650f64e-23f0-4726-8616-e11ad8cf2bf7,,Result Product Revision Identifier 9cafdea1-fb8c-4763-8382-c16b2edde7bc,"This Ambassis interrupta Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,9cafdea1-fb8c-4763-8382-c16b2edde7bc,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/9cafdea1-fb8c-4763-8382-c16b2edde7bc,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,acanthophora spicifera Aquamaps Native 2050 Raster,,Result Product 05c3386b-ab4c-4ab3-8baf-0669df99da3c,,Result Product Identifier 05c3386b-ab4c-4ab3-8baf-0669df99da3c,"This acanthophora spicifera Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,05c3386b-ab4c-4ab3-8baf-0669df99da3c,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/05c3386b-ab4c-4ab3-8baf-0669df99da3c,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Abudefduf troschelii,,Result Product 58640f61-a2c8-43a2-8311-842379329cec,,Result Product Name abudefduf-troschelii,"This Abudefduf troschelii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,abudefduf-troschelii,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-troschelii,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,alluroteuthis antarcticus Aquamaps Native 2050 Raster,,Result Product 8de08f16-2837-48c3-9b5f-7c008cae3319,,Result Product Name alluroteuthis-antarcticus-aquamaps-native-2050-raster,"This alluroteuthis antarcticus Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,alluroteuthis-antarcticus-aquamaps-native-2050-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/alluroteuthis-antarcticus-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acropora hyacinthus,,Result Product b21b2e4e-fbb2-4790-8feb-61b43ef26256,,Result Product Revision Identifier 4acf9c53-2439-413c-94ae-276968e28f00,"This Acropora hyacinthus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,4acf9c53-2439-413c-94ae-276968e28f00,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4acf9c53-2439-413c-94ae-276968e28f00,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ammothea magniceps,,Result Product 49c30706-16a5-4a32-9a4f-420661895241,,Result Product Identifier 49c30706-16a5-4a32-9a4f-420661895241,"This Ammothea magniceps Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,49c30706-16a5-4a32-9a4f-420661895241,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/49c30706-16a5-4a32-9a4f-420661895241,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,acipenser sturio Aquamaps Native 2050 Raster,,Result Product f0e4cba8-40af-4c1e-a490-c4c7c4adbc66,,Result Product Revision Identifier 348cbef7-f10e-4b54-81e7-8081220ff278,"This acipenser sturio Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,348cbef7-f10e-4b54-81e7-8081220ff278,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/348cbef7-f10e-4b54-81e7-8081220ff278,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblygaster leiogaster,,Result Product 25b39e91-01c9-455e-b3aa-7cd652cbea2b,,Result Product Name amblygaster-leiogaster3,"This Amblygaster leiogaster Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,amblygaster-leiogaster3,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblygaster-leiogaster3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthodasys aculeatus,,Result Product ae07171f-5479-482c-b96b-90780d31eb2a,,Result Product Revision Identifier de857a29-2e6e-4e39-85da-380bf0690c8e,"This Acanthodasys aculeatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,de857a29-2e6e-4e39-85da-380bf0690c8e,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/de857a29-2e6e-4e39-85da-380bf0690c8e,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aforia Multispiralis Aquamaps Native Raster,,Result Product 38180cdf-4687-4215-8d34-fd306d3106d7,,Result Product Revision Identifier 6a379ee4-9ecd-4b54-a746-d3745f4dee08,"This Aforia Multispiralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,FullLinkEntity,Classification,,6a379ee4-9ecd-4b54-a746-d3745f4dee08,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6a379ee4-9ecd-4b54-a746-d3745f4dee08,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,acanthohaustorius millsi Aquamaps Native 2050 Raster,,Result Product 2b1f422c-9018-4d45-86d4-8711c77e398d,,Result Product Name acanthohaustorius-millsi-aquamaps-native-2050-raster,"This acanthohaustorius millsi Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,FullLinkEntity,Classification,,acanthohaustorius-millsi-aquamaps-native-2050-raster,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthohaustorius-millsi-aquamaps-native-2050-raster,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Aldrovandia Oleosa Aquamaps Native Raster,,Result Product 1d4c91ba-06b3-49c7-8777-a01d1c0e34a7,,Result Product Revision Identifier 6808291d-4d58-42ed-8234-1f7acd73b613,"This Aldrovandia Oleosa Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,Measurement,FullLinkEntity,Classification,,6808291d-4d58-42ed-8234-1f7acd73b613,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/6808291d-4d58-42ed-8234-1f7acd73b613,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anguilla anguilla,,Result Product a543c18e-5744-49bd-88a2-69ad7e3d21bc,,Result Product Revision Identifier eb17654a-87f5-4a6d-a54b-24d2147fd24f,"This Anguilla anguilla Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,eb17654a-87f5-4a6d-a54b-24d2147fd24f,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/eb17654a-87f5-4a6d-a54b-24d2147fd24f,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Alabes parvula,,Result Product 3821ec37-484e-474e-b99a-cb0185d0d5e1,,Result Product Name alabes-parvula2,"This Alabes parvula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Product,FullLinkEntity,Classification,,alabes-parvula2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alabes-parvula2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Abudefduf notatus,,Result Product 982c2c73-5bfb-4051-beba-303a91c81f34,,Result Product Name abudefduf-notatus,"This Abudefduf notatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,abudefduf-notatus,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/abudefduf-notatus,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblyeleotris fontanesii,,Result Product f0a49e12-a4e1-4b7d-976b-445a2595e951,,Result Product Name amblyeleotris-fontanesii,"This Amblyeleotris fontanesii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Medium,LinkEntityWithProvisionOrderIPR,Classification,,amblyeleotris-fontanesii,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/amblyeleotris-fontanesii,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthurus albipectoralis,,Result Product beae3bca-de84-4988-b649-62c5077c7787,,Result Product Name acanthurus-albipectoralis3,"This Acanthurus albipectoralis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,acanthurus-albipectoralis3,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-albipectoralis3,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoa lamprotaenia,,Result Product 6e431696-3b31-4bae-ac6d-b6ee5267cf39,,Result Product Identifier 6e431696-3b31-4bae-ac6d-b6ee5267cf39,"This Anchoa lamprotaenia Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,Measurement,FullLinkEntity,Classification,,6e431696-3b31-4bae-ac6d-b6ee5267cf39,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6e431696-3b31-4bae-ac6d-b6ee5267cf39,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Ambassis natalensis,,Result Product 3c445f02-24f3-40e0-90b0-6248663228d2,,Result Product Identifier 3c445f02-24f3-40e0-90b0-6248663228d2,"This Ambassis natalensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,SimpleLinkEntity,,,Measurement,LinkEntityWithProvisionOrderIPR,Classification,,3c445f02-24f3-40e0-90b0-6248663228d2,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/3c445f02-24f3-40e0-90b0-6248663228d2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anampses geographicus,,Result Product 82a163fb-7132-4666-8f0d-91805d666599,,Result Product Name anampses-geographicus3,"This Anampses geographicus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,anampses-geographicus3,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anampses-geographicus3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amblycirrhitus bimacula,,Result Product 16168659-d862-4e9c-9bf3-74225cd64676,,Result Product Name amblycirrhitus-bimacula,"This Amblycirrhitus bimacula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,amblycirrhitus-bimacula,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/amblycirrhitus-bimacula,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthopagrus butcheri,,Result Product 6080461a-a28f-4c04-88cf-2706318f0807,,Result Product Identifier 6080461a-a28f-4c04-88cf-2706318f0807,"This Acanthopagrus butcheri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,SimpleLinkEntity,,,,FullLinkEntity,Classification,,6080461a-a28f-4c04-88cf-2706318f0807,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/6080461a-a28f-4c04-88cf-2706318f0807,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Amphiprion Melanopus Aquamaps Native Raster,,Result Product 4834eb00-dfb6-4285-8705-00dc2f9a6928,,Result Product Revision Identifier e1f7088d-e5a5-409c-b5d2-0861cbaf9f6d,"This Amphiprion Melanopus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,e1f7088d-e5a5-409c-b5d2-0861cbaf9f6d,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e1f7088d-e5a5-409c-b5d2-0861cbaf9f6d,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anarchias cantonensis,,Result Product eb5d65ed-72ed-4186-916b-e388e2afb494,,Result Product Name anarchias-cantonensis2,"This Anarchias cantonensis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,anarchias-cantonensis2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/anarchias-cantonensis2,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amblygaster sirm,,Result Product 02ba0fd4-3e1b-4053-8fd5-79eff7d986af,,Result Product Revision Identifier 30d92b39-1425-4f87-8180-7fe6f4fb4f1e,"This Amblygaster sirm Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,30d92b39-1425-4f87-8180-7fe6f4fb4f1e,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/30d92b39-1425-4f87-8180-7fe6f4fb4f1e,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Achirus achirus,,Result Product 83335d20-f7a9-4ae4-a877-b4829f437e16,,Result Product Name achirus-achirus2,"This Achirus achirus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,achirus-achirus2,,,Product,,string,http://www.vre4eic.com/ckancerif/resultProductName/achirus-achirus2,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acipenser Transmontanus Aquamaps Native Raster,,Result Product 2d3accc9-ac7d-48e5-a2fc-c09d1703692d,,Result Product Revision Identifier 4c395c2b-4dbe-46f6-b11a-89ba9f68b399,"This Acipenser Transmontanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,4c395c2b-4dbe-46f6-b11a-89ba9f68b399,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4c395c2b-4dbe-46f6-b11a-89ba9f68b399,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Acentronura tentaculata,,Result Product 92c5bc38-2cc3-4669-9a2b-0595cec5e06b,,Result Product Identifier 92c5bc38-2cc3-4669-9a2b-0595cec5e06b,"This Acentronura tentaculata Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,FullLinkEntity,Classification,,92c5bc38-2cc3-4669-9a2b-0595cec5e06b,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/92c5bc38-2cc3-4669-9a2b-0595cec5e06b,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alepocephalus agassizii,,Result Product de1c0667-258a-40dd-814e-2e4efe3e3068,,Result Product Revision Identifier 22fd865b-cd8b-4a3e-8d6d-ab3f3fc7187b,"This Alepocephalus agassizii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,LinkEntityWithProvisionOrderIPR,Classification,,22fd865b-cd8b-4a3e-8d6d-ab3f3fc7187b,,,Product,,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/22fd865b-cd8b-4a3e-8d6d-ab3f3fc7187b,,
