is_source_of_has_startDate,has_identifier_is_source_of_has_startDate,is_destination_of_has_source_type,is_source_of_has_classification_type,is_source_of_has_endDate,has_name,is_destination_of_has_startDate,label,is_destination_of_has_source_has_identifier_type,has_identifier_label,has_description,is_destination_of_has_source_is_source_of_has_startDate,is_destination_of_has_source_is_source_of_has_endDate,has_identifier_is_source_of_has_endDate,is_source_of_type,has_identifier_is_source_of_has_classification_type,is_destination_of_has_source_is_source_of_type,is_source_of_has_destination_type,is_destination_of_has_source_is_source_of_has_classification_type,is_destination_of_has_classification_type,is_destination_of_has_endDate,has_identifier_has_id_value,is_destination_of_has_source_is_source_of_has_destination_type,type,is_destination_of_type,has_identifier_type,has_identifier_has_URI,is_destination_of_has_source_has_identifier_has_URI,has_identifier_is_source_of_type
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Ambophthalmos angustus,,Result Product 760423bd-1df1-438d-b539-1da5e9477ef2,,Result Product Identifier 760423bd-1df1-438d-b539-1da5e9477ef2,"This Ambophthalmos angustus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,760423bd-1df1-438d-b539-1da5e9477ef2,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/760423bd-1df1-438d-b539-1da5e9477ef2,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amusium pleuronectes,,Result Product 78292145-a34e-48e7-af96-6898a94f9e9a,,Result Product Name amusium-pleuronectes3,"This Amusium pleuronectes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,Product,,Classification,,amusium-pleuronectes3,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/amusium-pleuronectes3,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anchoa walkeri,,Result Product 99d77af8-9c22-47e1-ae0d-a9b39a7488cf,,Result Product Identifier 99d77af8-9c22-47e1-ae0d-a9b39a7488cf,"This Anchoa walkeri Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,99d77af8-9c22-47e1-ae0d-a9b39a7488cf,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/99d77af8-9c22-47e1-ae0d-a9b39a7488cf,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abudefduf sparoides,,Result Product fe756140-1f91-42f4-b9d4-1922a15c0863,,Result Product Identifier fe756140-1f91-42f4-b9d4-1922a15c0863,"This Abudefduf sparoides Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,fe756140-1f91-42f4-b9d4-1922a15c0863,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/fe756140-1f91-42f4-b9d4-1922a15c0863,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Abralia Andamanica Aquamaps Native Raster,,Result Product 6f3f8ed2-e0b5-4ef4-8d58-e85a0bb5aac6,,Result Product Revision Identifier 33ecc5c8-efc7-41f3-9089-7ae7c7f0a138,"This Abralia Andamanica Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,,Classification,,33ecc5c8-efc7-41f3-9089-7ae7c7f0a138,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/33ecc5c8-efc7-41f3-9089-7ae7c7f0a138,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anisotremus davidsonii,,Result Product 019709f7-6d25-4bb6-9ba7-53fd8ef86737,,Result Product Name anisotremus-davidsonii3,"This Anisotremus davidsonii Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,anisotremus-davidsonii3,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/anisotremus-davidsonii3,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Angaria delphinus,,Result Product f9b77bee-05d8-4c9c-84f3-a9e1a8562d77,,Result Product Identifier f9b77bee-05d8-4c9c-84f3-a9e1a8562d77,"This Angaria delphinus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,f9b77bee-05d8-4c9c-84f3-a9e1a8562d77,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/f9b77bee-05d8-4c9c-84f3-a9e1a8562d77,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Anas crecca,,Result Product 7997d22f-14b1-473c-b3b6-0e9d0afc594d,,Result Product Name anas-crecca1,"This Anas crecca Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,anas-crecca1,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anas-crecca1,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthacaris tenuimana,,Result Product b6750a0f-c850-4865-b386-03493c3fc0bb,,Result Product Revision Identifier 22493c95-7531-4885-bb5c-e71e7f9a2f21,"This Acanthacaris tenuimana Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,22493c95-7531-4885-bb5c-e71e7f9a2f21,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/22493c95-7531-4885-bb5c-e71e7f9a2f21,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Ambassis gymnocephalus,,Result Product dac58752-6973-4ba5-91e9-f04018487f36,,Result Product Identifier dac58752-6973-4ba5-91e9-f04018487f36,"This Ambassis gymnocephalus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,Measurement,,Classification,,dac58752-6973-4ba5-91e9-f04018487f36,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/dac58752-6973-4ba5-91e9-f04018487f36,,
2017-11-25T16:13:48.853611,,Publication,Classification,2099-12-31T23:59:59-01:00,Albula vulpes,,Result Product ab941cad-af72-4f19-80d1-3ecd1ddb4578,,Result Product Name albula-vulpes1,"This Albula vulpes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,Measurement,,Classification,,albula-vulpes1,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/albula-vulpes1,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,acanthostracion polygonius Aquamaps Native 2050 Raster,,Result Product 0f8a7cab-6e42-4d53-b6da-d409c4c3aae6,,Result Product Revision Identifier 2579b5a4-2bda-4444-ab2b-b47657e11004,"This acanthostracion polygonius Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,Measurement,,Classification,,2579b5a4-2bda-4444-ab2b-b47657e11004,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/2579b5a4-2bda-4444-ab2b-b47657e11004,,
2017-11-29T08:11:55.599018,,Person,string,2099-12-31T23:59:59-01:00,Ampelisca brevicornis,,Result Product 44c4d74e-4dd5-4248-b9b9-36e44c4c7169,,Result Product Name ampelisca-brevicornis3,"This Ampelisca brevicornis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,SimpleLinkEntity,,,,,Classification,,ampelisca-brevicornis3,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductName/ampelisca-brevicornis3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,achirus scutum Aquamaps Native 2050 Raster,,Result Product 7c5b1cd7-b32f-4889-bd10-d275dd534b5a,,Result Product Revision Identifier a683c155-315d-4c1c-b78f-435e613c04e5,"This achirus scutum Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,a683c155-315d-4c1c-b78f-435e613c04e5,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/a683c155-315d-4c1c-b78f-435e613c04e5,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Amphichthys cryptocentrus,,Result Product cdeead6d-ef0e-4e5d-9b00-e4d5ed61fa53,,Result Product Identifier cdeead6d-ef0e-4e5d-9b00-e4d5ed61fa53,"This Amphichthys cryptocentrus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable 2050 maps_SuitableRange2050 dataset, generated using AquaMaps SuitableRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,cdeead6d-ef0e-4e5d-9b00-e4d5ed61fa53,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/cdeead6d-ef0e-4e5d-9b00-e4d5ed61fa53,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acipenser Sturio Aquamaps Native Raster,,Result Product 63867b55-a7bc-4f9f-acdf-7790560bbaa5,,Result Product Identifier 63867b55-a7bc-4f9f-acdf-7790560bbaa5,"This Acipenser Sturio Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,63867b55-a7bc-4f9f-acdf-7790560bbaa5,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductIdentifier/63867b55-a7bc-4f9f-acdf-7790560bbaa5,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Allenbatrachus Reticulatus Aquamaps Native Raster,,Result Product c704d5ce-33c3-414b-be8e-a52d5dbfa34d,,Result Product Name allenbatrachus-reticulatus-aquamaps-native-raster,"This Allenbatrachus Reticulatus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,allenbatrachus-reticulatus-aquamaps-native-raster,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/allenbatrachus-reticulatus-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,"Annual catch of tuna, tuna-like and shark species in the West Pacific Ocean (1950-2015) (WCPFC level 0)",,Result Product 89d9e731-4110-4b75-85b9-653d44aefe10,,Result Product Revision Identifier 58d38cbf-c077-4b89-89e8-affc8cf6e19d,"This dataset lists catch of tuna, tuna-like and shark species from the Western and Central Pacific Fisheries Commission (WCPFC) from 1950 to 2015. Catches are stratified by year, species, fishing gear, vessel flag reporting country. It corresponds to the catch part of the WCPFC nominal catch (task1) dataset.

This dataset was downloaded on the WCPFC website. It was then restructured to be in line with the Sardara database structure (columns normalization, names, etc.). However the content of data and the code lists were kept exactly as their are available in the source dataset.

The description below (caracteristics, specific issues and problems that need to be taken into account) is extracted from the WCPFC web page where the dataset has been downloaded.

Caracteristics, specific issues and problems that need to be taken into account :

The tables of catch statistics cover the main commercial tuna and billfish species caught in the region: albacore (Thunnus alalunga), bigeye (Thunnus obesus), skipjack (Katsuwonus pelamis), yellowfin (Thunnus albacares), black marlin (Makaira indica), blue marlin (Makaira nigricans), striped marlin (Tetrapturus audax) and swordfish (Xiphias gladius). The WCFPC, through their member countries, are now obliged to compile estimates of key shark species, some of which are now covered in the longline fleet tables: blue shark (Prionace glauca), silky shark (Carcharhinus falciformis), oceanic whitetip shark (Carcharhinus longimanus) and mako sharks (Isurus spp.). Catches of other species are not covered explicitly, and discards are not considered.

The main industrial fishing methods employed in the WCPFC region include longline, pole-and-line, purse seine and troll. The domestic fisheries of Indonesia and the Philippines employ several other methods. Driftnet fishing for albacore in the South Pacific Ocean ceased in 1991. Individual fleets presented herein cover vessels that are flagged to that nation and those vessels considered to be 'chartered' according to the WCPFC Conservation and Management Measure (CMM-2012-05) on Charter Notification.

For the purse-seine fishery, recent studies using observer data (e.g. Lawson, 2007, Lawson, 2010, Lawson, 2012, Lawson, 2013, Lawson, 2014, Hampton and Williams, 2011, Hampton and Williams, 2015) show that the logsheet-reported catch, mainly for associated sets, should contain higher quantities of yellowfin and bigeye tuna that have been misreported as skipjack tuna. Purse-seine catch estimates that have been adjusted with species compositions determined from observer grab samples corrected for size selectivity bias (see Lawson, 2010, Lawson, 2012, Lawson, 2013, and Lawson, 2014) are presented herein as the best available WCFPC purse-seine catch estimates for skipjack, yellowfin and bigeye tuna. All composite tables and figures referring to purse-seine species catch are consistent with these estimates. The estimates of purse seine catch by species may differ from the original estimates provided by WCPFC member countries for their fleets, but total purse seine catch will not differ. The purse seine species catch estimates are produced from statistical models and will therefore change from year to year as more data become available.

For the longline fishery, estimates of key shark species have improved in recent years but for most fleets remain uncertain due to (i) clear under-reporting of catches, or (ii) very low coverage of observer data used to estimate these catches.

The tables of annual catch estimates for individual fleets cover those years during which the fleet is known to have fished; the lack of recent years in a table implies that the fleet has ceased fishing.

The sources of the estimates are available from the SPC Oceanic Fisheries Programme.",,,,SimpleLinkEntity,,,,,Classification,,58d38cbf-c077-4b89-89e8-affc8cf6e19d,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/58d38cbf-c077-4b89-89e8-affc8cf6e19d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,adamussium colbecki Aquamaps Native 2050 Raster,,Result Product 87b25806-99ca-4887-93f4-30dcad6555d6,,Result Product Revision Identifier 969de82e-2e85-479f-ac59-0178535723e3,"This adamussium colbecki Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,969de82e-2e85-479f-ac59-0178535723e3,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/969de82e-2e85-479f-ac59-0178535723e3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acanthaphritis grandisquamis,,Result Product a54b81b1-15fb-4ca6-9e57-e5757fb210d8,,Result Product Name acanthaphritis-grandisquamis1,"This Acanthaphritis grandisquamis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,acanthaphritis-grandisquamis1,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/acanthaphritis-grandisquamis1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus spongiarum,,Result Product bb08f435-8e23-4e61-a2e2-28c208fff816,,Result Product Name alpheus-spongiarum,"This Alpheus spongiarum Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,alpheus-spongiarum,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/alpheus-spongiarum,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alluroteuthis Antarcticus Aquamaps Native Raster,,Result Product 5d83b332-3daf-4f72-84bb-83a674e6c0e4,,Result Product Revision Identifier 4f135a55-729e-4a3b-b791-fd6bbe558cfd,"This Alluroteuthis Antarcticus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,4f135a55-729e-4a3b-b791-fd6bbe558cfd,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4f135a55-729e-4a3b-b791-fd6bbe558cfd,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Anodontia vesicula,,Result Product 17db14a4-6190-446a-8d3a-edd9155c4b38,,Result Product Name anodontia-vesicula3,"This Anodontia vesicula Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,,Classification,,anodontia-vesicula3,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductName/anodontia-vesicula3,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Adacnarca nitens,,Result Product 5c220936-41d4-49d2-a8ee-ee5260becdb8,,Result Product Revision Identifier 4c4a5d13-0a98-48dd-8a17-b80743e7ca46,"This Adacnarca nitens Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine.In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,4c4a5d13-0a98-48dd-8a17-b80743e7ca46,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4c4a5d13-0a98-48dd-8a17-b80743e7ca46,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alburnus alburnus,,Result Product cdf1713d-ea82-4d17-8d76-68848b6e7608,,Result Product Identifier cdf1713d-ea82-4d17-8d76-68848b6e7608,"This Alburnus alburnus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,cdf1713d-ea82-4d17-8d76-68848b6e7608,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/cdf1713d-ea82-4d17-8d76-68848b6e7608,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alpheus nuttingi,,Result Product 0cf72012-50b0-47f2-b141-27a0b3b88714,,Result Product Identifier 0cf72012-50b0-47f2-b141-27a0b3b88714,"This Alpheus nuttingi Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using AquaMaps NativeRange algorithm.",,,,SimpleLinkEntity,,,,,Classification,,0cf72012-50b0-47f2-b141-27a0b3b88714,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/0cf72012-50b0-47f2-b141-27a0b3b88714,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Acanthurus Tristis Aquamaps Native Raster,,Result Product ce26aee2-4925-4439-93d6-986e52f74a1b,,Result Product Name acanthurus-tristis-aquamaps-native-raster,"This Acanthurus Tristis Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,FullLinkEntity,,,,,Classification,,acanthurus-tristis-aquamaps-native-raster,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/acanthurus-tristis-aquamaps-native-raster,,
1901-01-01T00:0000-01:00,,Publication,Classification,2099-12-31T23:59:59-01:00,Aceroides latipes,,Result Product 4d16ee53-02d3-4b11-ba19-466e66d6f6c2,,Result Product Name aceroides-latipes,"This Aceroides latipes Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,aceroides-latipes,,Product,FullLinkEntity,string,http://www.vre4eic.com/ckancerif/resultProductName/aceroides-latipes,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Anisochromis kenyae,,Result Product f9f7b487-6937-4626-8d28-1e64e170cf37,,Result Product Revision Identifier 52dc1090-39fe-411c-91f1-9ba85ef7fa80,"This Anisochromis kenyae Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,FullLinkEntity,,,,,Classification,,52dc1090-39fe-411c-91f1-9ba85ef7fa80,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/52dc1090-39fe-411c-91f1-9ba85ef7fa80,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Acrocephalus scirpaceus,,Result Product 8a2bb619-ef95-4043-8f09-d8904aae5e1d,,Result Product Identifier 8a2bb619-ef95-4043-8f09-d8904aae5e1d,"This Acrocephalus scirpaceus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater suitable dataset, generated using AquaMaps SuitableRange algorithm.",,,,SimpleLinkEntity,,,,,Classification,,8a2bb619-ef95-4043-8f09-d8904aae5e1d,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/8a2bb619-ef95-4043-8f09-d8904aae5e1d,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Achirus mazatlanus,,Result Product b4f3229f-0928-4468-99ac-f6ba9111234c,,Result Product Revision Identifier 4000c854-7230-4bc7-817c-efcd753d2a81,"This Achirus mazatlanus Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC 2050 Native Range dataset, generated using AquaMaps NativeRange2050 algorithm.",,,,FullLinkEntity,,,,,Classification,,4000c854-7230-4bc7-817c-efcd753d2a81,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/4000c854-7230-4bc7-817c-efcd753d2a81,,
1901-01-01T00:0000-01:00,,OrganisationUnit,Classification,2099-12-31T23:59:59-01:00,Abramis brama,,Result Product ad868151-1f82-4500-8fb4-435ae3ef71b7,,Result Product Revision Identifier e2940cab-5a69-4a86-b15e-baa4798984a5,"This Abramis brama Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Freshwater native dataset, generated using AquaMaps NativeRange algorithm.",,,,FullLinkEntity,,,,,Classification,,e2940cab-5a69-4a86-b15e-baa4798984a5,,Product,FullLinkEntity,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/e2940cab-5a69-4a86-b15e-baa4798984a5,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,Alectis ciliaris,,Result Product 31ba4c0d-c689-44ca-ba3e-7148c838bdd1,,Result Product Identifier 31ba4c0d-c689-44ca-ba3e-7148c838bdd1,"This Alectis ciliaris Species Distribution Map has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the Default Suitable maps_SuitableRange dataset, generated using AquaMaps SuitableRange algorithm.",,,,SimpleLinkEntity,,,,,Classification,,31ba4c0d-c689-44ca-ba3e-7148c838bdd1,,Product,LinkEntityWithProvisionOrderIPR,string,http://www.vre4eic.com/ckancerif/resultProductIdentifier/31ba4c0d-c689-44ca-ba3e-7148c838bdd1,,
1901-01-01T00:0000-01:00,,Person,Classification,2099-12-31T23:59:59-01:00,acropora speciosa Aquamaps Native 2050 Raster,,Result Product 103576b6-6ddc-412e-a460-4c3c23fd2e69,,Result Product Revision Identifier fc32b60c-ff32-4437-a261-40586e3455e1,"This acropora speciosa Species Distribution Map for 2050 has been generated with the AquaMaps methodology by exploiting the technology and the computational resources provided by iMarine. In particular, this map has been produced using the HSPEC Native Range dataset, generated using the AquaMaps NativeRange 2050 algorithm. Hosted on the D4Science Thredds CataSystem.out.println: http://thredds.d4science.org",,,,SimpleLinkEntity,,,,,Classification,,fc32b60c-ff32-4437-a261-40586e3455e1,,Product,LinkEntityWithProvisionOrderIPR,FederatedIdentifier,http://www.vre4eic.com/ckancerif/resultProductRevisionIdentifier/fc32b60c-ff32-4437-a261-40586e3455e1,,
