unknown,postcode,city,country,postcode,city,country,house_number,house_number,unknown,unknown
BUITI001,2801 DG,DEN HAAG,,2993 LK,DOETINCHEM,,3253,5,,ACTAX001
SNIJX001,9291 MB,UTRECHT,,9285 NH,BREDA,,349,629,1000.0,BOELS001
QUALM001,7683 AW,HETEREN,NL,3542 EC,,NL,21,8,1000.0,VISSE012
STEGE003,1967 DB,BORNE,NL,1704 RH,,NL,8080,36 d,1000.0,OMMER003
ZOMER005,4800 DG,EDE,NL,3316 LG,ARNHEM,NL,7235,5,1000.0,FERRO001
PLUSS001,1108 AB,HEERENVEEN,NL,7559 PJ,ALMELO,NL,34,15-17,1000.0,IPMAC001
RETRA001,3008 AK,ZWOLLE,,4147 BR,SITTARD,NL,71A,24,1000.0,KOKSA001
WALLA001,5346 KG,MAARSSEN,NL,3971 MJ,HASSELT,NL,25,24,1000.0,MENNE003
RAILT006,2491 ED,IJLST,,6225 XW,BREDA,NL,1,91,1000.0,KLEIN008
BARNS001,5241 JZ,HOOFDDORP,NL,7559 SW,,NL,79,7,1000.0,ATMIL001
SWAGE001,1380 AA,HAAKSBERGEN,NL,6669 CJ,BODEGRAVEN,NL,48,13,1000.0,WAALX008
MULDE010,3502 HA,LELYSTAD,NL,3961 MV,ZWIJNDRECHT,NL,,15,1000.0,HAKRO001
VERSC006,3500 GA,ARNHEM,NL,9731 AX,,NL,5,33,1000.0,SCHOU001
SIMON002,2665 ZG,AMERSFOORT,,4791 RP,AMSTERDAM,NL,54,,1000.0,PONTM013
RAILW004,6716 AK,Rotterdam,NL,...,HAAKSBERGEN,NL,7,519,1000.0,ONTSX001
MANUL002,1200 AW,STEIN,NL,7556 BM,EINDHOVEN,NL,106,36,1000.0,STOKV004
BRAND019,5100 AH,HENGELO,NL,..,DELFGAUW,NL,,,1000.0,MAASG002
PERSL002,2396 AS,LELYSTAD,NL,6716 AK,WEERT,NL,14,225,,VIALI008
LEV03239,8001 BC,BEVERWIJK,NL,,TILLIGTE,NL,12,14,,VRSRA001
HEEZI003,2741 PG,ZWOLLE,NL,,CAPELLE AD IJSSEL,NL,,82,1000.0,DRIMM001
HAMXX003,5520 AA,MEPPEL,NL,8321 WX,,NL,119,151,,STRWO004
LEV04180,3301 DB,EGMOND AAN ZEE,,5657 EE,ALPHEN AAN DEN RIJN,,5649,169,1000.0,VERME004
BUSIN013,7740 AE,ROOSENDAAL,NL,3542 DA,ROTTERDAM,NL,6131,2,1000.0,IJSSE010
ROWIJ001,8060 AB,DEVENTER,NL,2903 LB,,NL,30,29,1000.0,BLANK001
LEV02455,3860 BC,RIDDERKERK,NL,7575 BB,AMERSFOORT,NL,31,26,1000.0,LEV04084
NEERV001,6199 ZN,NAARDEN,NL,3336 LG,BENNEKOM,NL,15b,,1000.0,MEDIA009
DIGIT002,3360 AC,SITTARD,NL,,S-HERTOGENBOSCH,,136,210-212,1000.0,GKNSX001
LEV00248,6658 KE,GROOT-AMMERS,,5232 AC,,NL,,110,1000.0,DUOMA001
WOLVE001,8004 DC,STEENWIJK,NL,,ROTTERDAM,,125,101,1000.0,KONIN034
LEV01633,3905 NL,VLIELAND,NL,6121 PA,TEGELEN,NL,26,140,1000.0,RHIWA001
MULDE001,5249 JZ,ALPHEN AAN DEN RIJN,NL,7325 WT,DUIVENDRECHT,NL,1059,13a,1000.0,BOELS046
BOMAS001,6641 TL,TOLKAMER,,6644 DZ,ZAANDAM,NL,3,,1000.0,GERRI017
PROCI002,9600 AG,ASTEN,NL,6662 PV,WESSEM,NL,,,1000.0,KSREC001
WORKX001,4190 CB,APELDOORN,NL,4825 AP,DORDRECHT,NL,2,57A,1000.0,LEV00174
STIJN002,2273 BW,ZWIJNDRECHT,NL,1521 RL,,NL,72,79,1000.0,METAL002
LEEMA003,3433 PE,SPAARNDAM,,3542 DA,CAPELLE AAN DEN IJSSEL,NL,1025,,,LEV03083
LEV04132,3130 AB,Weil am Rhein,NL,7671 AV,DEN HAAG,NL,14,118,1000.0,LEV04004
VOORT005,3600 BA,BREDA,NL,7731 SM,AMSTERDAM,,20,,1000.0,VLOED001
GEVEK002,2508 GM,ZOETERMEER,NL,3542 AP,SLIEDRECHT,NL,22,15,,FRIAN001
RAILL035,8801 RA,BREUKELEN,NL,1976 CM,DEN HAAG,NL,,8,1000.0,LEV00846
MILLI001,8000 AB,HOOFDDORP,NL,5711 EG,NIJMEGEN,NL,22,12,1000.0,HRAXX001
LEV02654,3503 RB,NIEUWEGEIN,NL,1046 AS,HAARLEM,NL,89,130,1000.0,MARKU001
INDUT001,8383 EA,KOUDEKERK A/D RIJN,NL,9061 DB,,NL,115,31,1000.0,KLEVE004
BRUGG004,3330 AH,DEURNE,NL,4762 AV,DEVENTER,NL,209,85 a,1000.0,CONRA004
LEV04088,3439 LD,WORMERVEER,NL,3903 KG,DEN HAAG,,184,2,,LEV02184
MORSS001,3534 AP,AMSTERDAM,NL,2921 LT,,NL,26,70,1000.0,HEDEM001
ERIKS005,8440 AP,VENLO,NL,7332 BB,,NL,83-85,11,1000.0,PROFI004
HEUVE024,3600 BA,NAARDEN,NL,3738 MA,,NL,9,30,1000.0,WETER001
JONGE015,4760 AD,ROTTERDAM,NL,4845 EC,HATTEM,NL,230,10,1000.0,ESTON001
LACXX001,5300 AG,Lisse,NL,4207 HB,,NL,,31,1000.0,KONIN022
RUBUX001,3000 AB,WERKENDAM,NL,,DUIVEN,NL,,14,,LEV02393
JANSS040,7207 BJ,MAARSSEN,,8801 GJ,AMSTERDAM,NL,42,10,1000.0,GEKAS002
ESZET001,2101 JD,UTRECHT,NL,6991 GV,OMMEN,,173,,1000.0,PCOIN001
VOSKA001,7722 HV,KERKRADE,NL,3465 JM,,NL,1050,24-26,1000.0,LEV03611
INNOT001,1000 AZ,ROTTERDAM,NL,2292 JM,SCHIEDAM,NL,3,2,1000.0,WISSE001
EIJER002,1329 BH,HENDRIK-IDO-AMBACHT,NL,3542 DA,WERKENDAM,,14,,1000.0,HARTO007
DIKKE010,3340 AG,ZWIJNDRECHT,,1627 LH,ZALTBOMMEL,NL,12,31,1000.0,NANNO001
NAUTI001,7320 AD,KOLLUM,NL,3503 RB,KWADIJK,NL,53k,48R,,ABCWE001
HAARM003,2516 AK,HENGELO,,5616 RB,APELDOORN,NL,,10,1000.0,TCPMX001
DISTR004,3972 LE,DORDRECHT,NL,3752 LP,UTRECHT,NL,68,12,1000.0,KLAVE004
HOMIJ003,3301 AA,HAPERT,NL,3311 BV,HOOFDDORP,,2,29,1000.0,SITAX002
CUSTO002,4251 PT,KAMPEN,,,,NL,2632,2,,LEV00744
VERST009,3600 BA,TIEL,NL,2584 AA,TIEL,NL,111,,1000.0,VELDT002
REEFX005,7591 HG,VLAARDINGEN,NL,,TILBURG,NL,,12,1000.0,INTER061
4000,3600 BA,BERGENTHEIM,NL,7207 BJ,BREDA,NL,,,1000.0,HOGES003
IDSER001,3500 AA,GORINCHEM,NL,2700 AD,ROERMOND,NL,145B,6,,LEV04205
SCHIP001,6000 AD,S HEERENBERG,NL,3542 DA,DORDRECHT,NL,18,3,1000.0,PNOCO001
MAMMO003,1200 AW,CAPELLE AAN DEN IJSSEL,NL,3439 ME,GEESTEREN,NL,3440,101,1000.0,LENNO001
LEV04188,3180 AA,PAPENDRECHT,NL,,WIJCHEN,NL,4,15,1000.0,SRAIL001
VVRVX001,3862 NL,SITTARD,NL,1852 VD,GOES,NL,11,,1000.0,ATSXX001
BOUWX004,7550 AZ,AMSTERDAM,NL,4651 TA,,NL,7,29,1000.0,ID310002
PUTKA001,3454 ZG,WEESP,NL,8305 BB,,NL,16,8,1000.0,LANGU003
DSIGN001,3000 AS,NUNSPEET,NL,,KOUDEKERK AAN DEN RIJN,NL,19,126,1000.0,LEV03961
BOERX037,2700 AD,ZALTBOMMEL,NL,,,NL,1025,4149,,VEMEW001
OLIFA001,2461 EM,ULESTRATEN,NL,2631 XD,DORDRECHT,,,1,1000.0,MINID001
BKSUR001,6662 NE,BEUNINGEN,,,,NL,16,3,1000.0,RENTO008
LOGEI001,1320 AC,EGMONDE AAN DE HOEF,NL,6114 JG,DEDEMSVAART,NL,41,14,1000.0,VEAMA001
HBSGR001,3082 DA,HARDENBERG,,,VENLO,NL,8a,8,1000.0,TOTAA002
LEV01089,4130 EE,UTRECHT,NL,5281 RV,,NL,8A,,,DELFT012
DORPX002,1430 BC,ELST,NL,4251 NR,DEN HAAG,NL,10,,1000.0,LEV00523
TIGRA002,1017 WS,KAMPEN,NL,1382 GS,ZAANDAM,NL,20,,1000.0,ALLDO001
GRAAF011,4904 PA,DEN HAAG,NL,1322 CK,ALMERE,NL,,18,1000.0,LEV00282
DRIES015,3504 AA,VENLO,NL,6673 DR,,NL,32,,1000.0,LEV00776
LEV04093,3998 NH,SITTARD,NL,2451 VC,GOUDERAK,NL,93,48,1000.0,DRAKA001
TRACT001,4818 CP,ZOETERMEER,NL,,,,,34,1000.0,HURRI002
LOGIT001,2800 AV,ZWOLLE,NL,,BREDA,NL,68,11,1000.0,TVILI001
INSIG002,5951 DB,DEN HAAG,NL,,SCHOONDIJKE,NL,,2,1000.0,FABOR016
LEV04096,3433 PN,GIETEN,NL,2651 BC,HORST,,246,7,1000.0,BOELS064
AEPIN001,2950 AC,BARENDRECHT,NL,1507 CG,,,11,4,1000.0,KOKXX002
JOOST001,1300 BK,CAPELLE AAN DEN IJSSEL,,6716 AE,DALFSEN,NL,7,3,1000.0,NABXX002
EMPEL002,8304 AH,Schoten,NL,6666 LS,,NL,251,,1000.0,LEV04097
JULIU001,6691 AT,ARNHEM,NL,5391 AV,SITTARD,NL,9,8,1000.0,ESBCH001
WACKE001,2290 AE,TERBORG,,,ZUTPHEN,NL,5,17,1000.0,LEV03271
AGBXX001,1812 PS,MIJDRECHT,,8102 PH,VENLO,NL,16068,37,1000.0,HEGEX002
MAXIM001,3543 AD,GELEEN,NL,3953 BZ,APELDOORN,NL,15,2,1000.0,BRAIN001
NEDKU001,1620 AH,DEVENTER,,2182 DJ,,NL,47,10L,1000.0,DUFEC001
INTRA002,1014 BB,NIJEVEEN,NL,,HEERENVEEN,NL,508,175a,1000.0,UCENT002
ELEKT015,3991 AS,MAASTRICHT,NL,2908 LT,LUNTEREN,NL,8051,44,,KNOEF001
LEV02837,6669 ZG,SOESTERBERG,NL,1052 XJ,BARNEVELD,NL,479,26,1000.0,VOLKE003
SRMAT003,7556 BP,HENGELO,,2681 TV,,,9,5,1000.0,LEV04092
LEV00289,3212 LR,GOUDA,NL,1322 BN,,NL,,304,1000.0,CYCLE001
CEGEK001,7418 CH,Zierikzee,NL,7532 SX,,NL,292,37,,MELKO001
LEV02304,5580 AB,UITWIERDE,NL,6826 TM,,NL,,16A,1000.0,STEEN007
IMBEM002,6216 PP,MAARSSEN,NL,3235 XE,ZETTEN,NL,,15,1000.0,KUIPE003
JACKO001,3438 MR,VUGHT,NL,3821 BG,DEN HAAG,NL,54,21,,LEV03793
ACCUX003,4453 ZG,Heerenveen,NL,,UTRECHT,NL,21,,1000.0,OLIEM001
BSEYM001,2825 BP,APELDOORN,NL,,RIDDERKERK,NL,37,,,DIRKS001
OTDXX001,2001 HN,AMSTERDAM,NL,,KOOG AAN DE ZAAN,NL,,139,1000.0,VISOT001
RBMGX001,2952 CA,PAPENDRECHT,NL,5061 PM,,NL,30,2,1000.0,JEURR001
KEYTE001,3953 BZ,HILVERSUM,NL,1446 WR,,,19172,161,1000.0,FUGRO001
GEZEX001,4878 AM,ARNHEM,,2952 AD,HOOGEZAND,NL,35,231,1000.0,BROOD005
CANON001,2586 BX,UTRECHT,NL,7300 AC,ALMERE,NL,111,,,ADSGR001
PIRTE010,2993 LW,HATTEM,NL,8096 MC,ALKMAAR,NL,11 f-h,47,1000.0,ALTEC001
DOKKU001,4191 PB,GOUDA,NL,5346 KG,MAASTRICHT,NL,1,141,1000.0,DOBIT001
LEV01785,2400 CA,PRINSENBEEK,NL,3621 ZA,UTRECHT,NL,106,5501,1000.0,CENTR015
BROUW001,3540 AB,DELFZIJL,NL,3079 DN,,NL,,35,,BRIMO001
EKOXX001,4811 GB,Smilde,NL,3115 HC,DEN HAAG,NL,45,17,1000.0,HOLLA047
LOOPE001,6503 GC,DORDRECHT,NL,7556 BN,BREDA,NL,5042,3,1000.0,SCHRI007
REIMI002,2952 AT,ZALTBOMMEL,NL,3313 CS,BARENDRECHT,,856,,1000.0,KAMER005
DOLMA006,3451 CB,DALFSEN,NL,4147 BR,DORDRECHT,NL,28,44,1000.0,LEV04108
DOCOX001,1300 BA,MAARSSEN,NL,2725 BL,ROTTERDAM,NL,56,46,1000.0,HEIJN002
EBIKE001,3318 LA,HILVERSUM,,4879 NP,UTRECHT,NL,,5,1000.0,LEV00653
BOONZ004,7722 KV,Capelle a/d ijssel,NL,1689 AK,ALKMAAR,NL,6,2,1000.0,BUKOX004
BRAMM001,3742 GC,TWELLO,NL,2404 CB,,NL,114,37,1000.0,JONGI001
LEV00724,6987 ER,AMERSFOORT,NL,7559 SC,ZOETERWOUDE,NL,1025,11,,MERCE002
BOELS001,2130 AL,LEIDERDORP,NL,4413 AB,HEERJANSDAM,NL,159,4,1000.0,ESBGR001
DURAV006,1949 BD,BERKEL-ENSCHOT,NL,7312 RW,SOEST,NL,100,2,1000.0,KABEL001
AEDSO001,3768 AA,ROTTERDAM,,...,ALPHEN AAN DEN RIJN,NL,86,,1000.0,DKMXX001
PONXX001,3815 KL,MAARSSEN,NL,7844 TC,,NL,7,,1000.0,LEV03587
WIELX002,1014 AN,OUDEGA,NL,8243 PE,VLAARDINGEN,NL,27-33,2,1000.0,KEIJB001
DELTA018,7645 AB,Hengevelde,NL,2635 BZ,CAPELLE AAN DEN IJSSEL,NL,37,62,1000.0,STIHO002
LEV04077,3760 AC,VLAARDINGEN,NL,7933 TM,ARKEL,NL,,77,1000.0,KDZEX001
MARIJ001,1098 XH,Vianen,NL,1101 CD,ROTTERDAM,NL,107,9,1000.0,HULZE001
VAHSE001,3970 AB,ZEEWOLDE,NL,,ALKMAAR,NL,8,739,1000.0,OUTIN001
PICTO001,D-01079,HAAKSBERGEN,NL,,DORDRECHT,NL,2,,1000.0,KIEVI002
STRAA007,2650 AB,HOUTEN,NL,1329 BH,ALMERE,NL,16,36A,1000.0,TMCNE001
SIKKE008,2001 HN, WEZEP,NL,,,,65,3,1000.0,LUXSY001
BONDE001,4243 JP,SITTARD,NL,8701 PG,UTRECHT,NL,459 B,15,1000.0,HUISM011
ANAME001,3600 BA,AALSMEER,NL,6604 BS,ALBLASSERDAM,NL,40329,2,1000.0,LASTE001
SIJBE001,4700 BE,Druten,NL,2408 BZ,ENSCHEDE,NL,25,,1000.0,LEV01112
VINKX004,7587 ZG,ENSCHEDE,NL,7683 AW,HEERHUGOWAARD,NL,65,2,1000.0,LEV00128
DUPOR001,3508 AG,HILVERSUM,NL,6468 ES,,,,40,1000.0,ERGOO001
KONIN039,4700 BR,TWELLO,NL,3602 AP,,NL,,15,1000.0,CABLE001
KEULE002,2288 EK,DEVENTER,NL,,EINDHOVEN,NL,30,838,,HYDRO005
LEV03610,6710 BC,ROTTERDAM,NL,3361 HJ,LEEUWARDEN,NL,453,62,1000.0,NETJE001
HULST001,6032 6,HENGELO,NL,5015 TA,,NL,,8,1000.0,ELMET001
LEV00249,2396 AP,DE MEERN,NL,8051 CM,RIJSWIJK,NL,9,2a,1000.0,BONDE001
REKOX002,5642 JC,MEPPEL,NL,5015 BM,OOSTERHOUT,NL,8,24,1000.0,DERKS001
WATER046,3543 HZ,LISSE,NL,,MARIENBERG,,48,282,1000.0,CROSS002
H4ABO001,7556 NC,BERGEN OP ZOOM,NL,7722 GA,HEERENVEEN,,15a,,,JAGTX002
LEV04199,7550 AD,ARKEL,,3000 AS,UTRECHT,NL,430,61,1000.0,LEV00002
MINIS015,7550 AR,NIEUWEGEIN,NL,3542 AP,STAPHORST,NL,28,,1000.0,TEXTI001
KDZEX001,3542 SA,VEGHEL,NL,..,BROEKLAND,,27,1534,1000.0,GRAAF011
MANUL001,5145 PV,OOSTERHOUT,NL,7131 PG,HOOGEVEEN,NL,7,2-Apr,1000.0,MORSE001
LEV03737,3571 EE,Maarssen,NL,3534 AC,WERKENDAM,NL,220,8,1000.0,LEV04091
DIKKE008,8441 GC,AMERSFOORT,NL,3335 LR,WIJK BIJ DUURSTEDE,NL,115,8,1000.0,BOUWC001
VIDEO001,8440 AP,ROZENBURG,NL,5642 JJ,EIJSDEN,NL,3,8,1000.0,FABOR005
LEV00447,2980 AD,ROTTERDAM,NL,1014 BK,ZEEWOLDE,NL,8,27-33,1000.0,LEV04188
LEV02924,3430 AA NIEUWEGEIN,UTRECHT,NL,,ROZENBURG,,118,,1000.0,BOELS003
ELINC001,3990 DD,NIJKERK,,3300 AV,ROTTERDAM,NL,,,1000.0,HOEFN002
VOITH005,2672 GD,GOUDA,NL,,AMERSFOORT,NL,36A,38,,ETTEN001
STANL002,6181 JX,UTRECHT,,3905 NL,UTRECHT,NL,25,17,1000.0,LEV02960
HEYER001,3800 AD,AMSTERDAM,,3566 MJ,SCHEEMDA,NL,,,1000.0,RAILC008
MULTI048,1300 BD,RIJSWIJK,NL,,ULFT,NL,29,7,1000.0,BRUIN012
TRAME001,7575 EG,RIDDERKERK,,6581 EK,UITHOORN,NL,4,,1000.0,PUKXX001
EDSKX001,2500 BA,MAARSSEN,NL,2984 AR,BERGEN OP ZOOM,NL,41366,,1000.0,OSKAM001
VOLKE025,6920 BA,GIESBEEK,NL,3542 DA,SUSTEREN,NL,92,1,1000.0,LEV04053
WESSE009,5018 AA,ENSCHEDE,,7324 AE,HILVERSUM,,20,3,,BRAND013
ADIGI001,1165 MK,DE MEERN,,3088 GG,NIEUWEGEIN,NL,19a,12,1000.0,BOELS033
PONTM012,5737 ZG,Paris,NL,7602 PE,,,1,6-6A,1000.0,URCON001
CABLE006,3088 GJ,RIJSSEN,NL,3261 LE,,NL,,1,,BAARS002
PUKXX001,4130 ED,AMSTERDAM,NL,7336 AV,ROTTERDAM,NL,3,6,1000.0,LEV02685
DAALD001,2130 AP,AMSTERDAM,,2471 AB,VLISSINGEN,NL,12,10,1000.0,HOOGE026
BROOD005,8096 MC,Hengelo,NL,2288 EK,HAREN,NL,72,7,,YORIM001
SIEME002,3911 AV,EINDHOVEN,NL,6014 CE,ROTTERDAM,NL,60,27,1000.0,ANTAR002
THALE003,1112 AN,STOLWIJK,NL,1332 EE,MAARSSEN,NL,70,,1000.0,RETRA001
LEV04125,6670 AA,DORDRECHT,NL,3542 EE,UITHOORN,NL,136,15,1000.0,AVKXX001
STEDI006,2502 LS,ZEVENBERGEN,NL,8071 CZ,,NL,,125,,ELSHO001
LEV00944,8091 XK,HEERENVEEN,NL,1013 AP,AMSTERDAM,,800,,1000.0,LOOMS001
LEV00140,4130 EE,OUDKARSPEL,NL,4941 SK,,NL,19406,7,1000.0,RUYS0001
ALMAX001,2718 RC,DE RIJP,NL,7532 SL,HOUTEN,NL,48,2,1000.0,RAABK002
MATEX002,2952 BG,GRONINGEN,NL,7040 AD,AMSTERDAM,NL,201,20,1000.0,AMPCO001
VOSKA002,1000 CC,WAALWIJK,NL,3732 HM,LEEK,NL,,75,1000.0,VOETS002
PILZX001,7772 BC,Culemborg,NL,1422 ZB,HATTEM,NL,33,46,1000.0,STERK008
OPATE001,5374 CM,APELDOORN,,,AMSTERDAM,NL,6073,1,1000.0,WESTV001
LEV00074,7547 SJ,GILZE,NL,,LEEUWARDEN,NL,28,113,1000.0,KENTX001
LEV03210,4462 GC,NIGTEVECHT,NL,7255 KM,TIEL,NL,888,10,1000.0,
LEV04202,3011 KD,OOSTERHOUT,NL,1613 KP,HARDERWIJK,NL,,21,1000.0,INNAX001
OZEPH001,6050 AC,HOOGEVEEN,NL,4817 ZK,VEENENDAAL,NL,93,5,1000.0,AFVAL006
SCHNE004,3008 PA,MIJDRECHT,NL,5652 AH,ZUTPHEN,,26,5,,ALSTA002
GATEW001,1200 BM,TIEL,NL,5374 RR,,NL,7,,1000.0,DUOPA001
ANPXX001,CH32 50,ZWOLLE,NL,3024 EE,,NL,11,35,1000.0,STALX001
HHCDR001,3600 BA,HEINEKENSZAND,NL,2851 EZ,UTRECHT,NL,28,26,1000.0,PAVRO002
MEIJE011,3342 GR,HARDENBERG,NL,4651 PD,HENGELO,NL,2,..,1000.0,LEV03311
ELEKT014,3007 MB,AALTEN,NL,2991 ZB,GRONINGEN,NL,40-46,15,1000.0,LOOPC001
06GPS001,5731 HR,HOLLANDSCHEVELD,NL,2635 BZ,ENSCHEDE,NL,97875,10,1000.0,NBAXX001
SYSHE001,3600 BV,UTRECHT,NL,3044 CK,ALPHEN AAN DEN RIJN,NL,8,,1000.0,DYNNI002
SAINX001,1016 BR,EINDHOVEN,NL,3871 AL,,NL,63013,,1000.0,SAFES001
B-WAR001,7500 BC,MAARSSEN,NL,3331 LE,METEREN,,350,31,1000.0,VISSE015
SRRAI001,6710 AD,TIENHOVEN,NL,7556 BP,UTRECHT,NL,22a,67013,1000.0,PETIT002
GMONE001,2903 LB,ZAANDAM,NL,,ELST,NL,1025,222 A,1000.0,NIHOX001
EUROM001,3133KD,BORNE,NL,3961 NJ,,NL,37,5,,BOELS013
BOREN009,2215 TL,OMMEN,NL,7547 AS,VRIEZENVEEN,NL,399,,1000.0,EERDX001
FIETS001,6111 AZ,HOEVEN,NL,,GELDERMALSEN,NL,5,2,1000.0,ALBEM003
BEERX002,2060 AE,HARDENBERG,,3514 HL,ZUTPHEN,NL,,35C,1000.0,INTRO005
KROLX003,3319 ET,SPIJKENISSE,NL,3903 LP,ALMERE,NL,5185,7a,1000.0,CALER001
INOPL001,5460 AN,RIJSWIJK,NL,,EINDHOVEN,NL,259,127,1000.0,LEV00585
CENTA002,2288 EK,EDE,NL,8102 HW,ZWOLLE,NL,28,13-Jun,,SYSTE003
IMTEC033,1852 VD,ZIERIKZEE,NL,3316 BP,ALMERE,NL,1398,11 B,1000.0,LEV03189
ERHAE001,7559 PJ,NIJMEGEN,NL,6071 PT,TWELLO,NL,45,16,1000.0,DSMIT001
FILTE001,3100 AN,VENHORST,NL,,AMSTERDAM,NL,15-D,33,1000.0,LEV00929
KYABE001,6971 GV,HARDERWIJK,NL,6160 AP,,NL,1,240,1000.0,GEPOW002
APCON001,2490 AA,MEIJEL,NL,7721 CJ,HOENDERLOO,NL,128,7,1000.0,REKOX004
STAAL008,9231 DW,Amersfoort,NL,4191 ZS,WATERINGEN,,2047,87,1000.0,ASIAN002
HURRI002,3544 HV,HEERHUGOWAARD,,4651 XA,BREUKELEN,NL,8,22,1000.0,ZEVEN001
BOEKE001,6245 EH,RIJSWIJK,NL,2952 CA,TIEL,NL,,152,1000.0,DOELA004
SEMIO001,7556 MZ,DEVENTER,NL,2909 LG,,,7189,31,1000.0,ELINC001
RADIA001,1540 AE,BREDA,,6004 RM,AMERSFOORT,NL,6,,1000.0,LEV03331
PONTM006,3860 BB,HAARLEM,NL,5768 RZ,MEPPEL,NL,626,71,1000.0,BOEKE004
LOOPC001,7721 CJ,URK,NL,,CAPELLE AD IJSSEL,NL,14,81,1000.0,EUROP024
VOLKE002,3216 LB,MONZA,NL,1165 MK,GELEEN,NL,,38,1000.0,NEDTR002
BIJLX005,3734 CP,CAPELLE A/D IJSSEL,NL,3047 AL,OLDEBROEK,NL,7073,,,TIOXX001
MERSE002,3194 AD,LEEK,NL,,GRONINGEN,NL,26,54,1000.0,GEULX001
KEMET001,2800 AV,DEVENTER,,3297 GK,APELDOORN,NL,5501,101,1000.0,VERNO003
BOONE001,3313 CS,NIJKERK,,9231 DW,BAKKEVEEN,NL,19,17,1000.0,KPNCO001
ELSTO002,2130 EK,VIJFHUIZEN,NL,7333 PE,EINDHOVEN,NL,2,231,1000.0,ALTEC002
ROVAE001,3990 DD,Zwolle,NL,CH3250,PAPENDRECHT,NL,777,20,1000.0,PAROX001
REALI001,6545 AC,FRANEKER,NL,8081 GE,,NL,3342,10,1000.0,LEV02267
PROTI001,5928 RC,AMSTERDAM,,1016 TB,BLEISWIJK,NL,,116,1000.0,LEV03447
INFOT001,4931 BR,SNELREWAARD,NL,,GIEKERK,NL,,1,,LEV04147
LEV04018,3331 ML,Hazerswoude Dorp,NL,3511 EP,UTRECHT,NL,,26,1000.0,MASTS001
PINTA001,3371 XE,GELEEN,NL,6545 CA,TILBURG,,21,1,1000.0,HUISM010
ELOME002,1017 CJ,DRACHTEN,NL,3067 GL,HOUTEN,NL,149,2,1000.0,MEIJD002
DUITS001,3360 AH,ZWOLLE,NL,6021 RE,HOUTEN,NL,8,,1000.0,ACALE001
HELUK001,1000 CP,HEERHUGOWAARD,NL,6222 NL,ROTTERDAM,NL,555,10A,1000.0,UBBEN001
LEV03312,6700 AP,UTRECHT,NL,2950 AB,ZEVENAAR,NL,850,47,1000.0,POELB001
PRINS016,2132 MZ,UTRECHT,NL,3846 AT,S-HERTOGENBOSCH,NL,35A,8,,LEV04048
GEMEE039,1112 AW,Schiphol,NL,8448 CK,ROTTERDAM,,274,28,1000.0,VENKO001
LEV04163,4061 AB,Enschede,NL,6063 BA,,NL,7932,28 i,1000.0,RAILC006
PCPXX001,3903 LP,Almere,NL,,OOSTERHOUT,NL,55,118,1000.0,MODEL001
EASYL001,1300 AA,OOSTEIND,NL,7532 SN,,NL,25,120,,GROEN028
LEV04172,,DORDRECHT,,7521 AN,MAASTRICHT,,,,1000.0,KONED001
BRAND020,3763 LX,UTRECHT,NL,4191 NR,,NL,184,35,1000.0,ROVAE001
SQUAR002,5400 AC,ALKMAAR,NL,,DELFT,NL,14,,,HYDRA003
KONIN005,3600 BA,VLODROP,NL,5056 DE,GROOTEBROEK,NL,,10,1000.0,FENNE002
KRAYE001,1322 AN,DEN HAAG,NL,,WAPSERVEEN,NL,,,1000.0,LEV03820
DUURS002,9982 ZG,ARNHEM,NL,,BALKBRUG,NL,1,11m,1000.0,GAASB001
MCTBR001,7332 BB,URMOND,NL,4814 AB,,NL,31,29,1000.0,
BONHO003,5692 ED,HOORN,NL,2491 BG,RIJSSEN,NL,142,2,1000.0,VELDE005
PERSY001,1200 AK,RIDDERKERK,NL,,GRONINGEN,NL,19172,2,1000.0,LEV02661
LEV03984,7051 HS,GELDERMALSEN,NL,6136 KT,RIDDERKERK,,82,5,1000.0,JUNGH001
OGLAE001,7442 DA,DEVENTER,NL,8651 EG,BAAK,NL,5137,,1000.0,BAMCO002
KONIN038,44309,ENSCHEDE,,6598 AV,BREUKELEN,NL,27,,1000.0,LEV00609
VELDE005,3335 LR,DIEMEN,NL,5616 RH,LEKKERKERK,,68,603A,1000.0,ALMAR001
KUURM001,3600 BA,BUSSUM,NL,6181 JX,WIJK BIJ DUURSTEDE,NL,23,8,1000.0,LEV00513
LEV01814,2001 DB,DEN HAAG,NL,5627 SZ,WIJCHEN,NL,81005,30,1000.0,ACMXX002
STICH066,7554 TH,ZOETERMEER,NL,5652 AW,ROTTERDAM,NL,1,424,1000.0,RASEN003
INSTI002,1507 CG,DORDRECHT,NL,4004 LH,S-GRAVENHAGE,NL,158,,1000.0,STAPL002
LIFTT001,2288 GG,SCHIEDAM,NL,3251 LP,ZWOLLE,NL,282,15,1000.0,LEV03671
EUROK001,9723 JA,ALBLASSERDAM,NL,,NIJMEGEN,NL,,,1000.0,EUROM001
AJILO001,1070 AB,ALKMAAR,NL,7545 MZ,EMMELOORD,NL,12,32,1000.0,LEV02450
DPSXX001,5991 NP,SCHIEDAM,NL,6181 MA,DORDRECHT,NL,1025,10,1000.0,BROOD004
LEV03310,1100 DM,HEERLEN,NL,7326 BP,ELSLOO,NL,3928,,1000.0,NEDER017
