unknown,postcode,city,house_number
12027672876.0,1422 HR,HOOFDDORP,50
12225668215.0,1432 AJ,VOLENDAM,211
8199669462.0,1082 HG,AMSTERDAM,78
8595664788.0,6229 GB,UTRECHT,106
9728669448.0,6813 EL,BERKEL EN RODENRIJS,12
12866675026.0,2492 JS,STERKSEL,237
11185650598.0,5061 DB,HOUTEN,29
12877670058.0,2493 VC,AMSTERDAM,160
12591678478.0,3124 CJ,AMSTERDAM,88
8059679917.0,3039 RM,UTRECHT,34
13380676174.0,1052 NL,LAGE ZWALUWE,5
13067678048.0,3723 EV,ROTTERDAM,311
9875679107.0,3062 HJ,'S-GRAVENHAGE,7
13328679961.0,2722 AT,NOOTDORP,16
13324677182.0,3961 JG,TERHEIJDEN,11
11134628220.0,8253 LA,DORDRECHT,465
9204667172.0,1985 GG,HOOFDDORP,44
9517667276.0,3962 JP,CULEMBORG,58
11136623992.0,1098 RJ,BREDA,42
12083668452.0,5672 NB,UTRECHT,44
10361665237.0,1354 EN,AMSTERDAM,42
12746618726.0,5397 AB,DE KWAKEL,43
9023678079.0,4184 EG,ROTTERDAM,20
11992676580.0,1115 ED,AMSTERDAM,1
11615667924.0,4464 JR,ZOETERMEER,31
8805680801.0,3512 CD,ROTTERDAM,130
13004673260.0,2642 BP,AMSTERDAM,12
9443678680.0,2741 ZA,ROTTERDAM,19
11757665033.0,2902 BB,HOOGLAND,137
12884670845.0,3011 PL,HEILOO,58
10669650017.0,3012 CC,HOUTEN,33
10208674331.0,3055 JE,UTRECHT,12
11194677546.0,4812 EK,BERGSCHENHOEK,10
10915626583.0,2597 SB,FIJNAART,11
11138679822.0,2243 EH,WERVERSHOOF,300
13585679916.0,5161 TZ,ROTTERDAM,4
8416679141.0,3825 ZA,ROTTERDAM,8
11863677731.0,2991 WP,DE RIJP,1
11083650884.0,5076 EG,AMSTERDAM,47
11904678599.0,1171 MR,AMSTERDAM,333
11471672950.0,1271 BB,UTRECHT,66
8308629689.0,9502 HJ,AMSTERDAM,39
9519667483.0,1096 GG,GROENEKAN,1
10961665774.0,8212 BB,HELMOND,19
12483676312.0,3604 DE,'S-GRAVENHAGE,8
12545627648.0,3335 WL,'S-GRAVENHAGE,8
11850676526.0,3648 VH,HOOFDDORP,47
11983669613.0,1723 HM,OOSTVOORNE,29
11497666922.0,1813 ZC,ROTTERDAM,21
9664678190.0,1092 TA,ROTTERDAM,41
11810671307.0,5571 RP,AMSTERDAM,33
9742660966.0,1336 BJ,AMSTERDAM,16
10058679915.0,2332 DH,AMSTERDAM,5
13397677840.0,1067 SB,HELMOND,113
8834669999.0,3055 GM,NIEUWEGEIN,34
10312669312.0,1072 PD,HEERLEN,47
8423629601.0,5975 AW,AMSTELVEEN,54
8801680849.0,1102 LA,GEFFEN,31
8122675198.0,1567 KK,ZOETERWOUDE,297
9243680939.0,3532 HK,WOUDENBERG,41
13391674362.0,3083 AT,ALMERE,18
12762679667.0,2801 VM,GELDROP,187
10206664936.0,3738 CL,WOERDEN,318
12673681054.0,1057 ZL,KRIMPEN A/D IJSSEL,16
9072628180.0,5507 LS,OENTSJERK,7
9678679661.0,2311 TV,BREDA,100
8853670135.0,1093 LE,AMSTERDAM,58
12538628026.0,3554 CS,AMSTERDAM,88
11311666799.0,3543 CL,AMSTERDAM,45
12771669575.0,1073 XD,EINDHOVEN,215
10140675439.0,3025 AG,DEVENTER,37
12753671903.0,1016 NB,GRONINGEN,7
11534676953.0,3554 EE,ROTTERDAM,3
9621662833.0,2131 VX,AMSTERDAM,38
8271677503.0,7957 CD,UTRECHT,53
10323665767.0,2711 CE,NIJMEGEN,80
13097678275.0,6231 KB,ROTTERDAM,19
8312680236.0,1015 JT,AMSTERDAM,333
9039667349.0,1511 DC,HOORN,45
12663668398.0,2517 AJ,HEEMSTEDE,21
8337679092.0,2681 KM,AMSTERDAM,11
9828651396.0,3703 SB,AMSTERDAM,18
10233628413.0,4841 EE,EINDHOVEN,10
12042642417.0,1403 SC,HALSTEREN,54
10518667546.0,1403 HJ,ERMELO,41
9427679271.0,3411 WJ,AMSTERDAM,143
10736661646.0,7496 PV,ALMERE-POORT,102
10527662919.0,2662 HD,ALPHEN AAN DEN RIJN,217 N
12929675031.0,3083 LH,CASTRICUM,64
8345670945.0,2907 MA,LELYSTAD,111
8859671787.0,2924 BC,ROTTERDAM,48
11603681089.0,3079 JB,'S-GRAVENHAGE,18
11439617997.0,4194 VL,HILVERSUM,18
10431392030.0,2743 LN,LEIDEN,80
8602671853.0,9717 JT,AMSTERDAM,37
12903674408.0,3514 TL,VOORBURG,3
11476666035.0,6221 GD,ROELOFARENDSVEEN,18
9733677281.0,9727 AM,AMSTERDAM,183
10032680580.0,4814 EM,HAARLEM,7
11519642278.0,1016 DM,NIJMEGEN,8
8196677999.0,3036 NB,HOUTEN,13
9449680162.0,8034 PG,ALKMAAR,5
8004628716.0,2821 NG,HUIZEN,85
10039671814.0,5245 AV,AMSTERDAM,9
11319680892.0,1056 WR,HUISSEN,17
11087672633.0,4744 CC,'S-GRAVENHAGE,14
8670625293.0,3603 CR,ZOETERMEER,23
8411674224.0,2652 ER,GOUDA,27
11617628399.0,1403 HE,ROTTERDAM,243
10976640034.0,2014 RC,WADDINXVEEN,12
13129665860.0,6671 BP,AMSTERDAM,146
12727663034.0,3931 ZH,DRIEBERGEN,90
12622680048.0,1339 VL,NAARDEN,42
12786678765.0,3244 XA,NIEUW-VENNEP,24
9850651683.0,7325 PR,ROTTERDAM,3
10767660240.0,3081 VP,SITTARD,1
13189678979.0,1058 GN,NIEUW LEKKERLAND,19
10711680617.0,3523 RM,BILTHOVEN,97
12973669159.0,1069 HD,ALMERE,55
9120624334.0,3021 RD,AMSTELVEEN,73
8037672257.0,1055 JB,BERKEL EN RODENRIJS,10
10000528196.0,2312 JT,DIEMEN,1015
13276674878.0,1011 DD,VOORBURG,84
12979673075.0,2724 HE,AMSTERDAM,311
10709680558.0,2805 JE,BERGEN (NH),9
12837669486.0,5246 VB,'S-GRAVENHAGE,33
11528672635.0,1053 NX,UTRECHT,562
13436679899.0,1403 BV,'S-HERTOGENBOSCH,16
9625667187.0,1024 PN,TILBURG,5
9884677880.0,1705 NS,SCHIEDAM,21
8656671509.0,6922 EE,EPE,37
12388680829.0,1018 LP,AMSTERDAM,9
8631674128.0,2611 BC,TILBURG,154
13066678118.0,3521 TC,AMSTELVEEN,69
12259661502.0,5021 TA,ROTTERDAM,1
9772627566.0,3065 PD,GENEMUIDEN,57
9171642322.0,1076 CW,EINDHOVEN,179
8647641959.0,1076 LE,UTRECHT,81
11487678691.0,1082 CH,HILVERSUM,191
12902669997.0,3012 GR,GOES,10
13550679969.0,3083 WN,EINDHOVEN,53
12503651145.0,2743 CR,AMERSFOORT,80
10720680208.0,2162 AN,ROTTERDAM,102
9743668396.0,3544 AW,AMSTERDAM,83
13257660855.0,1508 AT,HARDERWIJK,2
13379675686.0,5038 EM,BREDA,24
13580679735.0,1078 KL,AMSTERDAM,6
8952679378.0,1444 CL,NIJKERK,3
8726678579.0,1066 PZ,AMSTERDAM,120
10356613029.0,1182 AX,EDE,16
12426677820.0,1094 EE,ZAANDAM,5
10600663534.0,3448 CH,AMSTERDAM,11
10203672534.0,1024 JT,VLAARDINGEN,71
9680679369.0,1402 AH,LEEUWARDEN,26
12668679962.0,3403 AD,NUMANSDORP,3
10242679077.0,3061 ZB,STELLENDAM,115
8932679146.0,1186 MH,TILBURG,139
9233679441.0,4401 HX,GRONINGEN,9
13357651434.0,3522 JS,AMSTERDAM,7
11957680730.0,1231 KA,AMSTERDAM,12
8585676271.0,3814 WB,KROMMENIE,42
11204678836.0,2597 RS,HAARLEM,53
9332669595.0,2984 ED,EEMNES,64
12628669236.0,6131 HS,BARENDRECHT,14
10539678266.0,4822 ZA,'S-HERTOGENBOSCH,12
9410679601.0,5611 NA,HENDRIK IDO AMBACHT,9
10112676926.0,6717 LB,SLEEUWIJK,111
9360626871.0,5623 AZ,ZEIST,10
12811677472.0,1053 XE,AMERSFOORT,32
12127677153.0,6043 ST,DE BILT,391
9890650236.0,3991 SP,HOUTEN,5
13100670590.0,3162 SC,'S-GRAVENHAGE,13
11938676194.0,3707 EM,TILBURG,25
13137680713.0,1109 BC,'S-HERTOGENBOSCH,55
11708679989.0,2313 VA,AMSTERDAM,35
10668650017.0,2675 XD,AMSTERDAM,39
9014678014.0,1113 LC,AMSTERDAM,44
10853669463.0,8321 AR,ZWAAG,26
9650672719.0,1019 AX,GRONINGEN,47
13354679485.0,3543 CJ,ALMERE,27
13045674526.0,5032 AB,VOORBURG,8
11589664053.0,2353 EE,HOOFDDORP,124
12094675452.0,4758 BA,APELDOORN,10
8548624342.0,3016 CH,VOLENDAM,56
13463668212.0,2321 CS,ZWOLLE,20
9933663413.0,1215 GN,ZWOLLE,4
8008191159.0,2555 DM,HOORN,16
9642666480.0,1098 EA,AMSTERDAM,34
13048677595.0,3069 KS,AALSMEER,215
11075674238.0,1078 LM,OUDDORP,13
12761677553.0,1013 KX,HEERDE,13
11900668414.0,2805 JB,AMSTERDAM,4
10957675710.0,1073 HM,BENNEBROEK,215
10778669702.0,4818 JM,ROTTERDAM,36
11498666922.0,3011 PK,GRONINGEN,9
9453672878.0,2013 ES,'S-GRAVENHAGE,137
9553673031.0,1102 SC,HEKENDORP,24
8851668683.0,3701 CH,AMSTERDAM,55
12999667828.0,1011 BW,VLEUTEN,23
11783680599.0,3024 AR,VOORSCHOTEN,67
9911650988.0,4921 DV,CAPELLE AAN DEN IJSSEL,35
10021668112.0,4834 HD,LELYSTAD,15
12735663781.0,1181 PX,TUITJENHORN,17
11152625172.0,1441 GS,IJSSELSTEIN,71
11106668752.0,3061 XX,TILBURG,122
12291675298.0,1188 DM,UTRECHT,235
13543679991.0,7581 JA,DORDRECHT,2
11060626729.0,2993 DL,SPRANG-CAPELLE,33
12064625445.0,3563 ED,HELLEVOETSLUIS,23
12309673244.0,1613 CA,HOUTEN,16
11229677889.0,1723 XT,'S-GRAVENHAGE,7
11483674999.0,3526 RA,HILVERSUM,60
13353675343.0,9718 NG,AMSTERDAM,10
10877679514.0,2172 HE,AMSTERDAM,33
9736673315.0,5041 KD,SPIERDIJK,5
12612664889.0,3015 AA,UTRECHT,30
8213677792.0,3061 WB,GOUDA,77
9651673877.0,4481 DX,OOSTZAAN,97
8799676013.0,2914 TH,UTRECHT,11
9345672634.0,3059 XN,ROTTERDAM,95
13002679994.0,3452 MB,ALMERE,114
9003674046.0,1703 RW,HOEVELAKEN,3
11734650998.0,3931 ES,NIJVERDAL,27
9085680331.0,5211 KC,VEENDAM,34
11035378089.0,5481 CA,ETTEN-LEUR,16
11797675331.0,3707 ZE,WOUW,64
8713677534.0,5682 EC,REEUWIJK,78
12807680090.0,2211 AH,NIEUWERKERK AAN DEN IJSSEL,48
13596679700.0,1141 RK,AMSTERDAM,151
13360642466.0,1013 SN,GRONINGEN,24
10045642606.0,1441 GM,AMSTERDAM,49
8263675772.0,3055 EL,LANDSMEER,60
12131678171.0,1141 DG,NIJMEGEN,33
12601676848.0,3513 CS,AMSTERDAM,45
9846680189.0,2652 DN,DIEMEN,2
8348671030.0,2037 EM,UTRECHT,5
11962640358.0,1312 EE,SON,5
10340651285.0,1567 KA,AMSTERDAM,29
8169673122.0,6191 SX,ROTTERDAM,305
8815668093.0,7314 LW,ROTTERDAM,28
13061678058.0,1079 TH,UITHOORN,1906
10156663975.0,1357 GX,AMSTERDAM,8
8659662184.0,2993 DX,HILVERSUM,93
11732650610.0,2492 SM,ALMERE,29
8061680246.0,1019 PZ,LAREN,11
11542680789.0,2907 HA,AMSTELVEEN,23
8446673517.0,1183 GN,DEN HOORN,11
11364624545.0,5235 JH,'S-GRAVENHAGE,107
10710679117.0,3031 RL,AMSTERDAM,2
10552626588.0,2931 TT,AMSTERDAM,80
11086664790.0,1013 BH,HONSELERSDIJK,37
10153667438.0,1703 RJ,VELP,30
11782680474.0,1068 JA,LAGE ZWALUWE,21
8295680222.0,2901 PD,AMSTERDAM,15
10601663534.0,5152 JD,'S-GRAVENHAGE,4
11968672060.0,3223 NH,AMSTERDAM,76
10187677684.0,3741 TM,NIEUWERKERK A/D IJSSEL,143
12633676505.0,1181 ST,ALKMAAR,9
9976676945.0,2101 BW,ARNHEM,9
13187661348.0,4811 WP,TILBURG,6
11884640700.0,2461 VM,AMSTERDAM,73
9242679463.0,1074 TW,ROTTERDAM,380
9973627744.0,3066 NC,ETTEN-LEUR,111
8079679977.0,4844 BP,REEUWIJK,89
10648626635.0,1382 TH,ROTTERDAM,33
11195667855.0,1060 PJ,AMSTERDAM,52
13462679674.0,1067 CP,SCHIJNDEL,150
9941679530.0,3531 BC,AMSTERDAM,108
10631678548.0,2692 DN,AMERSFOORT,5
10974679452.0,1065 JV,RIDDERKERK,51
13026665078.0,3707 CR,GOIRLE,15
10201665238.0,3011 HB,ANDELST,172
10234668382.0,1082 TM,'S-GRAVENHAGE,9
8089667453.0,1623 LK,BEDUM,9
8603676181.0,3544 SG,AMSTERDAM,333
8597676033.0,1032 CW,BUSSUM,23
9518667483.0,1054 EK,HILVERSUM,46
11359641650.0,1062 XG,HAARLEM,39
11575678184.0,1076 KZ,GIESSENBURG,7
9082676818.0,3059 XD,AMSTERDAM,97
11754664777.0,2542 PL,ROTTERDAM,119
8266662986.0,6987 GS,AMSTERDAM,133
11606680455.0,1761 HH,DE MEERN,123
12203676404.0,3031 AA,HAARLEM,458
9613676122.0,3851 KW,ROTTERDAM,10
11960641825.0,1073 VZ,OOSTERHOUT,51
10226674073.0,5344 SP,TILBURG,7
11431679261.0,1502 TB,AMSTERDAM,148
10207666522.0,2585 CT,HAARLEM,89
13607679885.0,3381 JT,ZOETERMEER,5
12562672032.0,1111 EB,BREUKELEN,133
12649671408.0,1132 CP,'S-HERTOGENBOSCH,8
9665680503.0,4254 LN,AMSTERDAM,67
9350670386.0,3231 AD,GOES,13
9504615788.0,1057 RX,HEEMSTEDE,112
8439672500.0,1060 NH,ALKMAAR,357
9011665093.0,1216 AK,TILBURG,31
10046675433.0,3024 PJ,TILBURG,48
11761628558.0,2597 RK,AMSTERDAM,144
10035676452.0,1816 KM,VIANEN,6
11917680252.0,1019 CX,WILNIS,52
8538679185.0,2024 GK,OUDERKERK AAN DE AMSTEL,15
9250651417.0,2518 DJ,'S-HERTOGENBOSCH,5
12488680591.0,7412 WR,AMSTERDAM,84
11016680319.0,3544 KG,PURMEREND,46
11368626246.0,4811 EX,AMSTERDAM,5
8183677755.0,5502 JL,ARNHEM,87
9703611340.0,3333 AM,ALMERE,24
10723678582.0,3224 AR,CASTRICUM,21
13163681087.0,1077 ZS,HOUTEN,3
10301679531.0,1074 JD,DEVENTER,51
10071680739.0,1055 CR,ROTTERDAM,234
10131668107.0,2061 HN,SINT-PANCRAS,32
10418670704.0,7543 CP,ROTTERDAM,481
11494676761.0,3703 CB,AMSTELVEEN,26
10748668331.0,2012 MA,AALSMEER,98
8341676433.0,3448 EC,AMSTELVEEN,874
8383667014.0,5044 BD,'S-GRAVENHAGE,5
8492651994.0,1058 TX,AALSMEER,76
8706629984.0,3755 HB,AMSTERDAM,49
8056678938.0,2012 BM,AMSTERDAM,30
10199629471.0,1503 WB,AMSTERDAM,6
8669622462.0,1013 ND,ZUID-SCHARWOUDE,58
11713677822.0,5038 WV,ZWOLLE,55
10635670441.0,2552 DW,MAASTRICHT,66
13418628212.0,1102 VN,LEIDEN,6
8030678736.0,3641 JA,ROTTERDAM,10
10754666078.0,1432 PC,CAPELLE AAN DEN IJSSEL,92
13595679963.0,1054 AR,ALPHEN AAN DEN RIJN,208
8589680880.0,1069 DA,AMSTERDAM,16
12048641291.0,3532 EG,'S-GRAVENHAGE,3
9451680612.0,2492 PN,SITTARD,21
8767679273.0,3233 VJ,HEEMSTEDE,17
10076678500.0,5014 SH,AMSTERDAM,78
9990628281.0,3201 LW,EDE,20
9101673255.0,1964 LK,ASSENDELFT,6
10826670237.0,1012 KR,SCHIEDAM,106
9606677398.0,2132 HV,RHOON,56
9765675317.0,3025 PN,HILVERSUM,8
9348678418.0,3863 XG,OOSTZAAN,67
9096612677.0,1704 WC,EMMELOORD,204
8340676365.0,2641 JM,BERGEN OP ZOOM,64
11514621492.0,3051 PN,VIANEN,11
10169671015.0,1448 MT,HELLEVOETSLUIS,13
8142668472.0,1072 RS,AMERSFOORT,28
10762678879.0,2051 KD,'S-GRAVENHAGE,13
9219676521.0,2331 BJ,AMSTERDAM,16
13459679843.0,4811 NJ,AMSTELVEEN,10
12722662186.0,2914 XH,NIEUW-LEKKERLAND,52
12468660932.0,3527 SM,UTRECHT,102
12742626775.0,1097 NV,BILTHOVEN,50
13503679975.0,4837 BM,ROTTERDAM,32
8396629732.0,1107 RC,AMSTERDAM,33
10584678023.0,3039 KK,ZEIST,28
10368681075.0,1058 GD,KAMPEN,45
11507670077.0,1654 JV,NIEUWEGEIN,64
10687669553.0,3813 VL,RIDDERKERK,65
11604681164.0,1312 RG,MAASTRICHT,212
12074626987.0,3533 EX,GRONINGEN,14
11143642664.0,1073 GT,BREDA,58
11262674474.0,3072 NS,RAAMSDONKSVEER,106
11934670562.0,7577 SB,EINDHOVEN,10
8081680424.0,1057 SE,HOOGKARSPEL,151
13323677040.0,6832 AV,AMSTERDAM,135
13495679711.0,5691 CJ,OOSTZAAN,90
9175679166.0,2935 RD,LEIDERDORP,3
10288677669.0,1058 GD,ZWIJNDRECHT,14
8607679844.0,2181 CS,AMSTERDAM,18
9430680800.0,1704 TJ,SPIERDIJK,33
11725677981.0,3582 BK,AMERSFOORT,14
13364678981.0,6042 GD,BORNE,295
13305668557.0,1053 VH,TILBURG,6
8158662678.0,1562 ZS,AMSTERDAM,14
8063680324.0,1187 PK,NULAND,11
12724665880.0,1121 JN,ROTTERDAM,46
10175669853.0,3233 EE,AMSTERDAM,30
11778677394.0,3055 ZL,LEIDEN,66
12791680385.0,3061 CZ,ROTTERDAM,32
13155674338.0,3523 XE,AMSTERDAM,393
10872670267.0,3063 KL,ALBLASSERDAM,37
12691642045.0,7311 VV,'S-HERTOGENBOSCH,89
9957670384.0,1055 MB,KERKRADE,17
8171675632.0,1058 LP,BAVEL,115
11984669613.0,4691 CA,HOLTEN,8
8042675929.0,3515 AT,UTRECHT,14
13308680754.0,1082 SC,MAARN,37
9894661630.0,5505 PA,UITGEEST,5
9341677362.0,1097 BB,ASSENDELFT,411
12745651125.0,2665 TP,LISSE,366
11511679792.0,1969 MZ,AMSTERDAM,159
8827675785.0,1072 BR,AMSTERDAM,20
9583642142.0,2102 KS,ZEIST,34
9308674514.0,1083 CM,PURMEREND,15
12713310069.0,2022 CR,LEIDEN,265
11274672103.0,7447 XZ,EDE,18
12710623104.0,1024 HS,'S-GRAVENHAGE,37
8019650809.0,7521 SJ,ROTTERDAM,33
10809664380.0,3061 PP,HAARLEM,4
12782676201.0,3062 TL,ERMELO,284
10965677432.0,1019 ER,HUIZEN,27
12050623630.0,3511 MB,NIJMEGEN,129
9666664482.0,1054 VM,AMERSFOORT,77
9822623640.0,3824 NB,HELLEVOETSLUIS,28
11241676635.0,1018 GZ,WIJK BIJ DUURSTEDE,14
11297680903.0,2909 RA,AMSTERDAM,62
8591624940.0,1078 TL,AMSTERDAM,43
13178668962.0,2011 CE,HAARLEM,21
12014679576.0,3281 JG,AMSTERDAM,67
11388673936.0,3241 DR,BALGOY,16
11453672456.0,2564 AK,ROTTERDAM,13
12396679775.0,3012 CC,ZEVENHUIZEN,13
11339662195.0,1381 AE,HUIZEN,125-II
12906664961.0,9831 PD,'S-GRAVENHAGE,4
12059625147.0,1319 BR,BERKHOUT,9
8193672858.0,1078 GG,ZOETERMEER,72
12327677693.0,3571 WB,TILBURG,777
12456612543.0,1076 DT,AMSTERDAM,9
13300642511.0,3512 KC,'S-GRAVENHAGE,111
9045615270.0,1019 HC,WAALRE,87
11898678646.0,1064 WE,'S-HERTOGENBOSCH,16
8554678409.0,2741 DD,ROTTERDAM,12
13106666573.0,1001 GP,ROTTERDAM,80
10681676757.0,1017 XG,WINKEL,60
10670628381.0,1091 MS,ROTTERDAM,3
10563677247.0,1456 BB,AMSTERDAM,95
10303680490.0,2041 JV,NULAND,26
12276673105.0,1078 RL,ROTTERDAM,158
10450666780.0,1072 KJ,AMSTERDAM,12
9643666480.0,1091 PJ,BUSSUM,15
12466651438.0,5056 SG,AMSTERDAM,29
12614671057.0,2134 VH,ALBLASSERDAM,6
13489679982.0,2593 TD,POORTUGAAL,129
8750681011.0,3971 BA,ROTTERDAM,55
13608679875.0,1107 LN,UTRECHT,17
11659667508.0,1082 SC,ROERMOND,78
8020624971.0,2515 AL,HELLEVOETSLUIS,4
10546625384.0,5268 DN,BRUNSSUM,37
9960676256.0,2728 KK,AMSTERDAM,30
8768679587.0,1077 AR,DELFT,396
13001677262.0,6217 CP,DE MEERN,393
9474668212.0,2033 AH,RIJEN,10
9342616845.0,5223 DN,ZAANDAM,2
12056611149.0,2555 ED,WERVERSHOOF,90
8867674873.0,1316 EA,AMSTERDAM,29
12610612615.0,5051 ED,HELVOIRT,147
10186677124.0,3582 AL,GORINCHEM,82
9506622148.0,2023 EV,DORST,202
10141640105.0,1641 LV,BAARN,12
10551616637.0,1628 BE,CAPELLE AAN DEN IJSSEL,213
8225678635.0,5633 BH,SCHINVELD,24
12308669570.0,3221 LM,AMSTERDAM,15
8460672194.0,1073 LM,AMSTERDAM,41
8652674183.0,1061 XZ,HOUTEN,47
10536670155.0,2562 LD,AMSTERDAM,137
11314677058.0,3039 JK,'S-GRAVENZANDE,11
8053680379.0,2597 BT,UTRECHT,37
13546679974.0,7921 AG,ARNHEM,21
11096676456.0,3905 CS,DUIVENDRECHT,15
9696678912.0,3544 CP,ZWOLLE,20
11296680628.0,4841 AA,AMSTERDAM,74
9896668568.0,3404 KC,ALKMAAR,13
10229678517.0,5482 HL,AMSTERDAM,8
13167662562.0,3994 KN,LISSE,2
8455660521.0,3543 CX,AMSTERDAM,185
11707679987.0,2391 NC,ROTTERDAM,17
12646669003.0,2651 AK,ALMERE,72
12066626260.0,2631 SX,ROTTERDAM,196
11429677881.0,9722 HE,AMSTERDAM,2
8564668530.0,2496 XW,AERDENHOUT,32
9513665312.0,2585 HW,AMERSFOORT,27
12731625723.0,1053 KR,AMERSFOORT,44
12080678848.0,1075 BG,ALMERE,13
12204677151.0,1544 LB,CASTRICUM,36
12079670177.0,2512 VK,AMSTERDAM,41
12918671615.0,2574 RG,ROTTERDAM,272
8117675164.0,3371 BA,ROTTERDAM,20
12428678751.0,1217 LL,TILBURG,157
10102679786.0,9201 KR,HUIZEN,97
10414667018.0,3523 GN,GROOTEBROEK,28
8391669458.0,3012 CC,BLEISWIJK,821
9182679578.0,3055 PJ,AMSTERDAM,26
11547669813.0,2264 VE,NIEUWERKERK AAN DEN IJSSEL,52
8512665101.0,3066 VA,ROTTERDAM,40
9566667767.0,1412 HR,AMSTERDAM,84
12754675899.0,8341 NC,MIJDRECHT,13
10618681036.0,3991 MV,ALMERE,434
13018629782.0,6367 CT,BEVERWIJK,36
8547680629.0,1111 XX,LANDGRAAF,87
8023629542.0,1058 EG,UTRECHT,4
13615680019.0,2311 BM,AMSTERDAM,3319
13140627097.0,1055 XN,AMSTERDAM,7
12897664963.0,3036 EP,WASSENAAR,32
13579679710.0,3311 AK,'S-GRAVENHAGE,14
11599675553.0,3073 CS,AMSTERDAM,68
12716667920.0,2023 XG,'S-GRAVENHAGE,22
8302672229.0,2313 NG,BEEK,1
8969669908.0,3814 AB,BUSSUM,38
11085664790.0,2015 EL,ROTTERDAM,10
10267672228.0,3768 XH,HEERHUGOWAARD,13
10506673194.0,3072 DB,PURMEREND,35
11718614398.0,1098 WK,'S-GRAVENHAGE,29
11082611572.0,4818 NA,HILLEGOM,261
8817673761.0,1078 LM,VOORBURG,46
9044678659.0,2496 XW,'S-GRAVENHAGE,35
8180677284.0,1647 AG,AMSTERDAM,243
10249680619.0,8935 DB,AMSTELVEEN,36
8318680341.0,3074 VH,ALMERE,23
10359664666.0,1017 PN,DORDRECHT,51
8209681072.0,7011 BN,LEIDEN,148
11851675193.0,1213 SC,AMSTERDAM,1
13547679650.0,6001 EG,WIJK BIJ DUURSTEDE,20
8352622648.0,1098 NR,NIJKERK,10
8586677305.0,1058 BZ,MAARSSEN,49
9895668568.0,2172 VL,AMSTERDAM,16
12177678522.0,2314 XA,DEVENTER,31
8687612649.0,1511 EX,WEERT,14
8966668389.0,3905 WK,REEUWIJK,7
10050673373.0,5525 AR,SCHAGEN,32
13331680891.0,5037 DN,ROTTERDAM,27
12779671494.0,1025 DG,HENDRIK IDO AMBACHT,10
11815666322.0,1083 CL,LANDSMEER,168
11251679859.0,3471 CN,WIJDEWORMER,29
9195674456.0,1076 DM,UTRECHT,67
8650666279.0,2713 JA,HAARLEM,3
9892615018.0,1426 AS,AMSTERDAM,118
12410672223.0,1024 WE,ETTEN LEUR,3
12671627584.0,1051 KE,UITHOORN,7
13091665331.0,1079 VV,HARDERWIJK,128
9865678965.0,1507 KK,UTRECHT,26
12130678162.0,3012 CC,HAARLEM,22
8997677732.0,2742 ES,EYGELSHOVEN,20
8240679549.0,3941 JA,ROTTERDAM,8
8217668296.0,2289 CZ,MAARSSEN,33
10636622751.0,1113 EB,ODIJK,16
11100673155.0,9231 ML,PURMEREND,12
12231667992.0,1861 VL,BREDA,25
11663669411.0,1076 DW,AMSTERDAM,23
9550677818.0,1069 SG,PURMEREND,14
11680673984.0,3311 BX,'S-GRAVENHAGE,46
11540678573.0,7417 ZA,APELDOORN,1
12099678549.0,4906 EN,BILTHOVEN,66
9902676937.0,3816 RC,'S-GRAVENHAGE,66
12961679868.0,3581 TP,AMSTERDAM,55
9799628229.0,3077 ZC,AMSTERDAM,465
10432680211.0,3042 KE,LEIDEN,80
9270669995.0,2731 CJ,ROOSENDAAL,6
10907667758.0,3544 DK,'S-HERTOGENBOSCH,70
8550668340.0,1186 PH,GOEDEREEDE,31
11493674462.0,4835 JK,SOEST,95
10239672330.0,2547 CZ,NOORD SCHARWOUDE,78
11670677789.0,9718 BA,AMSTERDAM,31
11165627548.0,2614 GN,GOUDA,3
10310669165.0,1013 GT,MAARTENSDIJK,256
9005674294.0,1704 ZJ,UTRECHT,56
10176670899.0,6181 KW,UTRECHT,27
9830667716.0,1076 TR,AMSTERDAM,21
11803670345.0,3253 ER,POELDIJK,28
11977678280.0,3351 VG,ROTTERDAM,64
11987627823.0,2554 HN,UTRECHT,12
9404678431.0,2252 GB,EINDHOVEN,89
13120670377.0,8265 SL,VEENWOUDEN,8
11180680839.0,3016 CH,AMSTERDAM,19
8347668071.0,2561 TX,AMSTELVEEN,21
8531680395.0,2914 TD,ASSENDELFT,256
12679680794.0,3054 VG,BREDA,5
9471669326.0,1073 BW,'S-GRAVENHAGE,292
12874672964.0,2253 CM,ECHTELD,41
11146650607.0,2515 ND,AMSTERDAM,138
11266679078.0,9642 BG,AMSTERDAM,87
10816669974.0,5046 HC,AMSTERDAM,111
10023266116.0,1072 JE,NIEUWEGEIN,4
8667679173.0,3632 VA,ROERMOND,19
10975622832.0,7325 ST,'S-GRAVENHAGE,124
12201674935.0,4824 JW,ROTTERDAM,15
11795673300.0,1182 GX,AMSTERDAM,435
11148651969.0,1073 VJ,AMSTERDAM,57
9046623952.0,3621 BK,AMSTERDAM,2
9996664084.0,3544 MT,GORSSEL,245
11788651389.0,2025 CE,GRONINGEN,122
12096678604.0,3314 XJ,GRONINGEN,38
9002666467.0,3071 AZ,MAARTENSDIJK,43
10808679929.0,8641 WX,HOOGEZAND,15
11331679537.0,1103 BK,AMSTERDAM,266
8450621260.0,1102 SB,AMSTERDAM,2
