unknown,unknown,unknown,postcode,city,country,telephone_nr,sbi_code,unknown,unknown,unknown,unknown,unknown,unknown,date,unknown,legal_type,date,date
3111,04C0DBE0-8F33-440A-AC3F-046CBAC903AE,958440,,HAARLEM,NL ,(0573) 45 20 00,UNKNOWN   ,Prospect,CANE,41CC907A-405C-41B6-9719-CCCB3609BDC1,,,,,053D077E-49D8-435B-8F2A-1BFE66B1CA51,,,
5701,FD505D9C-F665-4414-83FB-C6186398C709,957803,1213 CK,Oosterhout NB,NL ,0343 565151,-         ,Customer,CANE,BD7EC18C-2E01-43B7-87A1-DDA0AF3F00DC,,,,,82B46404-F1C4-4001-A9DB-582E16BE154D,,,
3676,6B4E431D-3591-4009-952B-760CC302BBCC,957392,7442NJ,Raamsdonksveer,NL ,0529-456969,G2        ,Customer,CANE,61DE193E-939F-47F0-A2FF-B25F19F92A6C,,,,2013-02-21 00:00:00.000,EB2B8161-910E-4325-A0FA-B9166199E556,,,
5,534FCB92-EA9C-43FE-8F2C-EB4E137AC29F,955723,2285 SP,Veenendaal,NL ,+31 46 42 35 166,A         ,Prospect,CANE,FFEC49A4-FE5A-4530-8F28-B73713C689CE,,,,,B9DC3A38-07E0-4D22-B40B-53FB807EDE15,,,
3409,B9994198-7576-437C-93E1-4205595A605C,957722,3931 MR,Zwolle,NL ,(0314) 32 71 22,UNKNOWN   ,Suspect,CANE,A238B9BF-FDDB-4BE5-8A74-736532031641,,,,,49837648-0E00-4A1C-A06C-9A11B1495832,,,
5535,54E5ED2B-BEC9-4F71-ACBC-828BE3544245,203621,,Etten-Leur,NL ,035 6958211,-         ,Suspect,CANE,C40EC953-642E-4784-83AA-4CA6097096B8,,,,,3BED544E-8EC8-4D4A-A22C-9DD9A9681BBA,,,
3757,4B4A5A16-85DB-47B8-BA16-49D63F7019C9,204085,1097 EJ,Veenendaal,NL ,0548-512217,-         ,Reseller,CANE,49837648-0E00-4A1C-A06C-9A11B1495832,,,,,076CC5C9-A1B2-429B-A180-06E59C206A8F,,,
1968,A93FE137-6BD9-4122-ABBA-C54D7C6641C9,3148,1972 GA,Steenwijk,NL ,,-         ,Customer,CANE,E83CAEA2-2853-4EE5-B116-424DA6ACB78A,,,,,4189D4BF-7D52-4987-9AB4-F7EF324CC32F,,,
1909,483828FE-324D-4EC8-909A-E938BD777388,956484,3931MT,-,NL ,(0314) 32 61 45,UNKNOWN   ,Lead,CANE,7DA6BEA7-9F14-4CBD-82E4-142DDCA48679,,,,,415F7F6A-EB84-4FA5-95DA-D3DBD2DDD1FE,,,
2552,BD3FD08E-26E0-40DE-BD35-1360B6E366AF,202464,3452 EH,Amersfoort,NL ,0521-767272,94        ,Suspect,CANE,D5C332C9-D6FD-48BF-82B4-0613AA2E3EB2,,,,,8FADDA6D-495E-47E7-B1A8-0E2233EDCA02,,,
5515,3AE1CA64-CCA1-4177-9A0F-4CE06A9E2AF2,6905781,3433 PK,,NL ,033-2475211,UNKNOWN   ,Customer,CANE,50708E00-B1CB-42B6-B6E3-13A8B7F96867,,,,,49E5821C-C0D0-4622-BCE3-EDDF1E7A117D,,,
4132,776D4DAC-366B-4E23-8D50-EA8B3FD6D592,956501,1105 AA,BAARN,NL ,020-4721090,-         ,Customer,CANE,58E2F7D1-FE22-41C3-9CA9-69EC2FEC54B6,,,,,86E82263-032F-4C35-B89C-D36F2C54BB74,,,
5800,2905A3E2-DD50-410C-8497-15935A69F371,956423,,UTRECHT,NL ,0521-520033,UNKNOWN   ,Associate,CANE,A39ECA5C-030E-4973-A9C6-B8C2C0839564,,,,,5C57E9C5-F4D6-4EBC-BB21-6B3A5F83A5D4,,,2007-04-04 00:00:00.000
4482,625EE985-735C-42A7-B6FF-D6DBA57EB91A,123462,3453 LC,BAARN,NL ,030-6871083,-         ,Customer,CANE,2797833C-DA6C-4BC9-A716-DE07494050C4,,21755027.0,,,C89CB4C6-7362-4A3D-A860-AF2E875318D3,,,
7038,213DB51B-8511-4E6E-A029-4A6CFB411DB0,957403,3526 KL,,NL ,030-2763285,UNKNOWN   ,Prospect,CANE,0F9A64CC-00C4-492F-8751-1138063E0177,,,,,3EEC44E5-E46F-4F03-9508-A9A83D661783,,,
2495,B89C5E93-A44A-4F71-923F-DE17999C8AE4,959123,2,URK,NL ,,UNKNOWN   ,Customer,CANE,E1A97C7E-6355-4DDC-8ECA-7885386150E2,52410021.0,,,,84AC137C-1849-48EF-9DAA-67E21B5D06D0,,,
7203,0090349B-0EAC-4D91-BE38-DCAB1CD88376,10327,1055 EK,Amsterdam,NL ,050 5777850,UNKNOWN   ,Prospect,CANE,ADF0F633-D458-455E-88EB-B82DFFF96FC0,,,,,D5EF7724-F66D-4B38-8432-675645CB0E48,,,
7145,6153A4A9-E951-41B6-A772-944B4B160BE6,100249,2153 GD,Hummelo,NL ,030-6371861,UNKNOWN   ,Prospect,CANE,0DA9E606-62B7-4B04-8584-35E5A25B0EB9,,,,,A5423C13-BC05-48AB-8A0B-3FFD7D2696CF,,,
6188,F9E74580-D7D5-4550-8BEA-B224A562D9B1,959345,2193 GW,BAARN,NL ,06-41725409,UNKNOWN   ,Customer,CANE,,,,,,6BFB2F37-5501-4156-947D-247089F05792,,,
937,BF8AD761-C2CB-417D-9A76-66F6C8A72E2E,5378,1114AA,BOVENKARSPEL,NL ,0495 561532,-         ,Customer,CANE,1AE2C0EC-625A-46DA-9B1C-436EC890CFA1,,,,,A55008E0-C9DC-4494-9A4A-4BA81D0C6CC5,,,
6438,403D3A18-88A7-4EA4-A033-3CC34A78E0BE,956944,,UTRECHT,NL ,033 8881980,-         ,Customer,CANE,7A565703-0186-488B-B220-2B07AFABAE8E,,,,,9F83D102-4476-484B-BFCE-91CF65F232D5,,,
6469,C49EDD91-E852-4F47-9673-44E050EDB82A,958877,1985 HD,MAARN,NL ,,UNKNOWN   ,Customer,CANE,63A59BEB-496B-4E4C-86CE-D40B74F24AEE,,,,,A10F3A50-F336-47E2-99B7-80026C39A034,,,
2174,16B0A55E-7830-4B00-970B-2C82061C4801,958235,8231 BG,Doesburg,NL ,,41        ,Prospect,CANE,0BA4ED7A-146C-45BE-8574-116065F81DE2,,,3939960.0,,1F4D2885-6226-47D1-8D90-4D378EAEF95B,,,
7106,084AF682-6F75-4FD5-B657-9C74ACDCFD51,956285,1021 KM,LIENDEN,NL ,06-24820970,N         ,Customer,CANE,F7226898-50C3-4E55-9C48-6BEB589C1F54,,,,,54F4BD44-268F-4744-B8B7-2A1236B2E04E,,,
5621,A5241BA7-5205-4C7B-A516-BA40D4BE5721,4016,,Hilversum,NL ,035-6232714,R1        ,Associate,CANE,277A3481-1281-4813-9909-2BD48026ECAD,,,,,4E2747CE-926C-4099-99AD-364136ACD4BE,,,
3261,80712D3C-A8AE-4B9F-8C9A-A68BB6128AEB,957650,1062 EV,Winterswijk,NL ,(0315) 24 10 85,-         ,Customer,CANE,7C278ADC-777D-4A71-B308-B57DC88FEC25,,,,,2BB9DDAF-6F85-46E9-85F9-4EA6AB1A5862,,,
252,5BDB65E5-988C-4587-BF47-225C569D5DA3,1067,9840,Norg,NL ,-,-         ,Prospect,CANE,EFB6EF21-2257-4A2F-AD36-3C681115416A,,,,,B75C45BE-2631-4D3F-B119-BFBD6C6C7D4C,,,
7156,73C7BED9-4561-4411-B8F1-5FF64CA8694D,280,3980 CA,IJsselstein UT,NL ,,-         ,Lead,CANE,085CEEBD-F33D-4907-BB0E-B8DC86AD4A8A,,,,,736FAF62-DB59-4F70-B69E-D41FDA3B5C78,,,
6632,8E342E07-57C1-4BE7-B3DF-C8A22203631A,4206,4802 HW,Harderwijk,NL ,,-         ,Customer,CANE,A2DDFCCB-D993-4B43-B4EA-1A94E51073EE,,,,,D3E2A8BC-B3D9-40B8-AC02-341A1C4EDF4E,,,
1285,3A955932-6F00-4338-9126-1E0D5BC740A4,123539,3315 KW,Delft,NL ,+31 55 3231144,-         ,Supplier,CANE,6C700A45-981F-4357-81A0-35B03ECD2AC4,,,,,9145667D-5E35-49B7-8941-1255678FDFB6,,,
6472,61F2D947-EDC0-462A-94ED-0C28935DA1DC,3817,3771 EP,Baarn,NL ,026-3274310,UNKNOWN   ,Suspect,CANE,B4FFE21E-7BEE-46D3-B09A-06B2013F4DCA,,,,,28ACED84-FF91-4C61-998D-15D901A08994,,,
6387,213F81D1-D1B1-4318-8E5E-B650607AD00F,958338,7202 CB,BAARN,NL ,(0315) 69 59 59,-         ,Prospect,CANE,8EF5F7E3-A450-4137-A327-72EE6EC21655,,,,,646FAC1A-E689-4AE0-A7E4-EAF8F8EF4C19,,,
7040,CC83C41C-4ADD-4A29-894E-F60A732F9CB4,204283,2518 CD,Houten,NL ,0318 54 50 20,UNKNOWN   ,Prospect,CANE,2D1B1AD5-8DD8-4F3D-ACFC-DD0731B6621A,,,,,81F8BF04-2242-41B4-8410-CFC2718D059C,,,
5345,8EC51CF2-B890-45BF-9907-BB32DC03ED74,959566,3583 TM,Amsterdam,NL ,0297 522 533,UNKNOWN   ,Customer,CANE,3DE78520-E4F5-4A36-A101-002838BD57FA,,,,,E1F318EC-F9F1-4943-A1DC-CE56BA7BED56,,,
3065,9457145E-F24F-482C-B47E-3DF1CD7E0334,202495,2500 GK,OOSTEREND TEXEL,NL ,,-         ,Customer,CANE,CA6C9160-A435-4A2B-831D-B95087478AE6,,,,2014-04-28 00:00:00.000,EDA94B25-C9E6-475B-B6DC-0750C211CE0F,,,
6359,4E5043A9-1D55-45B6-A640-8118E199A844,6342,3906 EA,Stadskanaal,NL ,0107144718,62        ,Prospect,CANE,944986F6-C2E1-41B4-8FF3-A8049A535B20,,,,,F8CB0A7D-BF74-4B27-97A0-86EEBA2FB047,,,
6115,912E9F51-6DB7-44C8-9754-A2D5E03D66F7,202514,8022 AW,Onbekend,NL ,010-2210101,UNKNOWN   ,Supplier,CANE,CF41C6DE-4772-48D3-A328-4D4E5FEC38C3,,,,,32041742-7632-429F-A2A0-3B1763DF12E1,,,
6549,AFB80CD9-E19A-4182-A751-213505E64311,400325,2514 JA,-,NL ,06-28817789,UNKNOWN   ,Customer,CANE,5823B8B2-82DB-4E85-A404-67BFA76FCB27,,,,,5514A182-017C-4E4C-BA89-6DCA1C9153A6,,,
3555,21D9247F-28F0-4BC7-B3D6-5A0E9574E0C5,203195,4143HK,Utrecht,NL ,0594-512145,D         ,Suspect,CANE,CEF91297-9F2D-42D0-951C-BE4E17C86824,,,,,D009CBF9-CCF0-4CD1-A15F-2A1062372093,,,
4897,44DC827A-C0D2-440B-9AC2-F071AC79671F,956787,3991 DM,Woerden,NL ,036-5320019,UNKNOWN   ,Customer,CANE,8A962D87-8B3C-45C8-AA8D-3B101E3F0F7E,,,,,BA7F7376-BFC6-4103-926A-EE676E50843F,,,
1212,F8993B48-8C96-4C49-ADC0-579D6A367274,203996,6641 TG,Hoofddorp,NL ,050-5492492,-         ,Supplier,CANE,A54034C4-7819-45EE-A79A-071BBEE8DBF5,,,,,03A12A9D-C716-4048-B888-B002B111F11A,,,2011-02-17 00:00:00.000
4781,669FDAA2-1A88-4644-98FE-B6E73B5A7A5C,957477,2333 CC,,NL ,0203018066,UNKNOWN   ,Supplier,CANE,3E3853F2-73FA-42B1-B56D-DAE3215F6B62,30281467.0,,,,3121CEDA-7F4A-4807-8EC7-FBD6563B87AB,,,
566,7222A313-95AF-4008-B1B9-351E032694E9,3053,1200 AC,Genemuiden,NL ,070 384 46 00,-         ,Supplier,CANE,F4846DBE-2743-487D-B532-FCDE3BED5299,,,,2012-10-18 00:00:00.000,6E05544F-E3BB-4F6B-B8D4-47BB6E00A450,,,
2646,C9DA3416-9EF8-4AD6-8F5F-CB441726BAF9,202814,7411 GT,HOORN,NL ,035-7123237,-         ,Supplier,CANE,343DDF56-DC01-4A4C-867A-75D773F60AB4,,,,,2BF2FC81-7682-44B5-87BA-7073EDAF58CF,,,
3383,E82EC8B5-0361-4DC8-8D28-4CC6ED463B30,201953,2102 CM,BAARN,NL ,077-3599222,-         ,Prospect,CANE,C16CEAC5-1F88-48C0-B717-A61393D348DB,,,,,28B5945E-F914-4F50-88DB-1C410C76DB41,,,
3234,5DB5EAD0-CB5E-4A18-BFBC-6BEF5019EAC8,958431,7451PH,Broek op Langedijk,NL ,0341-427249,-         ,Customer,CANE,98D8EFEB-8747-42F5-8B6F-4340414F03A4,,,,,2FC7CC83-B1DD-490F-A7E1-BC688F1E4385,,,
6065,E06D357A-88D3-4B34-BAFE-4B58D88D72D8,959274,3818 HN,Leerdam,NL ,(035) 582 36 76,UNKNOWN   ,Customer,CANE,5E881143-F724-4BB6-86B7-A0C6BC036835,,,,,08A66890-304D-4C49-BE1F-93B717B5F4A1,,,
812,81054DCE-EF1D-416B-BECD-7F6B6C89146D,958405,1033 NW,Rotterdam,NL ,+31 756420214,UNKNOWN   ,Supplier,CANE,05F34C21-3945-4C96-96C1-EC0D2DC6D8B2,,,,,3DE78520-E4F5-4A36-A101-002838BD57FA,,,
6818,CBE9B5B1-1E33-4ED0-9D09-0485F02A7A34,204136,2491 CS,Amersfoort,NL ,06-13112400,-         ,Suspect,CANE,D09FD8C3-0C44-4AFC-973D-6E696756362D,,,,,357C6EF6-876A-4DB4-983C-8AA2A47AF6B0,,,
7010,922F4FD9-C633-4BEC-9AA9-B85C4EF68878,200002,3743 KE,Huizen,NL ,,-         ,Supplier,CANE,0FF12ADA-886F-4FB7-8BFA-3AC7F9D0F654,,,,,B3DC057C-1A57-4B71-9B03-AA5C43307E2A,,,
1210,BC1E35EE-163F-4BCB-B12B-A2F5CD0D1E4E,956510,7006 RE,Den Helder,NL ,038-4213897,UNKNOWN   ,Prospect,CANE,5DC8049C-A3EB-497C-9D29-B8EE81D7AC84,,,,,8CABE569-D437-4571-A5A5-F1F365584FDE,,,
5758,39DDE7F8-41C5-4A0A-B106-3504FB8AAA2D,956327,3980 CB,Amsterdam Zuid-Oost,NL ,030-6390830,-         ,Lead,CANE,58349F03-6B73-4426-B7CB-CBAB485175BA,,,,,DC24F648-0803-4348-8790-C289165A58AA,,,
7078,AED3CA9A-23E8-4931-86CF-5D051C316592,957777,8000 AT,SCHALKWIJK,NL ,020-4974212,-         ,Suspect,CANE,1DE3FE8D-96E5-4CB2-830B-24A24C80CD68,,28884159.0,,,BCFD6DB4-D4FE-4002-B478-2AD074CE80F4,,,
6883,BFA442BE-6E83-4854-8B36-38CDD91EE5CB,203611,3800BM,Aalsmeer,NL ,040257931,UNKNOWN   ,Customer,CANE,F8C104DB-B3DB-4675-8BD6-A97DD1DA1593,,18638864.0,,,A9A62832-3D86-435A-ABFB-F70E3AD4D2BA,,,
1816,8A0A5CEA-81D2-49DC-9671-CA48A2BB2C71,958395,3532 AE,APELDOORN,NL ,0800-0230339,-         ,Customer,CANE,D0AE0895-6134-4812-B53A-CDF03EFE9ED0,,,,,95B531B1-AB32-4C75-ACB8-C846DB2B24AD,,,
3440,BF89E5A7-B23F-42DF-8F8D-CB90807FB343,959004,,Amsterdam,NL ,0900-1884,N         ,Prospect,CANE,7A2FA349-C102-49EC-96EB-F176ABA0DACB,,,,,C2070C80-0A8B-43DB-9532-161D89BB4CEF,,,
1634,6867272D-C42B-44BB-A677-C719D36DADF1,204264,7418 AN,ALKMAAR,NL ,030-2513073,G2        ,Prospect,CANE,C09E33DD-6D40-4402-B11B-D2A24742D89A,,,,,252AC479-05B3-4534-B369-BF006F3B812D,,,
3921,AC3C8F7E-8E92-4129-AE78-1BD28C2BEA6B,959431,2616 LZ,,NL ,(033) 496 52 00,46        ,Prospect,CANE,527C6AA7-C172-43AD-8E17-5B01BDECFA3E,,,,,870A0B3F-57FD-4C59-BC51-4FF9A800B403,,,
3420,7D9BFFB0-2E3B-4C8B-B369-30F242D5412C,958860,7075 BE, Katwijk,NL ,0575-438590,-         ,Customer,CANE,E3B01020-86E8-445F-815C-1A6960972D62,,,,,EE7B7E95-A29E-4E61-8CB4-F560CA648126,,,
1903,ADC44FC2-FC66-4AB7-8E50-A868637C42AF,957630,7120 BC,,NL ,,UNKNOWN   ,Customer,CANE,558DAE56-A084-409D-B291-D6C114582A68,,,,,8FF3CB93-833B-436F-99A9-EB0DF923B864,,,
6419,3B8C6266-C392-42FE-9432-E0D3CC0AD836,4774,6538 SX,Wijhe,NL ,,-         ,Supplier,CANE,55AB290D-050A-4546-AB50-BA6C8C846E49,,,,,AE96062F-A943-44ED-B2E5-81CEF81BF7F0,,,
109,2960BC42-81E6-4FA8-85F5-46E542D5291A,6905238,9723 BZ,BARNEVELD,NL ,,-         ,Customer,CANE,3BC1CAAC-05F8-4993-8EE0-6CBE723247C2,,,,,58F11996-285A-4B11-A4BA-E8E65D6B05A1,,,
417,93E1DFC0-1EAA-4789-8245-6A803C016CE6,10169,3800 BL,Middelburg,NL ,+31 33-4790891,-         ,Suspect,CANE,142042D5-107B-4005-9E16-0A72CC5F3F79,,,,,C4034C38-6693-4E26-9CDF-7A51A99FF166,,,
7026,BA732875-9C2F-403D-A5A0-D8DA1C37D8A4,3186,7722 PJ,Woerden,NL ,,N         ,Prospect,CANE,297400A2-C4F2-4886-B450-4B8DCF70527E,,,,,E1DB2D6B-836F-42EA-8235-7A0AFA524237,,,
4070,66778600-CC14-4B36-BAB2-6CB640A48BD9,956582,2031 AZ,Leiden,NL ,0594 646065,N         ,Prospect,CANE,723688D4-AEE8-4A05-8F40-4B99B5863253,,,,,54306367-48D2-40B1-B4E1-2546C0A68394,,,
3700,35473540-0F14-4DE3-979A-7CB3EAD4941F,10352,3700 AN,ZOETERMEER,NL ,0548-533533,-         ,Supplier,CANE,1B9A3661-9DB0-4A75-B77F-4A7D462B65EF,,,,,88FA3980-790D-4568-B5B9-5D5090DCD6D8,,,
6467,B3149525-E596-4725-BD24-B6739620BA02,957129,9727DW,Ommen,NL ,0493-313903,-         ,Supplier,CANE,764491CB-AE72-4BFC-A7C0-E6105D40B658,,,,,A3EEE53C-A532-46C4-8F5E-36DDBC27DE09,,,
790,678A04F4-8B58-4D66-81E6-4E67AC6C5271,958596,3439 LE,Nieuwegein,NL ,013-5230533,-         ,Customer,CANE,333BCA63-A94D-47BD-8D27-54DA2B4689AF,,,,,5FD2A8BB-0465-43DE-A050-C2727CF22297,,,
6293,2861164E-1C9C-4E14-8358-6F234A0AF302,957510,3542 CH,Haarlem,NL ,,UNKNOWN   ,Customer,CANE,9E664BAC-B3B9-4613-AD7A-7896E63D2930,,,,,FD92EE49-8309-4147-88E6-779AF03983CD,,,
6798,049C6CFD-16F2-4B9E-A7EB-76AD01680C02,202048,9723BX,Bergen NH,NL ,0547-333252,N         ,Suspect,CANE,49A5FAF7-55A9-4845-BCF2-D225EDC70A56,,,,,BDD2E08A-1389-4339-94A1-F5F8A2069809,,,
3831,E0FB3458-2DE8-4193-B016-2667047CF89C,958724,3821 AL,Moergestel,NL ,033-4220066,-         ,Suspect,CANE,C02C73CC-524A-4AC0-ABEC-69CDE7A12BA7,,,,,3B0945CC-7CAB-4E83-8403-1EFFE9C7124F,,,
6747,0DDA38C1-3805-4379-8609-4DCAAAEE74C2,10200,3991 CD,Haarlem,NL ,(0316) 53 14 13,-         ,Customer,CANE,A7DC37AB-6803-424B-8300-600E4CC35423,,,,,F804426B-0A4B-4F50-8CB8-D28A4D3CE0A0,,,
3391,5360FFD3-9883-4620-A68D-08CBF43DE815,204185,3430 BE,ROTTERDAM,NL ,030-2515217,-         ,Prospect,CANE,D6875DDC-6637-4D83-9D08-428DF475F349,,,,,28CB9962-C0E5-44BA-A750-05A68F83126D,,,
2160,0BB83565-52B1-4049-BF7D-53B5BD6E0101,10296,3844 JW,Oosterhout NB,NL ,038-3851860,UNKNOWN   ,Suspect,CANE,2C582CA0-3DE6-4EAF-B49F-ABA836C89287,,,,,13001B0B-6E94-48F8-92C9-83266B0BFB74,,,
6872,2851ACFD-E124-4694-8A77-F621269CA359,10136,,HILVERSUM,NL ,,-         ,Supplier,CANE,93432198-3728-4B74-8DB0-AC1298981F65,,,,,D18FAD47-FB78-4BA7-BA78-D41CF36153D3,,,
5485,EB46035D-9BE3-4037-97C9-0BF0DE6766AF,202402,3700 AX,Breda,NL ,020 630 47 50,UNKNOWN   ,Customer,CANE,2FFA109A-5DAC-4657-BABF-E1B35A5A7C6A,,,,,B4FFE21E-7BEE-46D3-B09A-06B2013F4DCA,,,
5488,5A856DD8-5500-409D-B40D-BBBA660C9AC3,6905321,3600 BD,Almere,NL ,,-         ,Suspect,CANE,5AC5B34E-2D81-4D9E-B18F-8A15818A5F6C,,,,,AA4DC4BC-2ABC-4DEE-A9BF-C83ABE99105F,,,
5693,66A2F70D-4503-4D5C-9704-DFC3FE5325D0,100194,2719 DA,Oldenzaal,NL ,06-31962765,-         ,Prospect,CANE,5F17E17A-BC18-4035-A740-4CB390A08373,,,,,209E4245-9831-4195-9117-3D800FA2BCAF,,,
5475,B7FF37C2-2D60-4930-8575-E3BB4825DCAA,958237,3544 RE,TIEL,NL ,0413-382911,K         ,Suspect,CANE,87DD9FBF-C3C8-4FF9-8C62-923F6222B8CE,,,,,45F7C709-BFF8-4D60-9282-9EA36BC1389A,,,
1815,9238B36F-D869-4D1B-8FDC-885E415BC6C6,100008,,Huizen,NL ,0343-518637,UNKNOWN   ,Prospect,CANE,A165120E-B590-478D-8E86-06DB8CF811BB,,,,,D1C4B34D-9E42-4D01-8455-28AE8DD91C47,,,
3252,153E41AF-A45E-4E57-863C-F96423595438,10293,7331 VG,Ridderkerk,NL ,057,N         ,Customer,CANE,4D6D7871-8F21-4095-B4D0-62E955468015,,,,,0F942474-25C5-4D40-B4B3-68F81FB22921,,,
2224,78C8DA35-58E9-4207-B82F-E09EFBB33564,123460,2400 AE,Bennekom,NL ,074-2912376,UNKNOWN   ,Suspect,CANE,65CB2D21-5007-4984-8FA4-0628203E0354,,,,,521DE7F2-8725-49CF-8024-D6A05DA92676,,,
6857,3DD07F5C-9D05-4E6F-968E-2191720D55AB,956782,5684 LZ,BUNNIK,NL ,,N         ,Customer,CANE,4219209C-6356-409E-939A-C8258F492E0A,,,,,4654B4CE-69FD-4485-9108-B557160D7A93,,,
6212,B2935121-F15C-4A7C-9CBF-56F657EEB1A3,34,6942 SE,Stellendam,NL ,(0575) 577000,-         ,Supplier,CANE,95F838B6-8C25-43EB-9A8F-C578B845DA75,,,,,C37BDC01-009E-479C-BD93-60523EB3D93C,,,
191,05023FB3-0128-4A15-BAE1-8A558BF48D8B,3116,4800 CC,MAARSSEN,NL ,033-4618746,-         ,Customer,CANE,3C84D6E1-0F80-40E7-88E0-C16DE38B0519,,,,,ECA5BBDF-9A62-4405-9154-A074F03BB950,,,
2565,A05175A3-047F-464D-97E4-E53EBF56B5F1,400608,3991 DS,Arnhem,NL ,,UNKNOWN   ,Customer,CANE,876A7DF4-18A6-457C-9F93-5F9B0924FE03,,,,,EFC78CA4-0D44-4E3A-936F-2634007F7009,,,
7210,8CE7C54E-FFF0-41E8-8BBE-9CD86446CDA7,10026,3991 CJ,,NL ,,N         ,Suspect,CANE,E0FC5F39-E693-449B-9880-72E4AF2BA5D4,,,,,D534FBF8-49A0-4C8F-91DF-4BBCA28274DE,,,
1597,066F272C-AD64-4425-8C2F-AA364200E1BA,959598,2900 AJ,Sassenheim,NL ,030-6580160,UNKNOWN   ,Suspect,CANE,F609D377-B10D-4A0D-AC38-984D2760AE1F,,,,,F6F54248-1A8A-4FE2-892E-403C259891F8,,,
1950,9CBE8015-1581-49E7-ABA4-A58770A6FE17,100173,5831PE,,NL ,030  2722207,-         ,Prospect,CANE,387B9CED-6CA2-4095-A2F6-8F242BA394ED,,,,,421E751C-E98A-4B1D-909F-7EB0A788E6B4,,,
3959,B7C47565-C511-4F53-BDFF-8CD49F254E85,958792,1021 KC,AMSTERDAM,NL ,,-         ,Customer,CANE,F27B497F-B6E4-4614-BFF5-4A519AFDE090,,,,,300CAE5A-2418-447E-A2D7-B4224AB9AAF7,,,
4750,74052ED5-F60F-4540-B68F-BAE21825DB47,956270,5061 HE,Dordrecht,NL ,030 6352480,-         ,Prospect,CANE,E71066D7-FF13-4526-9F78-63524653D7AD,,,,,8A0A5CEA-81D2-49DC-9671-CA48A2BB2C71,,,
2870,6898E9C5-6966-41CC-BBFD-00DD71F57692,956426,3706 AL,Albergen,NL ,035-6955055,-         ,Customer,CANE,7339790C-CD12-4C68-AA28-2D61B732E2E4,,,,,867084D9-5A79-4E9F-B829-B32C53EBF842,,,
5237,0235E11C-A20D-4C32-B3F3-3A6A86C9AF29,204202,3994 KK,BAARN,NL ,0,N         ,Prospect,CANE,922F4FD9-C633-4BEC-9AA9-B85C4EF68878,,,,,6BD13E7E-D392-4523-A70B-B542FADB9BCB,,,
5446,B5139F0A-4968-407F-9B68-3FA17562CBA9,957391,2153 PH,IJmuiden,NL ,(026) 323 88 11,UNKNOWN   ,Suspect,CANE,50604AF2-B1A1-4E7F-9D9E-4F6CA6BB3D63,,,,,8A3DA48C-F737-4F5C-BB10-6B8B10B6DE5B,,,
3029,6BFB2F37-5501-4156-947D-247089F05792,956640,3508 AB,Bladel,NL ,,-         ,Customer,CANE,A90328B9-4FCC-4C48-9FB3-5A57B6F96944,,,,,4B85A3C4-533B-4333-8441-BCD0AC4FFD3C,,,
5190,C79D6077-61B6-4E9C-B9CB-DD0CAF2386BD,959546,7944 HT,Zeist,NL ,0342 473832,-         ,Prospect,CANE,AE7C9EF3-1FA4-491F-A9BE-729114F06FF4,,,,,116F854F-7E6B-4320-AA6C-65805C61C517,,,
861,B04A4D54-3636-42C2-9BA7-84DAA8D48D2B,4948,3740 AS,Amsterdam,NL ,--,-         ,Customer,CANE,EB4933C4-03A6-45B3-A725-4D61F10FBE78,,,,,031EAF29-0B12-4331-9545-B3A3C46F22E4,,,
1939,84462D41-A0CE-4B04-93B5-7AC007841F8B,200159,3905 TL,Assen,NL ,06 40894293,UNKNOWN   ,Customer,CANE,4714C929-3605-4680-88D3-1A70D116F730,,,,,3AAA7BC9-76AF-4F1A-AFE6-35BE09115282,,,
3557,C5BB58DC-E976-4077-8D1F-63A596041F5A,4,3931 CK,Maarheeze,NL ,0575 563 338,-         ,Supplier,CANE,9CBE8015-1581-49E7-ABA4-A58770A6FE17,,,,,FA3468F6-C3FD-4651-A8BE-DE2E967A538A,,,
7227,1C833F3E-46DF-439A-83A5-BFE3588364EC,100409,7311 BR,Woerden,NL ,,-         ,Customer,CANE,8BDFD654-1350-46C6-BDEA-B7421579AC46,,,,,C86CD66B-D100-45FB-B7B4-986F12F952E6,,,
2162,295F9AF7-DC46-4242-BCFD-88624F75C915,957428,7900 AB,Sassenheim,IT ,,-         ,Lead,CANE,284C617A-03DE-452F-989B-9BCA9EC31706,,,,,403D3A18-88A7-4EA4-A033-3CC34A78E0BE,,,
3705,9B548D39-DC17-4C05-B8F0-331B422785F9,100487,3991 RZ,UTRECHT,NL ,033-4321200,UNKNOWN   ,Customer,CANE,BB324CEB-743F-4098-9651-7AC08F8143FF,,,,,39B442DC-50B8-45A4-8A46-2940DB816E2C,,,
1865,5E9827C3-318E-4464-8E4B-74FA7D8A2ED1,204944,6714 DP,AMSTERDAM ZO,NL ,0575-200210,-         ,Customer,CANE,3DB37475-E787-414A-8313-5B278ACB582A,,,,,0018AC12-7BDC-4632-92CD-8721D6124AAB,,,
6815,EA5E2F2F-8458-4E8F-B302-F0D09B9E154C,204172,2242 CP,Noordwijkerhout,NL ,030-8200770,-         ,Customer,CANE,4E3FE082-197E-4E96-9DE1-ECF6A5239270,,,21316619.0,,DFA4F6FD-7D50-4DEC-8310-AD79841F3BB2,,,
