unknown,unknown,unknown,postcode,city,province,country,telephone_nr,telephone_nr,unknown,sbi_description,sbi_description,date,unknown
200907014710,Suspect,Actief,9737 AD,Amsterdam,Limburg,Netherlands,071-4081240,050 7850043�,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,03-04-2012,DM cd bestanden
K21964,Suspect,Actief,1017 KM,Amsterdam,Noord-Holland,Netherlands,015 310 1243,020-4282701,Architecten Ext. BNA,,,24-08-2009,DM cd bestanden
20090529106,Zakenrelatie,Actief,B-3640,Amsterdam,Overijssel,Netherlands,020-4196868,010-4136454,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-04-2014,internet
2010010830279,Zakenrelatie,Actief,2142 EG,Leiden,,Netherlands,010-4111503,040-2460604,Architecten Ext. BNA,,,05-11-2015,internet
1606081339,Prospect,Actief,3071 EL,Capelle aan den IJssel,Groningen,Netherlands,06-20586309,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-03-2011,DM cd bestanden
1606081885,Prospect,Actief,9766 TX,Sint Odilienberg,Noord-Holland,Netherlands,0497-571537,0318-529577,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-01-2012,DM cd bestanden
200907014321,Zakenrelatie,Actief,1271 KP,Deventer,Noord-Brabant,Netherlands,06-50623017,026-3555234,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-02-2015,DM cd bestanden
2010010832524,Zakenrelatie,Actief,7522 LB,Amsterdam,,Netherlands,030-2253235,,Architecten Ext. BNA,,,28-04-2014,DM cd bestanden
2010010829850,Zakenrelatie,Actief,3811 CC,Grave,Zuid-Holland,Netherlands,030-6066783,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,internet
K38833,Prospect,Actief,B-9070,Amsterdam,Noord-Holland,Netherlands,0578-695666,,Architecten Ext. BNA,,,29-04-2014,internet
200907014602,Zakenrelatie,Actief,3039 CB,Leeuwarden,Limburg,Netherlands,020 303 4728,0251-658436,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-04-2009,internet
1606082614,Zakenrelatie,Actief,6641 KD,Wanroij,Zuid-Holland,Netherlands,050-3124444,,Architecten Ext. BNA,,,20-07-2010,DM cd bestanden
2010010804903,Suspect,Actief,5704 LP,Uitgeest,Zuid-Holland,Netherlands,06 - 15 94 98 40,020-6916603,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,internet
2010010832623,Zakenrelatie,Actief,2561 AE,Noordwijk,Noord-Holland,Netherlands,015-2121544,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-11-2015,Koude acquisitie
200907014373,Zakenrelatie,Actief,D-52064,Amerongen,Friesland,Netherlands,010-4375269,,Architecten Ext. BNA,,,31-12-2009,baan
1606081808,Zakenrelatie,Actief,1054 HT,Rotterdam,Noord-Brabant,Netherlands,072 520 1695,,Architecten Ext. BNA,,,14-10-2013,Beurs
2010010827229,Zakenrelatie,Actief,2516BE,Arnhem,Gelderland,Netherlands,0183-309321,0495-450333,Architecten Ext. BNA,,,22-04-2009,internet
1606082840,Suspect,Actief,1093 AA,Kockengen,Gelderland,Netherlands,070-3504450,077-3985175,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-11-2015,Beurs MaterialXperience
2010010831492,Zakenrelatie,Actief,8531 CE,Delft,Utrecht,Netherlands,0413-250319,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
1606081996,Zakenrelatie,Actief,9934 NR,Gent,Zuid-Holland,Netherlands,040-2930212,020-6241339,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-03-2016,DM cd bestanden
200907014320,Suspect,Actief,6862 HB,Oude Wetering,Groningen,Netherlands,0228 - 316104,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-02-2010,Koude acquisitie
200907014213,Zakenrelatie,Actief,1019 AZ,Goes,Noord-Holland,Netherlands,206207323,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-11-2015,Koude acquisitie
2010010832212,Zakenrelatie,Actief,2582 CG,Rotterdam,Utrecht,Netherlands,06-21125533,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-04-2014,internet
1606080917,Zakenrelatie,Actief,7061 TC,Eindhoven,Noord-Brabant,Netherlands,035-6989135,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-12-2015,internet
2010010832604,Zakenrelatie,Actief,6225 ND,Amsterdam,Noord-Brabant,Belgium,06-21503800,,Architecten Ext. BNA,,,16-11-2015,internet
2010010827575,Zakenrelatie,Actief,7954 GT,Delft,Noord-Holland,Suriname,013-5363086,015-2130908,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,DM cd bestanden
1606081039,Zakenrelatie,Actief,4101 CE,K�ln,Limburg,Netherlands,0174-247741,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-05-2010,internet
2010010828521,Suspect,Actief,1054 CX,Rotterdam,Noord-Brabant,Netherlands,0186-614157,030-2318606,Architecten Ext. BNA,,,19-12-2007,internet
K37268,Zakenrelatie,Actief,2585 JB,Schijndel,Noord-Holland,Netherlands,0229-850475,0492-386705,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-04-2014,internet
K22992,Zakenrelatie,Actief,2741 GB,Kollumerland en Nieuwkruisland (Burum),Gelderland,United Kingdom,073-6125033,,Architecten Ext. BNA,,,29-07-2010,internet
2010010832563,Zakenrelatie,Actief,6814 CC,Assen,Noord-Holland,Netherlands,0182-618419,055 356 2175,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-09-2009,DM cd bestanden
K38783,Zakenrelatie,Actief,B-3960,Oostzaan,Zuid-Holland,Netherlands,070-3615722,043-3257400,Architecten Ext. BNA,,,15-07-2008,DM cd bestanden
200907014537,Zakenrelatie,Actief,6049 GZ,Amsterdam,Noord-Holland,Netherlands,020-6654417,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-04-2014,internet
200907014564,Suspect,Actief,3523 CL,Wassenaar,Noord-Brabant,Netherlands,020-6880317,020-6370693,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-04-2014,Bouw expresse
2010010828155,Zakenrelatie,Actief,1215 KD,Den Haag,Noord-Holland,Netherlands,010-4134780,,Architecten Ext. BNA,,,29-03-2016,internet
2010010807137,Zakenrelatie,Actief,6221 BT,Goes,Vlaams Brabant,Netherlands,040-2129215,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-02-2009,internet
2010010832658,Suspect,Actief,2516 AH,HOORN,Utrecht,Netherlands,010-4123344,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-11-2015,internet
1606082120,Zakenrelatie,Actief,3013 BR,Eindhoven,Oost-Vlaanderen,Netherlands,0032-89465882,206720065,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,03-07-2012,DM cd bestanden
2010010832575,Zakenrelatie,Actief,3721 BC,Helmond,Groningen,Netherlands,020-6370328,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-01-2012,internet
2010010801740,Zakenrelatie,Actief,4551 CM,Weert,Limburg,Netherlands,033-4892240,0251-315781,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-11-2015,internet
2010010828216,Zakenrelatie,Actief,1031 HX,Veldhoven,Noord-Holland,Netherlands,050-3142245,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,07-12-2009,Koude acquisitie
1606081440,Prospect,Actief,9251 NR,Overveen,,Netherlands,06-44552416,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-11-2015,DM cd bestanden
2010010832638,Zakenrelatie,Actief,3116 GK,MAASTRICHT,Zuid-Holland,Netherlands,070-3462790,0413-338090,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-10-2012,DM cd bestanden
1606082291,Zakenrelatie,Actief,7941 KG,Beek,Noord-Holland,Netherlands,071-8887360,,Architecten Ext. BNA,,,03-05-2012,internet
2010010832622,Zakenrelatie,Actief,2283 JM,Amsterdam,Antwerpen,Netherlands,0497-519319,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-04-2014,internet
K37838,Zakenrelatie,Actief,B-9991,AMSTERDAM,Zuid-Holland,Netherlands,0573-452823,,Architecten Ext. BNA,,,09-12-2015,internet
1606082052,Zakenrelatie,Actief,9712 AZ,Heusden-Destelbergen,Noord-Holland,Netherlands,070-3506900,015-2138393,Architecten Ext. BNA,"Architecten, ingenieurs en technisch ontwerp en advies,keuring en cont",Fotografie en ontwikkelen van foto's en films,16-11-2015,internet
2010010828501,Suspect,Actief,2711 DX,Dortmund,Drenthe,Netherlands,030-6932842,703545598,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-02-2015,internet
2010010830860,Zakenrelatie,Passief,2374 AE,BREE,Limburg,Netherlands,+32-485-616883,0575-528817,Architecten Ext. BNA,,,13-01-2010,internet
K22420,Zakenrelatie,Actief,2629 HD,Drachten,Utrecht,Netherlands,070-3650948,046-4752710,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-01-2010,internet
2010010831446,Zakenrelatie,Actief,3511 PL,LIER,Noord-Holland,Netherlands,0570-855226,0184-435319,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-07-2011,baan
2010010832652,Zakenrelatie,Actief,1013 CR,Tilburg,Noord-Brabant,Netherlands,0318-415456,,Architecten Ext. BNA,,,19-01-2010,DM cd bestanden
2010010832661,Zakenrelatie,Actief,1018 XJ,Medemblik,Friesland,Belgium,06-20613717,024-3239346,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-10-2013,DM cd bestanden
1606081357,Zakenrelatie,Passief,1071 ZL,Amsterdam,Zuid-Holland,Netherlands,010 206 0000,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,31-08-2009,Beurs
2010010831047,Suspect,Actief,1094 RB,Maastricht,Noord-Holland,Netherlands,0548-537060,,Architecten Ext. BNA,,,15-02-2011,DM cd bestanden
1606081366,Zakenrelatie,Actief,5674 CD,Delft,Utrecht,Netherlands,715424716,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-12-2011,internet
1606081264,Klant,Actief,7934 PK,Den Haag,Zuid-Holland,Netherlands,073-6149434,071-5148559,Architecten Ext. BNA,,,28-12-2015,Koude acquisitie
K38210,Zakenrelatie,Actief,9712 JE,Den Haag,Noord-Holland,Netherlands,06-83522782,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,09-02-2016,DM cd bestanden
2010010830847,Zakenrelatie,Actief,3772 MT,'S-GRAVENHAGE,Zuid-Holland,Netherlands,073-8507542,046-4111486,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-02-2010,DM cd bestanden
1606081156,Zakenrelatie,Actief,3701 JX,Leiden,Zuid-Holland,Netherlands,0475-468100,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,22-10-2012,DM cd bestanden
2010010830383,Zakenrelatie,Actief,1013 NJ,Amsterdam,,Netherlands,075-6846594,,Architecten Ext. BNA,,,20-10-2011,DM cd bestanden
1606081028,Zakenrelatie,Actief,5131 BN,Utrecht,Utrecht,Netherlands,0182-510907,070-3107149,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-07-2010,DM cd bestanden
2010010830077,Zakenrelatie,Actief,7316 AM,Rotterdam,Gelderland,Netherlands,0418-671930,035-6281418,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,DM cd bestanden
200907014239,Zakenrelatie,Actief,3111 CG,Arnhem,Washington,Netherlands,0183-301265,020-4033779,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-03-2012,internet
K22524,Klant,Actief,7591 NE,Rotterdam,Noord-Holland,Netherlands,075-6165566,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
K23030,Suspect,Actief,5741 CA,DUIVENDRECHT,Utrecht,Netherlands,020-6234603,020-6273649,Architecten Ext. BNA,,,11-05-2015,internet
2010010831059,Zakenrelatie,Actief,3824 MS,Rotterdam,Zuid-Holland,Netherlands,06-11177912,020-4217669,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-07-2011,internet
1606082190,Zakenrelatie,Actief,1083 CE,Amsterdam,Utrecht,Netherlands,0184-435463,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2011,Via relatie
2010010829724,Zakenrelatie,Actief,7637 PC,Alkmaar,Noord-Holland,Netherlands,+32-092250749,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-02-2011,internet
1606080175,Zakenrelatie,Actief,1101 BA,Chaam,Utrecht,Belgium,043-3253223,023-5295659,Architecten Ext. BNA,,,01-07-2011,DM cd bestanden
K22126,Zakenrelatie,Actief,2061 JL,Amstedam,Zuid-Holland,Netherlands,0172-503090,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,08-02-2011,baan
2010010804930,Suspect,Passief,2511 GS,Borne,Noord-Brabant,Netherlands,058-2151479,,Architecten Ext. BNA,,,31-03-2015,internet
K38486,Zakenrelatie,Actief,2515 MA,Arnhem,Zuid-Holland,Netherlands,020-6636784,,Architecten Ext. BNA,,,03-03-2010,internet
2010010833013,Suspect,Actief,2011 VM,Groningen,Gelderland,Netherlands,06-30046684,,Architecten Ext. BNA,,,06-06-2012,internet
K37328,Zakenrelatie,Actief,7521 AC,ROTTERDAM,Noord-Brabant,Netherlands,0512-571475,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,07-04-2009,internet
2010010822191,Zakenrelatie,Actief,6585 KB,Alkmaar,Utrecht,Netherlands,,013-5346284,Architecten Ext. BNA,,,05-07-2011,DM cd bestanden
K37262,Prospect,Actief,3764 AD,Beuningen,Zuid-Holland,Netherlands,030-7854029,0594-507307,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-11-2009,internet
2010010827350,Zakenrelatie,Actief,4401 AE,Amsterdam,Zuid-Holland,Netherlands,043 459 1460,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-04-2008,internet
2010010804843,Prospect,Actief,1053 XA,Almere (Almere-Poort),Noord-Brabant,Netherlands,030-6884890,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-12-2012,internet
2010010828642,Zakenrelatie,Actief,1054 DH,'s-Gravenhage,Overijssel,Netherlands,010-4117180,,Architecten Ext. BNA,,,26-11-2014,internet
K30304,Suspect,Actief,9747 AH,Rotterdam,Drenthe,Netherlands,038-7507497,,Architecten Ext. BNA,,,13-02-2015,internet
1606082802,Zakenrelatie,Actief,8394 VS,Delft,Zuid-Holland,Netherlands,020-4193928,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-02-2013,Koude acquisitie
K38964,Zakenrelatie,Actief,1749 HJ,Zwolle,Overijssel,Netherlands,0346-266657,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,internet
1606081020,Prospect,Actief,5141 MT,Amsterdam,Limburg,Netherlands,020-3315709,035-5820311,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-09-2011,DM cd bestanden
1606082568,Zakenrelatie,Actief,3401 MP,Langbroek,Noord-Holland,Netherlands,015-2627088,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-08-2012,baan
2010010829608,Zakenrelatie,Actief,B-2600,HAMONT-FEMEL,Utrecht,Netherlands,010-2807032,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-01-2012,DM cd bestanden
1606082320,Zakenrelatie,Actief,9403 AC,Bosch en Duin,Noord-Holland,Netherlands,030-2801807,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-06-2009,DM cd bestanden
2010010814535,Zakenrelatie,Actief,B-2970,Loosdrecht,Utrecht,Netherlands,076 5011240,0548-512831,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-03-2011,Beurs MaterialXperience
200907014367,Zakenrelatie,Actief,4841 KV,Aerdenhout,Zuid-Holland,Netherlands,020-6241644,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,baan
2010010832790,Zakenrelatie,Actief,3997 MX,Rijswijk,Groningen,Netherlands,0513-648245,023-5367160,Architecten Ext. BNA,,,17-02-2011,DM cd bestanden
2010010829384,Suspect,Actief,1087 KA,Oostende,Noord-Holland,Netherlands,030-2422722,076-5961017,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-03-2011,Beurs
2010010831672,Zakenrelatie,Actief,2931 GT,Grijpskerk,Zuid-Holland,Netherlands,0174-441517,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-09-2011,internet
1606081715,Zakenrelatie,Actief,6814 DB,Amsterdam,Noord-Holland,Netherlands,055-5347973,,Architecten Ext. BNA,,,25-02-2014,internet
1606081896,Zakenrelatie,Actief,1721 CV,Helmond,Limburg,Netherlands,035-5392288,043-3252812,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,18-01-2016,DM cd bestanden
2010010802717,Zakenrelatie,Actief,7971AG,Houten,Zuid-Holland,Netherlands,06-14786227,010-4135040,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-02-2008,baan
2010010831783,Zakenrelatie,Actief,3572 JM,Amsterdam,Zuid-Holland,Netherlands,06-28677498,,Architecten Ext. BNA,,,03-09-2014,DM cd bestanden
2010010828149,Zakenrelatie,Actief,3433 CR,Huissen,Zuid-Holland,Netherlands,024-3540222,104367902,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-01-2016,baan
2010010828170,Zakenrelatie,Actief,2613 ZV,Bergen op Zoom,Zuid-Holland,Netherlands,0481-424794,020-6824919,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-03-2011,internet
2010010831906,Zakenrelatie,Actief,9363 AT,Reeuwijk,Zuid-Holland,Netherlands,010-2447476,040-2461130,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-09-2011,internet
1606082049,Zakenrelatie,Actief,5613 GC,Sint-Oederode,Zuid-Holland,Netherlands,045 763 0707,0111-410950,Architecten Ext. BNA,,,09-09-2011,DM cd bestanden
2010010827244,Klant,Actief,8601XS,Oude IJsselstreek(Terborg),Limburg,Netherlands,703507272,0492-474951,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,26-05-2008,internet
2010010832829,Zakenrelatie,Actief,1033 WB,Arnhem,Flevoland,Netherlands,0229-591515,00597-462284,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-11-2013,E-mail
2010010832581,Klant,Actief,1087 EK,Bennebroek,Gelderland,Netherlands,06-24861150,,Architecten Ext. BNA,,,05-02-2016,internet
1606081234,Zakenrelatie,Actief,6662 NK,Delft,Noord-Brabant,Netherlands,0513-688056,,Architecten Ext. BNA,,,16-07-2010,DM cd bestanden
2010010829355,Zakenrelatie,Actief,8061 MC,Sittard,,Netherlands,030-2725212,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,06-12-2013,Beurs
2010010808209,Zakenrelatie,Actief,1059 BT,Borculo,Noord-Brabant,Netherlands,06-53895004,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-11-2015,internet
1606082490,Prospect,Actief,6467 JE,Horssen,Noord-Brabant,Netherlands,050-3124445,,Architecten Ext. BNA,,,31-08-2010,internet
200907014217,Zakenrelatie,Actief,6024 BP,Venlo,Zuid-Holland,Netherlands,0111-410420,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-09-2012,internet
K38299,Zakenrelatie,Actief,3581BZ,Eindhoven,Zuid-Holland,Netherlands,0529-485888,,Architecten Ext. BNA,,,14-03-2011,internet
2010010831570,Prospect,Actief,5298 LL,Nijmegen,Utrecht,Netherlands,06-41315950,0032-33531005,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-12-2009,DM cd bestanden
K22388,Zakenrelatie,Actief,3604 BB,Delft,Limburg,Netherlands,050-3144555,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-07-2010,internet
2010010829178,Suspect,Actief,3731 XE,Amstelveen,Utrecht,Netherlands,06-43088941,204535877,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,internet
2010010831653,Zakenrelatie,Actief,1019 DG,De Rijp,Overijssel,Netherlands,642931085,0184-693321,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-11-2015,DM cd bestanden
K38849,Suspect,Actief,3341 LL,Den Haag,Noord-Holland,Netherlands,074-2501696,0475-486995,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-05-2009,DM cd bestanden
2010010832158,Suspect,Actief,3833 VN,Den Haag,Zuid-Holland,Netherlands,071-7853274,040-2460604,Architecten Ext. BNA,,,01-03-2010,internet
2010010800100,Zakenrelatie,Actief,9515 PN,Den Haag,Noord-Holland,Netherlands,020-8904450,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-07-2010,Beurs
1606081044,Suspect,Actief,5707 KS,Rotterdam,Noord-Holland,Netherlands,0566-620862,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,14-05-2012,internet
1606081406,Zakenrelatie,Actief,5616 HM,UDEN,Zuid-Holland,Netherlands,030-6888044,040-2904253,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,21-01-2010,internet
2010010828041,Zakenrelatie,Actief,3521 TM,Haarlem,Zuid-Holland,Netherlands,079-3217232,0598-617449,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-12-2011,Koude acquisitie
1606081424,Zakenrelatie,Actief,3311 DA,Amsterdam,Zuid-Holland,Netherlands,020-6245904,,Architecten Ext. BNA,,,10-12-2014,internet
2010010832818,Zakenrelatie,Actief,3454 HD,Heerhugowaard,Noord-Holland,Netherlands,0545-272715,050-3187866,Architecten Ext. BNA,,,19-10-2012,internet
1606081542,Suspect,Actief,3511 EH,Amstelveen,Gelderland,Netherlands,0418-582597,0578-621110,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-10-2012,internet
K38740,Zakenrelatie,Actief,2628 AW,Boom,Limburg,Netherlands,06-38537198,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,15-10-2009,DM cd bestanden
2010010832835,Zakenrelatie,Actief,2651 MX,Zoeterwoude,Zuid-Holland,Netherlands,00-33-9-50-19-13-70,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-11-2012,internet
2010010816778,Zakenrelatie,Actief,1851 BC,Bodegraven,Zuid-Holland,Netherlands,,010-4131215,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,30-04-2014,DM cd bestanden
K37313,Zakenrelatie,Actief,9919 AB,Amsterdam,Noord-Holland,Netherlands,010-4817144,0032-89461072,Architecten Ext. BNA,,Industrieel ontwerp en vormgeving,31-05-2012,internet
1606082072,Zakenrelatie,Actief,5731 SH,Maasmechelen,Zuid-Holland,Netherlands,0183-3622545,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,29-03-2016,internet
2010010831348,Prospect,Actief,B-9220,AMERSFOORT,Zuid-Holland,Netherlands,020 5309300,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,internet
2010010830024,Zakenrelatie,Actief,1019 BB,HUISSEN,Zuid-Holland,Netherlands,026-3636398,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,13-10-2011,Internet
2010010832780,Zakenrelatie,Actief,3542 AK,Vijfhuizen,Friesland,Netherlands,,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-11-2013,internet
2010010829756,Zakenrelatie,Actief,2316 ER,Hilversum,Utrecht,Netherlands,020-4194169,0183-638583,Architecten Ext. BNA,,,13-03-2013,internet
2010010832635,Zakenrelatie,Actief,7523 JG,Barneveld,Noord-Holland,Netherlands,0475-484542,,Architecten Ext. BNA,,,14-03-2011,internet
2010010831338,Prospect,Actief,3881 EA,Haren,Zuid-Holland,Netherlands,06-45488311,084-7599602,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,12-07-2012,baan
2010010830764,Zakenrelatie,Actief,3022 VR,Ooltgensplaat,Noord-Holland,Netherlands,033-4771000,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,05-11-2009,internet
2010010832884,Zakenrelatie,Actief,5701 MP,Amsterdam,Groningen,Netherlands,+32-011540986,,Architecten Ext. BNA,,,21-05-2013,internet
2010010831683,Zakenrelatie,Passief,1043 BW,Horst aan de Maas,Noord-Holland,Netherlands,+49(0)241-946 90 0,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,25-02-2010,internet
2010010832036,Klant,Actief,2312 TT,Berlicum,Zuid-Holland,Netherlands,0113-573976,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,24-11-2015,internet
2010010804952,Zakenrelatie,Actief,2516 AH,UTRECHT,Noord-Brabant,Belgium,1.234.565.7890,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,01-07-2011,Via relatie
2010010832705,Klant,Actief,1043 BJ,Amsterdam,Gelderland,Netherlands,0252-210772,847518427,Architecten Ext. BNA,,,12-12-2012,internet
1606081263,Zakenrelatie,Actief,3994 AL,Sprundel,Noord-Holland,Netherlands,010-2181118,0512-571476,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,11-02-2009,baan
1606081410,Zakenrelatie,Actief,2611 HJ,'s-Hertogenbosch,Noord-Brabant,Netherlands,0341-410608,020-6939394,Architecten Ext. BNA,,,15-01-2008,internet
1606080612,Suspect,Actief,4254 AH,Capelle aan den IJssel,Noord-Holland,Netherlands,0545-295195,020-4199192,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,20-05-2011,baan
1606081558,Zakenrelatie,Actief,1679 XA,Amsterdam,Zeeland,Netherlands,0570-642020,020-6261285,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-12-2007,Koude acquisitie
K37544,Zakenrelatie,Passief,5211 RX,Amersfoort,Noord-Holland,Netherlands,0184-651845,0573-256512,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,23-01-2012,internet
1606081630,Zakenrelatie,Actief,4531 GM,Amsterdam,Zuid-Holland,Netherlands,073-7370195,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,28-12-2015,internet
2010010830889,Prospect,Actief,1092 BN,Heiloo,Noord-Holland,Belgium,049-2665789,026-3537161,Architecten Ext. BNA,,,01-06-2015,internet
2010010831800,Suspect,Actief,5706 NE,Utrecht,Zuid-Holland,Netherlands,0514-603200,055-5421922,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,19-08-2013,internet
1606081058,Prospect,Passief,5708 HA,Leiden,Noord-Holland,Netherlands,070-8919123,0481-353410,Architecten Ext. BNA,,,10-03-2009,internet
1606082299,Zakenrelatie,Passief,1016 RR,Baarn,Noord-Holland,Netherlands,015-8874758,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,16-02-2011,Beurs
1606081258,Klant,Actief,7325 AG,Utrecht,Noord-Brabant,Netherlands,050 5279838�,,Architecten Ext. BNA,,,10-03-2009,internet
2010010831073,Zakenrelatie,Actief,9728 LD,Alphen aan de Rijn,Zuid-Holland,Netherlands,0032-27207961,,Architecten Ext. BNA,,Fotografie en ontwikkelen van foto's en films,17-02-2010,baan
