unknown,date,country,postcode,city,country,postcode,city,unknown,unknown
317920.0,09-12-16,NL,2141EW,AMSTERDAM,,3508 AA,UTRECHT,E - Niet meer actief,WOOAMS00
,,NL,5641 PP,Voorschoten,NL,,UTRECHT,D - Nog te controleren,
,09-12-16,NL,8263BC,HILVERSUM,NL,,,,ACHAPE00
,09-12-16,NL,5171RA,DOETINCHEM,NL,1118 CP,75426 PARIS CEDEX 09,D - Nog te controleren,MEDUTR01
,,,3067GG,VEENENDAAL,NL,0,ALMERE,D - Nog te controleren,
320839.0,09-12-16,,4782 SB,ZOETERMEER,NL,3632 AX,UTRECHT,E - Niet meer actief,
316673.0,09-12-16,NL,1071 LD,VEENENDAAL,NL,3508 AA,,,STAALM00
,09-12-16,NL,3454PV,OUDEWATER,,5664 EH,,,
317079.0,09-12-16,NL,1007MC,SCHIPHOL,,3508 AA,WOERDEN,D - Nog te controleren,
320713.0,09-12-16,NL,8011 CW,De Bilt,NL,,UTRECHT,,ZARAMS01
,09-12-16,NL,7914RE,ARNHEM,,,,,MENAME00
,09-12-16,,3508 AA,LAREN,NL,,,D - Nog te controleren,AAKSE-00
,,NL,1402 EA,Zwaagdijk-Oost,,3508 AA,,,
,09-12-16,,1000AB,NIEUWEGEIN,NL,,ALPHEN AAN DE RIJN,D - Nog te controleren,GOOUTR00
111223.0,09-12-16,NL,6522JP,'s-Hertogenbosch,ES,,BALKBRUG,,TRIZEI00
29.0,09-12-16,NL,3828NS,Noordscheschut,NL,0,,D - Nog te controleren,MIKELS00
318207.0,,,3500 AX,ALPHEN AAN DEN RIJN,NL,3700 AB,,,
319301.0,09-12-16,,3508 AA,TILBURG,,,PUTTEN,E - Niet meer actief,VVAUTR00
319942.0,09-12-16,NL,1251 CP,AMSTERDAM,NL,2317 EK,,,WOSNIE00
316648.0,,NL,5324JW,UTRECHT,NL,1007 MB,AMSTERDAM,,HAM36200
320672.0,09-12-16,,3508 AA,HILVERSUM,NL,3508 AA,DEN DOLDER,D - Nog te controleren,COFBUN01
,,,3508 AA,RIJSWIJK,,3812 EA,,D - Nog te controleren,BAAUTR00
,,NL,4811CC,Hoevelaken,,3621 VP,BUNNINK,D - Nog te controleren,GEMMIJ01
,09-12-16,,3014GC,UTRECHT,NL,3271 AH,BUDEL,D - Nog te controleren,
,09-12-16,NL,6129EL,ZAANDAM,,3001 AJ,,,EVEUTR00
,,GB,3584 BT,Rijswijk,NL,,WESTBROEK,E - Niet meer actief,ZGTALM00
319903.0,09-12-16,NL,8000GB,HOOGELOON,NL,3453 RN,OUDERKERK AAN DE AMSTEL,,STEUTR01
,,NL,5656AE,UTRECHT,,2907 GA,GOUDA,,PURAMS00
,09-12-16,,1069 DA,RIJEN,NL,2401 AG,MAARSSEN,E - Niet meer actief,PHAUTR05
,,NL,0,UTRECHT,AT,,AMSTERDAM,,TRAALK00
320902.0,,NL,3503 RC,BOSKOOP,NL,,UTRECHT,D - Nog te controleren,
316900.0,,,3533 GL,POELDIJK,,3508 AA,BILTHOVEN,D - Nog te controleren,
,09-12-16,,2511VW,ROTTERDAM,,,AMSTERDAM,,EELMON00
,,NL,6202 NB,ALPHEN AAN DE RIJN,NL,,,,CREZUT00
,,NL,1852XD,AMSTERDAM,,1234 AB,,D - Nog te controleren,PALBER01
318470.0,09-12-16,NL,3995 DE,UTRECHT,NL,,HOLLANDSCHE RADING,D - Nog te controleren,GROVUG00
318945.0,09-12-16,DE,3991CD,HEEMSKERK,,,BUNNIK,D - Nog te controleren,
320687.0,09-12-16,,2508CJ,AMSTELVEEN,NL,3508 AA,CH-6300 ZUG,E - Niet meer actief,
318588.0,09-12-16,,1082 MS,LEIDEN,NL,3508 BA,,,DEBAMS01
319226.0,,NL,3508 AA,ENSCHEDE,NL,5902 RH,WAALWIJK,,DRIELS00
,,NL,3581 TA,Amsterdam,,2635 EA,,D - Nog te controleren,RIJBER00
318018.0,,NL,5062TM,ZEEWOLDE,NL,7418 BT,IJSSELSTEIN,,MASMAA00
319767.0,09-12-16,NL,2909VA,Amstelveen,NL,7471 LS,DEN BOSCH,D - Nog te controleren,
319236.0,,,2900AA,UTRECHT,,3502 GA,UTRECHT,D - Nog te controleren,OLEAMS00
,,,3508 AA,RENSWOUDE,NL,,LUNTEREN,D - Nog te controleren,
,09-12-16,NL,3869PZ,DOORN,BE,3584 CS,L-8070 BERTANGE,,DEBOUD00
520.0,09-12-16,,3600 BA,UTRECHT,NL,,AMSTERDAM,,HETEDE00
,09-12-16,,2851 VV,BILTHOVEN,,3584 AB,HOUTEN,D - Nog te controleren,
310127.0,09-12-16,NL,3953 MC,UTRECHT,NL,3603 BC,ROTTERDAM,,OSKZOE00
306196.0,09-12-16,NL,3561GG,HOUTEN,,2405 EA,UTRECHT,D - Nog te controleren,MRAUTR06
319817.0,,,3533VW,UTRECHT,,3990 GH,UTRECHT,,AUTUTR00
320166.0,23-01-17,,4190CC,Amsterdam (Schiphol),,1111 XX,BREDA,,STROUD00
,09-12-16,NL,7122MN,DE BILT,NL,3001 BA,,D - Nog te controleren,
317857.0,,NL,5038 CV,UTRECHT,,4000 HB,,,MBOWOE00
,09-12-16,NL,3077 CP,HORST,NL,,ALKMAAR,,
319729.0,09-12-16,NL,1202JT,GIBRALTAR,GB,3433 PN,,D - Nog te controleren,BVBUTR00
318909.0,09-12-16,NL,3512HG,VEENENDAAL,NL,,,,
320808.0,09-12-16,,1101CJ,UTRECHT,,3508 AA,NAARDEN,D - Nog te controleren,
320597.0,,NL,3271 AH,MAARN,,3508 AA,UTRECHT,,
319807.0,,NL,3500GB,AMERSFOORT,,,ZUTPHEN,E - Niet meer actief,
,09-12-16,NL,3508 AA,SITTARD ,NL,0,,D - Nog te controleren,
,09-12-16,GB,3826PA,HEERLEN,NL,3606 AK,DEN HAAG,D - Nog te controleren,
,,NL,2611 PA,amsterdam,,,ENSCHEDE,D - Nog te controleren,VACUTR03
316892.0,09-12-16,NL,5047 RB,UTRECHT,NL,3751 CE,ANNA PAULOWNA,E - Niet meer actief,KOOUTR14
319207.0,,NL,1185MC,Diemen,NL,0,,D - Nog te controleren,VERIJS00
320144.0,,,2611 LB,AMSTERDAM,NL,6137 KL,,,
,,NL,2771 XV,DEN BOSCH,NL,9610 AB,,,
317648.0,09-12-16,NL,3800BC,75008  PARIS,,3508 AA,UTRECHT,,ZONBUS00
319298.0,09-12-16,NL,3508 AA,Utrecht,,3508 AA,,,
320174.0,09-12-16,NL,4000HH,NIEUWEGEIN,,,NIJMEGEN,D - Nog te controleren,KNODEN00
,09-12-16,,1019DN,B2 2AB BIRMINGHAM,,1800 AJ,1831 DIEGEM,D - Nog te controleren,JUMNUE00
,09-12-16,,1077BG,UTRECHT,NL,1000 BH,BREUKELEN,E - Niet meer actief,MRAUTR03
,09-12-16,NL,1100 CE,AMSTERDAM,,3508 AA,,D - Nog te controleren,
,09-12-16,,3508 GA,HUIZEN,FR,,92130ISSY LES MOULINEAUX,D - Nog te controleren,INTDOO00
,09-12-16,NL,3700 AT,ZEIST,NL,3508 AA,,D - Nog te controleren,
,09-12-16,,3508 AA,ZWOLLE,NL,,LIMMEN,,
316718.0,,,3825 JH,Den Haag,NL,,,D - Nog te controleren,PLUMUI00
,,NL,1181 NB,UTRECHT,NL,,OUDENBOSCH,,
318236.0,09-12-16,,3286BG,BUNSCHOTEN,NL,3508 AA,EEFDE,D - Nog te controleren,
319148.0,,,4700AZ,HILVERSUM,NL,,,,
,,NL,0,AMSTERDAM,NL,3508 AA,LEUSDEN,,
314720.0,,,3583JR,Den Bosch,NL,2861 TM,AMERSFOORT,D - Nog te controleren,TREWEE00
319038.0,,NL,4697 EC,DEN HAAG,NL,,AMERSFOORT,,MICAMS00
,,NL,1070AR,CULEMBORG,,2408 AV,ZWOLLE,,TCNUTR12
319533.0,09-12-16,NL,2514 JS,PATERSWOLDE,NL,,BUSSUM,D - Nog te controleren,
,09-12-16,NL,3581 RD,UTRECHT,,,HENGELO,D - Nog te controleren,SIJDEN00
319513.0,09-12-16,NL,2660AC,AMSTERDAM ZO,,3417 XT,UTRECHT,E - Niet meer actief,COBHIL00
319384.0,09-12-16,NL,2994AL,OISTERWIJK,NL,3500 AA,GOUDA,D - Nog te controleren,STIUTR14
313933.0,09-12-16,,3706AR,ARNHEM,,,UTRECHT,E - Niet meer actief,VANSOM00
319288.0,09-12-16,,2501AN,UTRECHT,,,,,
320521.0,09-12-16,,3512 PH,TWELLO,NL,,,D - Nog te controleren,
,09-12-16,IT,1066 EC,BILTHOVEN,NL,6561 AL,OUDENHOORN,D - Nog te controleren,GLAZEI02
,09-12-16,,5203 DL,BREDA,NL,,GRONINGEN,,KNAVIN00
,09-12-16,NL,3981WC,Rotterdam,,3723 PH,,D - Nog te controleren,
,09-12-16,NL,1000 CS,ROTTERDAM,NL,3708 AH,,D - Nog te controleren,
320921.0,09-12-16,NL,3430 JC,Waalwijk,,8320 AB,,D - Nog te controleren,BRAUTR04
,,NL,8900AA,EDE,NL,,,D - Nog te controleren,INFROT00
317100.0,,,3581 BH,UTRECHT,,,AMSTERDAM,D - Nog te controleren,MRGUTR00
318942.0,,NL,2701AG,ROTTERDAM,,,AMSTERDAM,D - Nog te controleren,AEGLEE00
,,NL,5652AM,SOEST,NL,,,,LOTNIE00
,09-12-16,,3508 AA,HARDERWIJK,,,,,COSUTR00
309927.0,09-12-16,,1011DJ,DORDRECHT,NL,,UTRECHT,D - Nog te controleren,BEWUTR00
314170.0,09-12-16,,3504 AC,Amsterdam,,2741 PX,MAARSSEN,,
318765.0,09-12-16,NL,7411PS,UTRECHT,CH,0,,,
,09-12-16,NL,3740AA,UTRECHT,,3508 AA,,,VANKAM00
318978.0,09-12-16,,5200ME,Capelle aan den IJssel,,1017 CA,UTRECHT,D - Nog te controleren,BUSZEI00
320940.0,09-12-16,NL,5250 AD,AMSTERDAM,,,,D - Nog te controleren,VOFROT00
,09-12-16,CH,3601EC,UTRECHT,NL,5340 AW,,D - Nog te controleren,VANSOE00
,09-12-16,NL,3508 AB,DEN HAAG,NL,3508 AA,POELDIJK,,MEID-200
,09-12-16,NL,1322AP,ANNA PAULOWNA,,,MOERDIJK,,
318339.0,,NL,5674 SG,UTRECHT,,3648 BB,SAPPEMEER,D - Nog te controleren,THEALP00
314130.0,09-12-16,,3508 AA,BUSSUM,NL,,UTRECHT,E - Niet meer actief,
320502.0,,,1119 PZ,UTRECHT,,0,,,
,,NL,6041LE,CAPELLE AAN DEN IJSSEL,,3508 AA,AMSTERDAM,,
319695.0,,,6511 LZ,NIEUWEGEIN,,3508 AA,UTRECHT,,VOSSOE00
313573.0,,,8011PK,KATWIJK,,5242 HG,,,ALLS-H00
320944.0,,,3700 AT,MAASTRICHT,NL,0,,D - Nog te controleren,MERUTR00
,09-12-16,NL,3006 HA,"GENT, BELGIË",NL,1100 DM,,,LLOUTR00
493.0,09-12-16,NL,2280 CE,'s-Hertogenbosch,NL,,UTRECHT,,
316894.0,,,6710BJ,UTRECHT,,2600 AA,,D - Nog te controleren,ARKUTR04
,09-12-16,NL,3300AP,MAARSSEN,NL,2800 AE,,,WILBRE00
,09-12-16,,3430 AH,DEN HAAG,NL,3508 AA,AMSTERDAM,D - Nog te controleren,MRWUTR00
,,,3800 AK,HUIZEN,,3508 AA,,D - Nog te controleren,MONIJS00
,09-12-16,,0,Roermond,NL,0,,E - Niet meer actief,
320190.0,,NL,3521 AT,UTRECHT,,,CAPELLE AAN DEN IJSSEL,D - Nog te controleren,WELVES00
116409.0,09-12-16,NL,1181 DA,NUNSPEET,LU,,DELFT,,TCNUTR24
318324.0,,NL,5550 AB,ALMERE,NL,,WIJK BIJ DUURSTEDE,D - Nog te controleren,
316366.0,,NL,3508 AA,Groningen,NL,,EINDHOVEN,,STIZEI00
,09-12-16,,2800 MA,'S-GRAVENHAGE,,3446 AH,UTRECHT,,POPLEL01
,,,2011 NJ,LEUSDEN,NL,,NETTERDEN,D - Nog te controleren,MYTCAP00
,,NL,0,ALMERE,NL,5240 AA,ZWOLLE,,BONNIJ01
,09-12-16,,3707 CR,Eindhoven,NL,3508 GA,1000 BRUSSELS,D - Nog te controleren,WAAUTR00
315329.0,09-12-16,NL,7000 AB,BREUKELEN,,3508 AA,,E - Niet meer actief,MAMUTR00
318410.0,09-12-16,,3077 CP,UTRECHT,NL,,AMSTERDAM,,MRAUTR05
320732.0,09-12-16,,6741 DS,Leerdam,NL,2685 ZH,NEDERHORST DEN BERG,D - Nog te controleren,GOCVEE00
,09-12-16,NL,8001 BE,BILTHOVEN,NL,2770 AC,,D - Nog te controleren,
320649.0,,,3800 AD,UTRECHT,,0,2310 RIJCKEVORSEL,,
319239.0,,NL,4103 WK,WOERDEN,NL,5388 RT,VINKEVEEN,D - Nog te controleren,RIJUTR01
319768.0,,NL,1396 JJ,ZELLIK,,3508 AA,UTRECHT,D - Nog te controleren,STZUTR00
,,NL,3700AE,CAPELLE A/D IJSSEL,NL,,SITTARD,D - Nog te controleren,PLEOLD00
,,,3508 AA,UTRECHT,,,,D - Nog te controleren,RIEAME00
,,NL,1087 LG,Rotterdam,NL,,BERKEL EN RODENRIJS,D - Nog te controleren,
,,NL,3584 HN,WOLVEGA,NL,0,AMSTERDAM,D - Nog te controleren,
,,,3508 AA,MIJDRECHT,NL,3508 AA,7110 HOUDENG-AIMERIES,D - Nog te controleren,STIHOL00
172110.0,,,6130AR,DEVENTER,NL,3981 HH,,D - Nog te controleren,
,09-12-16,NL,0,UTRECHT,,,VENLO,D - Nog te controleren,PGGZEI00
,09-12-16,,3507LE,HOORN,,1018 ED,HOOGEZAND,D - Nog te controleren,CREBRE00
318938.0,,NL,3016 AN,DE MEERN,,,UTRECHT,,MCKSOE00
,,NL,1102 CT,Amsterdam,NL,,KRUISLAND,,
320100.0,09-12-16,NL,7312 BH,DEN HAAG,NL,3503 RK,AMSTERDAM,,
,,,2491AC,PUTTEN,,2225 JD,,,VONNIE00
319437.0,09-12-16,NL,2405XX,Utrecht,US,3505 AB,UTRECHT,E - Niet meer actief,
,09-12-16,NL,2900 EC,UTRECHT,NL,,UTRECHT,D - Nog te controleren,EKRVEE00
,09-12-16,,3770 AK,Leiderdorp,,,BUNSCHOTEN,,
320561.0,09-12-16,,3992DH,Sittard,,,,,
316442.0,,NL,3800HD,UTRECHT,,1059 VM,MONTFOORT,D - Nog te controleren,
318080.0,09-12-16,,3830AD,Epe,,,,D - Nog te controleren,GEZDEV00
150216.0,09-12-16,BE,3740 AB,MONTFOORT,NL,1270 AA,,E - Niet meer actief,SNSUTR02
,09-12-16,NL,5046 AB,UTRECHT,NL,3723 KE,,D - Nog te controleren,
320495.0,09-12-16,NL,3508 AA,HILVERSUM,,,,,NEDBEE00
,09-12-16,NL,2700AV,Nieuwegein,NL,,,D - Nog te controleren,
316801.0,,NL,3430 DT,DE MEERN,NL,,,D - Nog te controleren,
,,,2718RR,Breda,NL,,VIANEN,D - Nog te controleren,ATL75000
320070.0,,NL,2371 EJ,AMERSFOORT,NL,,,D - Nog te controleren,KROUTR00
,,NL,2595BN,BREDA,,3502 JA,,D - Nog te controleren,
320827.0,09-12-16,NL,3508 AA,HERPEN,NL,,,D - Nog te controleren,
,,NL,5600JM,ZEIST,NL,3508 AA,ROTTERDAM,D - Nog te controleren,
318822.0,09-12-16,,3940 AE,12580 BENICARLO,NL,,UTRECHT,,
,,,3512 NZ,UTRECHT,,3941 GH,,,
,09-12-16,,7141KB,UTRECHT,,3508 AA,AMERSFOORT,D - Nog te controleren,
318171.0,,NL,4100 AM,AMSTERDAM,,,,E - Niet meer actief,
,09-12-16,NL,5301 LB,S-HERTOGENBOSCH,NL,3508 AA,BUSSUM,,FRAZOE00
540850.0,,NL,5450 AA,HOOGVLIET,,,UTRECHT,,
318479.0,09-12-16,NL,4000 HB,AMERSFOORT,NL,,DOETINCHEM,D - Nog te controleren,
318310.0,09-12-16,,3506 AK,AMSTERDAM,NL,3077 CP,,D - Nog te controleren,
,09-12-16,,3012CN,BUNNIK,NL,,ZEIST,D - Nog te controleren,KUIKAT00
,,NL,3860 BB,CULEMBORG,NL,,ZEIST,D - Nog te controleren,
,,NL,2500EA,WOERDEN,,,VEENENDAAL,E - Niet meer actief,GRA40200
476.0,09-12-16,NL,3800 AA,UTRECHT,NL,,BILTHOVEN,,FLEUTR00
,,NL,3508 AA,BREDA,NL,3700 AT,,,PNCWES00
,,NL,3508 AA,NIEUW-LOOSDRECHT,NL,,,D - Nog te controleren,
,09-12-16,,2900AB,ELST,NL,3566 MG,DEN HAAG,D - Nog te controleren,PERUTR01
,09-12-16,NL,3022CC,ROTTERDAM,,3826 PA,,D - Nog te controleren,PLAUTR01
318522.0,09-12-16,NL,2312 LA,UTRECHT,NL,5571 SP,ARNHEM,E - Niet meer actief,
,,NL,3980CA,HOLTEN,,,GOUDA,,
320208.0,09-12-16,NL,2800 AN,ZWOLLE,NL,7390 AD,EPE,E - Niet meer actief,ANVAME00
316985.0,09-12-16,,3508 AB,UTRECHT,,3762 CN,UTRECHT,,AEGDEN02
128105.0,,,0,UTRECHT,NL,,AMERSFOORT,D - Nog te controleren,RODNIE00
,09-12-16,NL,3071ZE,AMSTERDAM ZUIDOOST,,2500 EA,UTRECHT,,
,09-12-16,NL,1059 VM,DEN HAAG ,NL,,UTRECHT,,
,,,3632 AX,ZEEWOLDE,NL,,,D - Nog te controleren,GIDELS03
317543.0,09-12-16,,,Zeist,NL,,ALMERE,,
319285.0,,NL,7480AC,Lelystad,NL,,,E - Niet meer actief,
318564.0,,,3811 JZ,BARENDRECHT,,,DOORN,D - Nog te controleren,PELDOR00
320348.0,,,1251 GN,Utrecht,NL,3500 GE,VLAARDINGEN,,PROUTR04
320568.0,09-12-16,US,3764 BJ,UTRECHT,,3621 VB,UTRECHT,D - Nog te controleren,PROGOI00
,,NL,3500 AN,"NEW SOUTH WALES,2560",NL,9603 AM,,,STHUTR01
317664.0,,NL,5211BL,HOUTEN,,,,,
318991.0,,,3508 AA,ROTTERDAM,,,,D - Nog te controleren,
320305.0,,NL,1077 BG,UTRECHT,,3508 AA,,D - Nog te controleren,RIJAMS00
319255.0,,PL,4200 AG,Utrecht,NL,4823 AH,,D - Nog te controleren,
319652.0,,NL,6710 CB,BILTHOVEN,NL,3512 KV,,D - Nog te controleren,
320363.0,09-12-16,NL,3818 JN,BRESKENS,NL,,GENDEREN,D - Nog te controleren,MON93400
,,NL,1018 GN,HULSHORST,NL,,,D - Nog te controleren,
319678.0,09-12-16,,2543SW,DE BILT,,,BUNSCHOTEN,D - Nog te controleren,
490.0,,,5200 HC,HOEVELAKEN,NL,1300 BP,VEENENDAAL,,GREUTR00
320530.0,,,3500BA,Den HAAG,NL,,,D - Nog te controleren,
,09-12-16,,1441 RD,MAARSSEN,,3990 DC,DEVENTER,,
,09-12-16,NL,3605 MA,UTRECHT,NL,3512 NZ,NIEUWEGEIN,,STIBAD00
320650.0,09-12-16,,1171 LK,AMSTERDAM,NL,3508 AA,,,POSNIE00
319868.0,,NL,3800DB,Amstelveen,,,,,
319594.0,,,3508 AA,AMERSFOORT,NL,3508 AA,,,VALUTR00
,09-12-16,NL,1007 MB,ZEIST,,,HOUTEN,D - Nog te controleren,
,09-12-16,NL,3502GD,UTRECHT,NL,3451 BL,,D - Nog te controleren,
319348.0,09-12-16,NL,6411RS,BERGAMBACHT,,,,D - Nog te controleren,HMWUTR00
317338.0,09-12-16,NL,5737BX,UTRECHT,NL,1402 SN,MAARSSEN,E - Niet meer actief,SKABRE00
,,NL,3528AC,ZEIST,NL,3584 AC,HAARLEM,,EXCNIJ00
315957.0,,,2514 JD,HOOGVLIET,,6500 MB,,D - Nog te controleren,HORTIL00
,09-12-16,,3903 LL,UTRECHT,,,UTRECHT,D - Nog te controleren,GRSBOS01
319412.0,,CH,3990 GB,BILTHOVEN,NL,,AMSTERDAM,,RATOUD00
,09-12-16,,7333NR,ZUID-SCHARWOUDE,,,,,
320451.0,09-12-16,,1201GM,SAINT SYMPHORIEN,NL,,,D - Nog te controleren,BRAROO00
317865.0,,NL,3508 AA,OEGSTGEEST,,,UTRECHT,D - Nog te controleren,
,09-12-16,NL,3508 AA,Heerlen,NL,,,,
320216.0,,NL,3438HR,Etten-Leur,,3508 AA,PUTTERSHOEK,,HVASOE00
,,NL,3065JE,Ede,,,,E - Niet meer actief,
320369.0,,NL,6865 BE,ROTTERDAM,NL,3508 AA,APELDOORN,D - Nog te controleren,USGALM00
320322.0,09-12-16,,2440AA,Lelystad,NL,0,,D - Nog te controleren,KFFUTR01
320286.0,,,7600 GA,Leiden,NL,,,E - Niet meer actief,
,09-12-16,NL,3583TN,URK,NL,1394 AE,UTRECHT,E - Niet meer actief,
,,,3511ML,UTRECHT,,3439 LC,,D - Nog te controleren,
,09-12-16,NL,6711 PM,NIEUWEGEIN,,,UTRECHT,,VANUTR08
311332.0,,NL,3508 AB,ZANDVOORT,NL,3500 AA,AMSTERDAM,E - Niet meer actief,KESAUS00
319707.0,09-12-16,,3542 AB,AMERSFOORT,,,,D - Nog te controleren,
,,NL,1441RG,ROTTERDAM,NL,,UTRECHT,E - Niet meer actief,
,,,3440 DB,UTRECHT,NL,,,D - Nog te controleren,
308745.0,09-12-16,NL,3001 BA,Tilburg,,,EINDHOVEN,D - Nog te controleren,BPAUTR00
320392.0,09-12-16,,7550 AP,UTRECHT,NL,3800 AD,NAARDEN,,OPTHOU02
,09-12-16,,3430 BJ,ZUTPHEN,NL,,UTRECHT,,
316833.0,,,8096ZG,Alkmaar,,,UTRECHT,,
316407.0,,,3900AB,WORMER,NL,,,,HETDEB00
320871.0,,NL,3500 AA,Goirle,NL,3446 JH,UTRECHT,D - Nog te controleren,
313942.0,09-12-16,NL,3508 AA,UTRECHT,NL,,BUSSUM,D - Nog te controleren,
320679.0,,,4900 AD,UTRECHT,NL,,,D - Nog te controleren,MRJUTR03
,09-12-16,NL,3791VA,WINTERSWIJK,NL,,AMSTERDAM,E - Niet meer actief,
320452.0,09-12-16,,1017CA,AUSTERLITZ,NL,7400 AP,BARNEVELD,D - Nog te controleren,AGRUTR00
320141.0,09-12-16,,2685 ZH,AMSTELVEEN,NL,2130 EK,VOERENDAAL,D - Nog te controleren,VEDZAL00
,09-12-16,,,‘s- GRAVENHAGE,,,TILBURG,,
319033.0,,NL,1117 ZL,GOUDA,NL,1018 LL,EEMNES,,
318856.0,,NL,2303DB,GOOR,NL,1251 JC,,E - Niet meer actief,
,09-12-16,,6130 AK,Utrecht,GB,7543 WB,MANCHESTER M2 2BY,E - Niet meer actief,
314732.0,09-12-16,,5060AJ,HILVERSUM,NL,0,,,KUIBUS01
317911.0,09-12-16,,7325 NM,Son en Breugel,,,,E - Niet meer actief,
320746.0,09-12-16,CH,3840 AJ,UTRECHT,,,MAARSSEN,,GEZWAG00
,09-12-16,NL,2600 AA,MIJNSHEERENLAND,,3508 AA,DEVENTER,,CENUTR00
319170.0,09-12-16,NL,3508 AA,DEN HAAG,,1222 ST,UTRECHT,,CEVAMS00
,09-12-16,NL,2701AG,The Hague,,2408 AX,CH-5724 DURRENASCH,D - Nog te controleren,
319893.0,,NL,3500 AX,UTRECHT,NL,,,,
317591.0,,,7077 AP,UTRECHT,FR,,VENLO,D - Nog te controleren,
319847.0,09-12-16,,3508 AA,Leiderdorp,,,,,
320700.0,09-12-16,,1251BD,UTRECHT,NL,,,D - Nog te controleren,
,,,5231DC,AMSTELVEEN,,7600 SZ,,D - Nog te controleren,DEN81600
,,NL,6800AS,ZWOLLE,NL,7730 AB,,,
,,NL,5627BT,PUTTERSHOEK,NL,,1 ON HING TERRACE,D - Nog te controleren,VERUTR03
,,,1421 TL,DEN HAAG,NL,3527 VX,,D - Nog te controleren,KOOUTR09
315328.0,09-12-16,,3900AW,ZWOLLE,NL,,,E - Niet meer actief,AUTUTR01
101085.0,,NL,3508 AA,Amsterdam,,0,SCHIPHOL,D - Nog te controleren,
320634.0,09-12-16,NL,1076AZ,UTRECHT,NL,7214 EB,AMSTERDAM,D - Nog te controleren,
319149.0,09-12-16,NL,3600 BE,UTRECHT,,0,UTRECHT,D - Nog te controleren,
,09-12-16,NL,1380GB,ALMERE,,3506 GR,UTRECHT,D - Nog te controleren,HOGUTR05
,09-12-16,NL,0,AMSTERDAM ,NL,,,D - Nog te controleren,DIJAMS00
,,NL,3870 DA,LEIDEN,NL,6523 NZ,ZWOLLE,,
,09-12-16,,3800 AD,BERGEN OP ZOOM,NL,3742 DB,,D - Nog te controleren,UNE71100
319986.0,09-12-16,NL,1405 HK,UTRECHT,,,UTRECHT,,
320072.0,09-12-16,NL,7554RR,LELYSTAD,NL,,UTRECHT,,GERDEN00
316362.0,09-12-16,HU,3761 EG,SOEST,,,UTRECHT,D - Nog te controleren,
318562.0,09-12-16,,1217 DW,ROTTERDAM,,3503 RC,LEIDEN,D - Nog te controleren,ECIUTR00
319454.0,,NL,3852 PL,D-50996 KOLN,,,EDE,D - Nog te controleren,
320594.0,,,3508 AA,SITTARD,NL,,NIEUW-BEIJERLAND,D - Nog te controleren,TCNUTR08
301815.0,,NL,6715 AJ,ROTTERDAM,NL,,BERGEIJK,D - Nog te controleren,
318631.0,,NL,3735MX,HAARLEM,,5004 BE,,D - Nog te controleren,FEDHOR00
314902.0,09-12-16,NL,8000 AK,VEENENDAAL,NL,2700 AB,OUDESCHOOT,D - Nog te controleren,JURUTR04
,,,8471 AS,MAARSSEN,NL,4156 AH,,D - Nog te controleren,GEMZEE00
315759.0,,NL,6641TL,UTRECHT,,2740 AB,UTRECHT,D - Nog te controleren,FIBROT01
,09-12-16,NL,7300GM,UTRECHT,NL,,UTRECHT,,ALBBEU00
301789.0,,NL,6865 HJ,HARDINXVELD-GIESSEN,,3811 JZ,UTRECHT,D - Nog te controleren,VANHIL01
320357.0,,NL,3439 MN,Doetinchem,,,,D - Nog te controleren,STIHAR01
,,NL,2130JH,UTRECHT,,,,,
314049.0,09-12-16,NL,2594 AG,Den Bosch,,,,,TULLEU00
320377.0,09-12-16,,5145NW,ZALTBOMMEL,,,,D - Nog te controleren,
320516.0,,,0,HILVERSUM,,,,E - Niet meer actief,PETUTR01
,09-12-16,NL,3970AD,Leidschendam,,3508 AA,AMSTERDAM,D - Nog te controleren,
317284.0,09-12-16,,3903 LA,AMSTERDAM,NL,3761 EG,ROSMALEN,D - Nog te controleren,
,09-12-16,,3500 BN,BARNEVELD,,,,D - Nog te controleren,
,,NL,5674 SG,LEUSDEN,NL,1182 JR,,D - Nog te controleren,
320759.0,09-12-16,NL,3012CA,UTRECHT,NL,0,,D - Nog te controleren,LUTCUL00
,09-12-16,,1234 AB,HOUTEN,NL,3502 GE,WEERT,,ENEUTR03
,,NL,3847 LW,DEVENTER,NL,3824 MG,LOOSDRECHT,D - Nog te controleren,
319432.0,09-12-16,,3990 DC,UTRECHT,NL,3508 TH,MAARSSEN,,
,,NL,3077 CP,Utrecht,,,,D - Nog te controleren,STLSCH00
,09-12-16,,2622 KA,HOORN,NL,,,,BRIOUD00
317697.0,09-12-16,NL,3500 AD,HILVERSUM,NL,3508 AA,BREDA,,TERIJS02
320454.0,09-12-16,DE,3001 AL,Utrecht,DE,,PUTTEN,,HUIGIB00
,09-12-16,,3301 CE,ZOETERMEER,NL,3508 AA,,,
310656.0,,,1012 RM,MAASSLUIS ,,,,E - Niet meer actief,
320430.0,09-12-16,,3851 RX,PUTTEN,NL,3503 RD,UTRECHT,,DIFNIE00
317137.0,09-12-16,,3508 AA,LAREN (NH),,1400 AE,AMSTELVEEN,,
319491.0,,,3812 NL,HOUTEN,NL,2991 XT,,,
319204.0,09-12-16,NL,2253AE,DRIEBERGEN,,,HAZERSWOUDE-DORP,E - Niet meer actief,SEALOS00
