unknown,unknown,unknown,postcode,city,country,province,country,telephone_nr,telephone_nr,unknown,unknown,sbi_description,date,unknown
K38777,Zakenrelatie,Actief,9407CP,Heerlen,Europe,Noord-Holland,Netherlands,0575-476640,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-04-2011,DM cd bestanden
2010010800262,Zakenrelatie,Actief,5616 LL,Leiden,Europe,Limburg,Netherlands,0595-437001,035-6921629,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",30-11-2009,DM cd bestanden
1606080989,Zakenrelatie,Actief,1216 LE,Amsterdam,Europe,Zuid-Holland,Netherlands,010-4113630,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",03-11-2009,DM cd bestanden
1606080645,Zakenrelatie,Actief,1815 KZ,Limmen,Europe,Noord-Brabant,Netherlands,046-4741350,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",01-06-2012,internet
2010010827564,Zakenrelatie,Actief,1017 KJ,Amstelveen,Europe,Gelderland,Netherlands,020-6765888,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",16-07-2012,DM cd bestanden
1606080471,Zakenrelatie,Actief,5247 KE,Rijen,Europe,Noord-Holland,Netherlands,0522-246625,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",12-04-2011,DM cd bestanden
2010010829938,Suspect,Actief,4023 AB,Woudenberg,Europe,Noord-Brabant,Netherlands,073-5942384,0318-540436,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-02-2013,DM cd bestanden
1606080053,Zakenrelatie,Actief,3011 CH,Rotterdam,Europe,Gelderland,Netherlands,,023-5425167,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",02-12-2013,DM cd bestanden
1606080190,Zakenrelatie,Actief,5021 KA,Rotterdam,Europe,Overijssel,Netherlands,072-5760600,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-10-2009,DM cd bestanden
1606080248,Zakenrelatie,Actief,3032 SB,Hilversum,Europe,Noord-Holland,Netherlands,623655372,020-5550175,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-10-2009,internet
1606080498,Zakenrelatie,Actief,1086 XZ,Zoetermeer,Europe,Groningen,Netherlands,010-2440611,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-05-2009,DM cd bestanden
K22515,Zakenrelatie,Actief,8702 AA,Woudrichem (Giessen),Europe,Zuid-Holland,Netherlands,010-2449030,020-6278409,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,internet
1606082256,Zakenrelatie,Actief,4458 BB,Maastricht,Europe,Gelderland,Netherlands,045-5443275,020- 423 05 24,Architecten Ext. BNA,K. Financiele instellingen,,29-05-2015,DM cd bestanden
1606080353,Zakenrelatie,Actief,6865 XC,Den Haag,Europe,Limburg,Netherlands,010-5215922,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",31-08-2009,baan
1606080669,Zakenrelatie,Actief,1031 HV,Amersfoort,Europe,Limburg,Netherlands,010-4777580,043-3257373,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",25-05-2009,DM cd bestanden
1606080998,Zakenrelatie,Actief,6171 GM,Oegstgeest,Europe,Zuid-Holland,Netherlands,0318-619047,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",22-04-2015,DM cd bestanden
1606080265,Zakenrelatie,Actief,2031 CP,Lochem,Europe,Noord-Holland,Netherlands,0348-561607,074-2782746,Architecten Ext. BNA,K. Financiele instellingen,,13-07-2012,DM cd bestanden
1606080342,Zakenrelatie,Actief,6953 AL,Soest,Europe,Noord-Holland,Netherlands,045-5424863,0316-332477,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,DM cd bestanden
1606082881,Zakenrelatie,Actief,1013 AP,Hoorn,Europe,Noord-Holland,Netherlands,0492-345041,010-4772704,Architecten Ext. BNA,K. Financiele instellingen,,16-12-2009,DM cd bestanden
1606080988,Zakenrelatie,Actief,5251 SE,Maastricht,Europe,Utrecht,Netherlands,0485-512244,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",25-01-2010,DM cd bestanden
1606080680,Zakenrelatie,Actief,7161 BR,Kortenhoef,Europe,Noord-Holland,Netherlands,0299-401380,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,internet
1606080131,Zakenrelatie,Actief,1091 RV,Oosterhout,Europe,Noord-Brabant,Netherlands,010-2440242,035-6949304,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",04-02-2010,DM cd bestanden
1606080063,Zakenrelatie,Actief,2515 BC,Almelo,Europe,Noord-Holland,Netherlands,038-4541675,0570-592646,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",14-03-2012,internet
1606080880,Zakenrelatie,Actief,4811 MC,Leiden,Europe,Zuid-Holland,Netherlands,,010-2827287,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",15-05-2012,internet
1606080987,Zakenrelatie,Actief,7609 RG,ZUTPHEN,Europe,Zuid-Holland,Netherlands,026-8402296,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",28-06-2011,internet
K38628,Zakenrelatie,Passief,8455JG,RIJSWIJK ZH,Europe,Zuid-Holland,Netherlands,010-2440577,073-5514292,Architecten Ext. BNA,K. Financiele instellingen,748751 Binnenhuisarchitecten en interieurontwerpers e.d.,03-02-2010,DM cd bestanden
2010010828083,Zakenrelatie,Actief,4844 CK,Maastricht,Europe,Gelderland,Netherlands,,073-6444517,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-01-2010,baan
1606080280,Zakenrelatie,Actief,3012 BH,Dongen,Europe,Overijssel,Netherlands,,0297-263655,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-02-2013,DM cd bestanden
200907014333,Zakenrelatie,Actief,1054 CX,Rotterdam,Europe,Noord-Holland,Netherlands,0541-741015,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",04-02-2011,DM cd bestanden
1606080801,Zakenrelatie,Actief,3931 NC,Eindhoven,Europe,Gelderland,Netherlands,026-4455341,0575-451598,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",21-08-2012,DM cd bestanden
1606080596,Zakenrelatie,Actief,9057 RE,Rotterdam,Europe,Friesland,Netherlands,0416-331130,038-4527586,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-12-2007,internet
K38161,Zakenrelatie,Actief,5126 AB,Voorstonden,Europe,Friesland,Netherlands,055-3605563,,Architecten Ext. BNA,K. Financiele instellingen,,07-04-2011,internet
1606080855,Zakenrelatie,Actief,5211 DX,Nijmegen,Europe,Gelderland,Netherlands,0413-262428,010-2440410,Architecten Ext. BNA,K. Financiele instellingen,,28-06-2011,internet
1080403042,Zakenrelatie,Actief,2512 BE,Schijndel,Europe,Zuid-Holland,Netherlands,0575-523474,075-6555550,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,DM cd bestanden
1606080432,Zakenrelatie,Actief,2012 DG,Rotterdam,Europe,Noord-Brabant,Netherlands,0161-451465,043-3515050,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",17-03-2009,DM cd bestanden
2010010832242,Zakenrelatie,Actief,6811 LW,Zelhem,Europe,Overijssel,Netherlands,0545-293182,,Architecten Ext. BNA,K. Financiele instellingen,,13-06-2012,internet
2010010829897,Zakenrelatie,Actief,1033 SH,Bergen op Zoom,Europe,Groningen,Netherlands,038-4258111,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-12-2007,DM cd bestanden
1606080838,Zakenrelatie,Actief,9715 CD,Helmond,Europe,Noord-Brabant,Netherlands,020-4889269,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",22-11-2013,DM cd bestanden
2010010827365,Zakenrelatie,Actief,3047 BS,Amsterdam,Europe,Noord-Holland,Netherlands,06-45610005,0204217124,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",13-02-2015,internet
1606080685,Zakenrelatie,Actief,2803 MC,Tilburg,Europe,Noord-Holland,Netherlands,070-8200140,020-5307020,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-03-2011,DM cd bestanden
1606080197,Zakenrelatie,Actief,2371 SH,Amsterdam,Europe,Noord-Holland,Netherlands,077-3829141,020-6423124,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,DM cd bestanden
2010010830746,Zakenrelatie,Actief,6043 AK,Amersfoort,Europe,Noord-Holland,Netherlands,06-36228315,0165-562555,Architecten Ext. BNA,K. Financiele instellingen,742012 Techn. ontwerp . burger/util.bouw (géén architect),09-07-2012,DM cd bestanden
2010010832286,Zakenrelatie,Actief,5991 ND,Barendrecht,Europe,Noord-Holland,Netherlands,0183-442611,030-2369015,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",10-02-2010,DM cd bestanden
1606080146,Zakenrelatie,Actief,6213 CH,Rijsbergen,Europe,Gelderland,Netherlands,020-4863311,0229-217961,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-11-2012,DM cd bestanden
1606080703,Prospect,Actief,6226 DB,Rotterdam,Europe,Zuid-Holland,Netherlands,010-4152999,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,DM cd bestanden
1606080999,Zakenrelatie,Actief,2405 ED,Roelofarendsveen,Europe,Noord-Brabant,Netherlands,0115-649429,,Architecten Ext. BNA,K. Financiele instellingen,,03-02-2010,internet
K37242,Zakenrelatie,Actief,4611 HC,Baarle-Nassau,Europe,Zuid-Holland,Netherlands,0118-460500,040-2444591,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-03-2010,DM cd bestanden
2010010804315,Zakenrelatie,Actief,3021 SB,Maastricht,Europe,Noord-Brabant,Netherlands,055-5216177,023-5293129,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-01-2012,DM cd bestanden
1606080355,Zakenrelatie,Actief,3853 NW,Hengelo,Europe,Utrecht,Netherlands,010-4439060,020-4893658,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",28-06-2011,DM cd bestanden
K37561,Zakenrelatie,Actief,7575 AB,Apeldoorn,Europe,Noord-Holland,Netherlands,,,Architecten Ext. BNA,K. Financiele instellingen,,29-11-2010,DM cd bestanden
1606080709,Zakenrelatie,Actief,7514 BP,Kapelle,Europe,Noord-Brabant,Netherlands,0511-482928,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,internet
K38662,Zakenrelatie,Actief,6231 EB,Vinkeveen,Europe,Zuid-Holland,Netherlands,033-4613013,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-02-2010,DM cd bestanden
2010010829477,Zakenrelatie,Actief,1096 HR,Lunteren,Europe,Zuid-Holland,Netherlands,073-6421226,,Architecten Ext. BNA,K. Financiele instellingen,,09-04-2009,internet
1606082941,Prospect,Actief,3991 BH,Amsterdam,Europe,Limburg,Netherlands,06-53884880,020-4689906,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",01-07-2010,Koude acquisitie
1606080994,Zakenrelatie,Actief,7007 JK,BEEK LB,Europe,Noord-Brabant,Netherlands,0183-405003,0492-345046,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2014,DM cd bestanden
1606080934,Zakenrelatie,Actief,2925 AV,NEERKANT,Europe,Noord-Brabant,Netherlands,043-3254061,,Architecten Ext. BNA,K. Financiele instellingen,,01-07-2010,E-mail
1606080807,Klant,Actief,6021 BG,Arnhem,Europe,Flevoland,Netherlands,026-8403836,0497-574300,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",14-11-2011,DM cd bestanden
1606080209,Zakenrelatie,Actief,1054 WN,Wormerveer,Europe,Noord-Brabant,Netherlands,010-2800136,020-5304846,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-07-2010,DM cd bestanden
1606080593,Zakenrelatie,Actief,9356 DA,Wormer,Europe,Noord-Brabant,Netherlands,030-2962831,0578-621161,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,DM cd bestanden
1606080944,Zakenrelatie,Actief,2992 SR,Weert,Europe,Friesland,Netherlands,010-4762425,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",30-11-2011,internet
1606080252,Zakenrelatie,Actief,1403 EB,Schiedam,Europe,Zuid-Holland,Netherlands,020-2517769,0522-241355,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",08-10-2012,internet
1606080995,Zakenrelatie,Actief,6416 ER,Warnsveld,Europe,Noord-Brabant,Netherlands,015-2798100,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",18-03-2009,DM cd bestanden
2010010829188,Zakenrelatie,Actief,2321 JV,Amsterdam,Europe,Overijssel,Netherlands,0418-634306,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",18-06-2010,internet
2010010832226,Suspect,Actief,5502 HX,'s-Gravenhage,Europe,Noord-Brabant,Netherlands,038-3315251,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",05-11-2013,DM cd bestanden
1606080950,Zakenrelatie,Actief,1094 JB,Koog aan de Zaan,Europe,Groningen,Netherlands,043-3540066,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",29-04-2014,DM cd bestanden
2010010832223,Zakenrelatie,Actief,7006 RT,Middelburg,Europe,Noord-Brabant,Netherlands,06-55777301,0318-617302,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,DM cd bestanden
K21947,Zakenrelatie,Actief,7221 BP,Amsterdam,Europe,Noord-Brabant,Netherlands,06-20159344,,Architecten Ext. BNA,Onbekend,,21-08-2012,DM cd bestanden
1606080247,Zakenrelatie,Actief,3608 BL,Amsterdam,Europe,Zuid-Holland,Netherlands,0478-581524,020-4089211,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-06-2015,DM cd bestanden
2010010830570,Zakenrelatie,Actief,3958 BK,Harderwijk,Europe,Overijssel,Netherlands,074-2777695,078-6393530,Architecten Ext. BNA,K. Financiele instellingen,,27-12-2010,DM cd bestanden
K37846,Zakenrelatie,Actief,4903 SC,Geldermalsen,Europe,Zuid-Holland,Netherlands,06-57553210,0348-561164,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",06-07-2012,DM cd bestanden
K38926,Zakenrelatie,Actief,7556 DD,Maarssen,Europe,Utrecht,Netherlands,078-6393535,071-5419110,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",01-04-2009,DM cd bestanden
2010010830599,Zakenrelatie,Actief,6591 AL,Eindhoven,Europe,Drenthe,Netherlands,010-4232944,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",18-09-2008,DM cd bestanden
1606080825,Zakenrelatie,Actief,4201 BB,Arnhem,Europe,Noord-Holland,Netherlands,040-2520530,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-06-2011,DM cd bestanden
1606080258,Zakenrelatie,Actief,3721 PB,Amsterdam,Europe,Friesland,Netherlands,0492-529429,0348-444285,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",25-03-2011,DM cd bestanden
1606080968,Zakenrelatie,Actief,7751 AN,Helmond,Europe,Gelderland,Netherlands,0162-402355,0512-545850,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",14-08-2012,DM cd bestanden
2010010832279,Zakenrelatie,Actief,7431 CL,Rotterdam,Europe,Zuid-Holland,Netherlands,010-4134566,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",06-07-2012,Koude acquisitie
1606080671,Suspect,Actief,3037 ER,Alphen aan den Rijn,Europe,Zuid-Holland,Netherlands,0541 511 787,030-2321657,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",26-03-2009,DM cd bestanden
1606082938,Zakenrelatie,Actief,1054 HT,Amsterdam,Europe,Limburg,Netherlands,0182-309594,0575-463596,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-06-2011,internet
1606080973,Zakenrelatie,Actief,6662 NN,Amsterdam,Europe,Overijssel,Netherlands,053-4800180,077-4731777,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",15-10-2014,internet
2010010829526,Zakenrelatie,Actief,5611 BD,Amersfoort,Europe,Zuid-Holland,Netherlands,0318-487239,078-6142131,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",25-11-2009,DM cd bestanden
1606080618,Zakenrelatie,Actief,6212 AH,Amsterdam,Europe,Noord-Brabant,Netherlands,070-3901194,0162-403999,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",15-02-2013,DM cd bestanden
1606080704,Zakenrelatie,Actief,9203 ST,Wolvega,Europe,Noord-Holland,Netherlands,0318-618311,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",24-08-2009,DM cd bestanden
1606080238,Zakenrelatie,Actief,1076 XM,Sint Joost,Europe,Gelderland,Netherlands,0546-575747,0575-463569,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",09-02-2010,DM cd bestanden
1606080882,Zakenrelatie,Actief,9101 MH,Maasbree (Baarlo),Europe,Zuid-Holland,Netherlands,,030-2328685,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-01-2010,DM cd bestanden
1606080218,Zakenrelatie,Actief,5591 EK,Rotterdam,Europe,Zuid-Holland,Netherlands,070-3504203,,Architecten Ext. BNA,Onbekend,748751 Binnenhuisarchitecten en interieurontwerpers e.d.,15-02-2010,internet
2010010830843,Zakenrelatie,Actief,6891 DB,Tilburg,Europe,Friesland,Netherlands,040-2377957,020-4232950,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",31-08-2009,internet
2010010829135,Zakenrelatie,Actief,2671 HL,Rotterdam,Europe,Noord-Brabant,Netherlands,076-5220502,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-02-2010,internet
1606080545,Zakenrelatie,Actief,8321 MA,Schiedam,Europe,Noord-Brabant,Netherlands,038-3326286,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",12-04-2011,DM cd bestanden
1606080060,Zakenrelatie,Actief,1217 ST,'s-Gravenhage,Europe,Noord-Brabant,Netherlands,0411-601618,073-5479160,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-07-2012,DM cd bestanden
1606080554,Zakenrelatie,Actief,3012 KC,Bruinisse,Europe,Zuid-Holland,Netherlands,071-3415655,058-2150300,Architecten Ext. BNA,K. Financiele instellingen,,25-09-2012,DM cd bestanden
1606080211,Zakenrelatie,Actief,7901 BR,Amsterdam,Europe,Overijssel,Netherlands,013-5199458,010-2934888,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",02-02-2016,DM cd bestanden
1606080773,Zakenrelatie,Actief,1018 AK,Maastricht,Europe,Limburg,Netherlands,0497-571292,043-3510360,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,internet
1606080522,Zakenrelatie,Actief,8043 VD,Den Haag,Europe,Noord-Holland,Netherlands,010-2430970,070-3512717,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-10-2009,DM cd bestanden
1606080846,Klant,Actief,2544 EH,Waalwijk,Europe,Zuid-Holland,Netherlands,036-5232404,,Architecten Ext. BNA,K. Financiele instellingen,,04-03-2009,internet
1080403947,Zakenrelatie,Actief,5617 BM,Haarlem,Europe,Noord-Brabant,Netherlands,040-2831687,,Architecten Ext. BNA,K. Financiele instellingen,,06-07-2012,DM cd bestanden
1606080531,Zakenrelatie,Actief,3011 CD,Amsterdam,Europe,Overijssel,Netherlands,013-5443680,075-6401004,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",07-04-2011,DM cd bestanden
1606080096,Klant,Actief,5931 PK,Delft,Europe,Zuid-Holland,Netherlands,078-6132355,0570-622257,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-03-2009,DM cd bestanden
1001862,Zakenrelatie,Actief,5615 PW,Vijlen,Europe,Overijssel,Netherlands,071-5237347,0575-476316,Architecten Ext. BNA,K. Financiele instellingen,742012 Techn. ontwerp . burger/util.bouw (géén architect),22-04-2009,DM cd bestanden
2010010830668,Zakenrelatie,Actief,4283 GA,Velp,Europe,Zuid-Holland,Netherlands,024-3540335,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-03-2009,internet
2010010832297,Zakenrelatie,Actief,5404 NK,Reeuwijk,Europe,Zuid-Holland,Netherlands,0314-624348,076-5143560,Architecten Ext. BNA,K. Financiele instellingen,742012 Techn. ontwerp . burger/util.bouw (géén architect),08-05-2012,DM cd bestanden
1606080949,Zakenrelatie,Actief,7558 CK,Delft,Europe,Gelderland,Netherlands,0316-264990,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",27-04-2009,internet
1606080381,Zakenrelatie,Passief,5707 LC,Oldenzaal,Europe,Noord-Holland,Netherlands,072-5052817,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",25-11-2009,DM cd bestanden
1606080288,Zakenrelatie,Actief,6131 HM,Tilburg,Europe,Limburg,Netherlands,071-5174688,,Architecten Ext. BNA,K. Financiele instellingen,,11-06-2015,DM cd bestanden
1606080630,Zakenrelatie,Actief,1906 NW,Didam,Europe,Limburg,Netherlands,0475-561938,071-5120884,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",29-04-2009,DM cd bestanden
1606080460,Zakenrelatie,Actief,3735 LD,Rotterdam,Europe,Gelderland,Netherlands,0492-342220,020-6752536,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-06-2011,DM cd bestanden
1606080737,Zakenrelatie,Actief,5642 EH,Amsterdam,Europe,Utrecht,Netherlands,020-6205599,0411-643884,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",24-10-2011,DM cd bestanden
1606080707,Zakenrelatie,Actief,7521 AG,Hattem,Europe,Zuid-Holland,Netherlands,0172-786123,,Architecten Ext. BNA,Onbekend,"742011 Architecten-, ingenieurs- en overige ontwerp",29-04-2014,DM cd bestanden
1606080059,Zakenrelatie,Actief,2082 XJ,Maastricht,Europe,Noord-Holland,Netherlands,030-2415586,0299-683473,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,internet
1606080435,Zakenrelatie,Actief,3481 EC,Krimpen aan den IJssel,Europe,Noord-Holland,Netherlands,06-50258228,075-6215852,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",18-05-2010,DM cd bestanden
1606080647,Zakenrelatie,Actief,1058 AD,Oosthuizen,Europe,Zuid-Holland,Netherlands,06-30956469,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-05-2009,internet
1000751,Zakenrelatie,Actief,6595 BD,Rotterdam,Europe,Noord-Brabant,Netherlands,040-2123322,,Architecten Ext. BNA,Onbekend,,29-04-2009,DM cd bestanden
1606080177,Zakenrelatie,Actief,1013 AW,Hilvarenbeek,Europe,Overijssel,Netherlands,,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",11-02-2010,DM cd bestanden
1606080160,Zakenrelatie,Actief,5211 SW,HENGELO GLD,Europe,Noord-Brabant,Netherlands,0515-231952,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",18-04-2012,DM cd bestanden
1606082663,Zakenrelatie,Actief,1019 BB,Utrecht,Europe,Limburg,Netherlands,0113-343883,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",28-04-2009,DM cd bestanden
1606080799,Prospect,Actief,1185 JJ,Zeist,Europe,Gelderland,Netherlands,020-6267757,076-5934981,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",23-04-2009,internet
2010010829200,Zakenrelatie,Actief,2394 CG,Makkum,Europe,Noord-Holland,Netherlands,020-4203114,070-3646677,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",31-08-2009,DM cd bestanden
1606080192,Zakenrelatie,Actief,1521 PA,Maastricht,Europe,Zuid-Holland,Netherlands,072-5679010,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",27-04-2009,DM cd bestanden
1606080956,Zakenrelatie,Actief,6717 RM,'s-Gravenhage,Europe,Gelderland,Netherlands,06 22730853,,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",20-08-2012,internet
1606080565,Zakenrelatie,Actief,2909 LA,Doorwerth,Europe,Overijssel,Netherlands,070-3562891,0527-618884,Architecten Ext. BNA,K. Financiele instellingen,"742011 Architecten-, ingenieurs- en overige ontwerp",19-11-2010,DM cd bestanden
